,1,2,3,4,5
840,,,42.5,1458.1,1566.3
841,,,32.7,1458.1,1566.3
842,,,22.8,1458.1,1566.3
843,,,13,1458.1,1566.3
844,,,3.2,1458.1,1566.3
845,,,,1451.4,1566.3
846,,,,1441.5,1566.3
847,,,,1431.7,1566.3
848,,,,1421.8,1566.3
849,,,,1412,1566.3
850,,,,1402.1,1566.3
851,,,,1392.2,1566.3
852,,,,1382.4,1566.3
853,,,,1372.5,1566.3
854,,,,1362.7,1566.3
855,,,,1352.8,1566.3
856,,,,1343,1566.3
857,,,,1333.1,1566.3
858,,,,1323.3,1566.3
859,,,,1313.4,1566.3
860,,,,1303.6,1566.3
861,,,,1293.7,1566.3
862,,,,1283.9,1566.3
863,,,,1274,1566.3
864,,,,1264.2,1566.3
865,,,,1254.3,1566.3
866,,,,1244.5,1566.3
867,,,,1234.6,1566.3
868,,,,1224.8,1566.3
869,,,,1214.9,1566.3
870,,,,1205.1,1566.3
871,,,,1195.2,1566.3
872,,,,1185.4,1566.3
873,,,,1175.5,1566.3
874,,,,1165.7,1566.3
875,,,,1155.8,1566.3
876,,,,1145.9,1566.3
877,,,,1136.1,1566.3
878,,,,1126.2,1566.3
879,,,,1116.4,1566.3
880,,,,1106.5,1566.3
881,,,,1096.7,1566.3
882,,,,1086.8,1566.3
883,,,,1077,1566.3
884,,,,1067.1,1566.3
885,,,,1057.3,1566.3
886,,,,1047.4,1566.3
887,,,,1037.6,1566.3
888,,,,1027.7,1566.3
889,,,,1017.9,1566.3
890,,,,1008,1566.3
891,,,,998.2,1566.3
892,,,,988.3,1566.3
893,,,,978.5,1566.3
894,,,,968.6,1566.3
895,,,,958.8,1566.3
896,,,,948.9,1566.3
897,,,,939.1,1566.3
898,,,,929.2,1566.3
899,,,,919.4,1566.3
900,,,,909.5,1566.3
901,,,,899.6,1566.3
902,,,,889.8,1566.3
903,,,,879.9,1566.3
904,,,,870.1,1566.3
905,,,,860.2,1566.3
906,,,,850.4,1566.3
907,,,,840.5,1566.3
908,,,,830.7,1566.3
909,,,,820.8,1566.3
910,,,,811,1566.3
911,,,,801.1,1566.3
912,,,,791.3,1566.3
913,,,,781.4,1566.3
914,,,,771.6,1566.3
915,,,,761.7,1566.3
916,,,,751.9,1566.3
917,,,,742,1566.3
918,,,,732.2,1566.3
919,,,,722.3,1566.3
920,,,,712.5,1566.3
921,,,,702.6,1566.3
922,,,,692.8,1566.3
923,,,,682.9,1566.3
924,,,,673,1566.3
925,,,,663.2,1566.3
926,,,,653.3,1566.3
927,,,,643.5,1566.3
928,,,,633.6,1566.3
929,,,,623.8,1566.3
930,,,,613.9,1566.3
931,,,,604.1,1566.3
932,,,,594.2,1566.3
933,,,,584.4,1566.3
934,,,,574.5,1566.3
935,,,,564.7,1566.3
936,,,,554.8,1566.3
937,,,,545,1566.3
938,,,,535.1,1566.3
939,,,,525.3,1566.3
940,,,,515.4,1566.3
941,,,,505.6,1566.3
942,,,,495.7,1566.3
943,,,,485.9,1566.3
944,,,,476,1566.3
945,,,,466.2,1566.3
946,,,,456.3,1566.3
947,,,,446.5,1566.3
948,,,,436.6,1566.3
949,,,,426.7,1566.3
950,,,,416.9,1566.3
951,,,,407,1566.3
952,,,,397.2,1566.3
953,,,,387.3,1566.3
954,,,,377.5,1566.3
955,,,,367.6,1566.3
956,,,,357.8,1566.3
957,,,,347.9,1566.3
958,,,,338.1,1566.3
959,,,,328.2,1566.3
960,,,,318.4,1566.3
961,,,,308.5,1566.3
962,,,,298.7,1566.3
963,,,,288.8,1566.3
964,,,,279,1566.3
965,,,,269.1,1566.3
966,,,,259.3,1566.3
967,,,,249.4,1566.3
968,,,,239.6,1566.3
969,,,,229.7,1566.3
970,,,,219.9,1566.3
971,,,,210,1566.3
972,,,,200.2,1566.3
973,,,,190.3,1566.3
974,,,,180.4,1566.3
975,,,,170.6,1566.3
976,,,,160.7,1566.3
977,,,,150.9,1566.3
978,,,,141,1566.3
979,,,,131.2,1566.3
980,,,,121.3,1566.3
981,,,,111.5,1566.3
982,,,,101.6,1566.3
983,,,,91.8,1566.3
984,,,,81.9,1566.3
985,,,,72.1,1566.3
986,,,,62.2,1566.3
987,,,,52.4,1566.3
988,,,,42.5,1566.3
989,,,,32.7,1566.3
990,,,,22.8,1566.3
991,,,,13,1566.3
992,,,,3.2,1566.3
993,,,,,1559.6
994,,,,,1549.7
995,,,,,1539.9
996,,,,,1530
997,,,,,1520.2
998,,,,,1510.3
999,,,,,1500.4
1000,,,,,1490.6
1001,,,,,1480.7
1002,,,,,1470.9
1003,,,,,1461
1004,,,,,1451.2
1005,,,,,1441.3
1006,,,,,1431.5
1007,,,,,1421.6
1008,,,,,1411.8
1009,,,,,1401.9
1010,,,,,1392.1
1011,,,,,1382.2
1012,,,,,1372.4
1013,,,,,1362.5
1014,,,,,1352.7
1015,,,,,1342.8
1016,,,,,1333
1017,,,,,1323.1
1018,,,,,1313.3
1019,,,,,1303.4
1020,,,,,1293.6
1021,,,,,1283.7
1022,,,,,1273.9
1023,,,,,1264
1024,,,,,1254.1
1025,,,,,1244.3
1026,,,,,1234.4
1027,,,,,1224.6
1028,,,,,1214.7
1029,,,,,1204.9
1030,,,,,1195
1031,,,,,1185.2
1032,,,,,1175.3
1033,,,,,1165.5
1034,,,,,1155.6
1035,,,,,1145.8
1036,,,,,1135.9
1037,,,,,1126.1
1038,,,,,1116.2
1039,,,,,1106.4
1040,,,,,1096.5
1041,,,,,1086.7
1042,,,,,1076.8
1043,,,,,1067
1044,,,,,1057.1
1045,,,,,1047.3
1046,,,,,1037.4
1047,,,,,1027.6
1048,,,,,1017.7
1049,,,,,1007.8
1050,,,,,998
1051,,,,,988.1
1052,,,,,978.3
1053,,,,,968.4
1054,,,,,958.6
1055,,,,,948.7
1056,,,,,938.9
1057,,,,,929
1058,,,,,919.2
1059,,,,,909.3
1060,,,,,899.5
1061,,,,,889.6
1062,,,,,879.8
1063,,,,,869.9
1064,,,,,860.1
1065,,,,,850.2
1066,,,,,840.4
1067,,,,,830.5
1068,,,,,820.7
1069,,,,,810.8
1070,,,,,801
1071,,,,,791.1
1072,,,,,781.3
1073,,,,,771.4
1074,,,,,761.5
1075,,,,,751.7
1076,,,,,741.8
1077,,,,,732
1078,,,,,722.1
1079,,,,,712.3
1080,,,,,702.4
1081,,,,,692.6
1082,,,,,682.7
1083,,,,,672.9
1084,,,,,663
1085,,,,,653.2
1086,,,,,643.3
1087,,,,,633.5
1088,,,,,623.6
1089,,,,,613.8
1090,,,,,603.9
1091,,,,,594.1
1092,,,,,584.2
1093,,,,,574.4
1094,,,,,564.5
1095,,,,,554.7
1096,,,,,544.8
1097,,,,,535
1098,,,,,525.1
1099,,,,,515.2
1100,,,,,505.4
1101,,,,,495.5
1102,,,,,485.7
1103,,,,,475.8
1104,,,,,466
1105,,,,,456.1
1106,,,,,446.3
1107,,,,,436.4
1108,,,,,426.6
1109,,,,,416.7
1110,,,,,406.9
1111,,,,,397
1112,,,,,387.2
1113,,,,,377.3
1114,,,,,367.5
1115,,,,,357.6
1116,,,,,347.8
1117,,,,,337.9
1118,,,,,328.1
1119,,,,,318.2
1120,,,,,308.4
1121,,,,,298.5
1122,,,,,288.7
1123,,,,,278.8
1124,,,,,269
1125,,,,,259.1
1126,,,,,249.2
1127,,,,,239.4
1128,,,,,229.5
1129,,,,,219.7
1130,,,,,209.8
1131,,,,,200
1132,,,,,190.1
1133,,,,,180.3
1134,,,,,170.4
1135,,,,,160.6
1136,,,,,150.7
1137,,,,,140.9
1138,,,,,131
1139,,,,,121.2
1140,,,,,111.3
1141,,,,,101.5
1142,,,,,91.6
1143,,,,,81.8
1144,,,,,71.9
1145,,,,,62.1
1146,,,,,52.2
1147,,,,,42.4
1148,,,,,32.6
1149,,,,,22.7
1150,,,,,13
1151,,,,,3.6
