wire_number,mu_A,mu_B,n_A,n_B
252,5.582111835479736,5.606984853744507,8,8
253,5.562304735183716,5.581586122512817,8,8
254,5.594022989273071,5.4754016399383545,8,8
255,5.531017780303955,5.45549750328064,8,8
256,5.5361244678497314,5.616116046905518,8,8
257,5.500543832778931,5.499913930892944,8,8
258,5.611964225769043,5.541880130767822,8,8
259,5.585381746292114,5.599017381668091,8,8
260,5.603036403656006,5.605796575546265,8,8
261,5.607936859130859,5.580658435821533,8,8
262,5.772148609161377,5.5596699714660645,8,8
263,5.678198575973511,5.61109471321106,8,8
264,5.620396137237549,5.553500652313232,8,8
265,5.565152883529663,5.559591770172119,8,8
266,5.715401649475098,5.571876287460327,8,8
267,5.638057708740234,5.523834705352783,8,8
268,5.5299999713897705,5.544895172119141,8,8
269,5.724578619003296,5.5379555225372314,8,8
270,5.590888738632202,5.464126348495483,8,8
271,5.567811965942383,5.491070985794067,8,8
272,5.564416170120239,5.421039581298828,8,8
273,5.558276414871216,5.543904781341553,8,8
274,5.568841934204102,5.5487706661224365,8,8
275,5.577419996261597,5.550729036331177,8,8
276,5.6421544551849365,5.60176682472229,8,8
277,5.669066429138184,5.593623876571655,8,8
278,5.752412796020508,5.610000133514404,8,8
279,5.705564022064209,5.605126619338989,8,8
280,5.69277548789978,5.61972713470459,8,8
281,5.697767972946167,5.658620834350586,8,8
282,5.796443700790405,5.718507766723633,8,8
283,5.708252668380737,5.729863166809082,8,8
284,5.74854040145874,5.657073020935059,8,8
285,5.753783464431763,5.8292412757873535,8,8
286,5.775200843811035,5.703888654708862,8,8
287,5.721856117248535,5.690329551696777,8,8
288,5.70679497718811,5.675762891769409,8,8
289,5.629091501235962,5.738282680511475,8,8
290,5.694798946380615,5.795595645904541,8,8
291,5.73681902885437,5.710719108581543,8,8
292,5.669203758239746,5.7196900844573975,8,8
293,5.712053298950195,5.778628349304199,8,8
294,5.675019264221191,5.759999990463257,8,8
295,5.807612180709839,5.805068254470825,8,8
296,5.706538438796997,5.788139820098877,8,8
297,5.767159938812256,5.827313423156738,8,8
298,5.726805686950684,5.689140558242798,8,8
299,5.586342096328735,5.773569822311401,8,8
300,5.620733022689819,5.691779375076294,8,8
301,5.739690542221069,5.6811137199401855,8,8
302,5.6254706382751465,5.821813344955444,8,8
303,5.590471982955933,5.841296434402466,8,8
304,5.583612442016602,5.739637136459351,8,8
305,5.639154672622681,5.775000095367432,8,8
306,5.724999904632568,5.7488694190979,8,8
307,5.623290300369263,5.603584289550781,8,8
308,5.7042601108551025,5.630000114440918,8,8
309,5.656820774078369,5.558239936828613,8,8
310,5.5511627197265625,5.577102422714233,8,8
311,5.608443737030029,5.5350000858306885,8,8
312,5.576913595199585,5.66100811958313,8,8
313,5.592546701431274,5.629122972488403,8,8
314,5.618160963058472,5.634999990463257,8,8
315,5.653050661087036,5.620000123977661,8,8
316,5.529520750045776,5.597475290298462,8,8
317,5.627118110656738,5.580395698547363,8,8
318,5.567233562469482,5.554911375045776,8,8
319,5.527342796325684,5.575578451156616,8,8
320,5.541482210159302,5.5764055252075195,8,8
321,5.575686931610107,5.679689884185791,8,8
322,5.545607328414917,5.65636682510376,8,8
323,5.6005353927612305,5.610904693603516,8,8
324,5.433780193328857,5.6383702754974365,8,8
325,5.469360113143921,5.594587802886963,8,8
326,5.480221509933472,5.610708951950073,8,8
327,5.466004371643066,5.650218486785889,8,8
328,5.563603639602661,5.549551010131836,8,8
329,5.452857494354248,5.689046621322632,8,8
330,5.451085090637207,5.648078680038452,8,8
331,5.451087236404419,5.646964073181152,8,8
332,5.454705476760864,5.7049643993377686,8,8
333,5.44026780128479,5.563066482543945,8,8
334,5.497090816497803,5.78000020980835,8,8
335,5.414498329162598,5.748005628585815,8,8
336,5.436086177825928,5.6849586963653564,8,8
337,5.42644739151001,5.682211399078369,8,8
338,5.40352463722229,5.798857927322388,8,8
339,5.351560831069946,5.850962162017822,8,8
340,5.45847487449646,5.736455202102661,8,8
341,5.307417869567871,5.746423006057739,8,8
342,5.434999942779541,5.81120753288269,8,8
343,5.363273620605469,5.79962682723999,8,8
344,5.333269357681274,5.815000057220459,8,8
345,5.332767724990845,5.930887222290039,8,8
346,5.442564010620117,5.733837127685547,8,8
347,5.462306976318359,5.753882169723511,8,8
348,5.527423143386841,5.789999961853027,8,8
349,5.532513380050659,5.980055332183838,8,8
350,5.517070531845093,5.775000095367432,8,8
351,5.426965713500977,5.605000019073486,8,8
352,5.460966110229492,5.906875848770142,8,8
353,5.471083164215088,5.7038092613220215,8,8
354,5.500208139419556,5.605000019073486,8,8
355,5.512448310852051,5.609242916107178,8,8
356,5.408585548400879,5.533259153366089,8,8
357,5.465462923049927,5.896765232086182,8,8
358,5.544609308242798,5.920907258987427,8,8
359,5.642337322235107,5.5899999141693115,8,8
360,5.5649542808532715,5.854781866073608,8,8
361,5.658607721328735,6.109500169754028,8,8
362,5.482799768447876,5.532730579376221,8,8
363,5.606551647186279,5.572076082229614,8,8
364,5.503650903701782,5.554317951202393,8,8
365,5.4367969036102295,5.50989031791687,8,8
366,5.614245653152466,5.526458263397217,8,8
367,5.534952402114868,5.589648485183716,8,8
368,5.490509033203125,5.635551452636719,8,8
369,5.465984344482422,5.815931558609009,8,8
370,5.503209114074707,5.7749998569488525,8,8
371,5.561122894287109,5.810603618621826,8,8
372,5.420341968536377,5.805000066757202,8,8
373,5.539189100265503,5.57975959777832,8,8
374,5.568502187728882,5.49538779258728,8,8
375,5.558955907821655,5.418949842453003,8,8
376,5.547688722610474,5.463287591934204,8,8
377,5.573869466781616,5.400463581085205,8,8
378,5.56469988822937,5.535039901733398,8,8
379,5.501469135284424,5.571056365966797,8,8
380,5.465981483459473,5.471653938293457,8,8
381,5.581665992736816,5.517786264419556,8,8
382,5.559233665466309,5.55074405670166,8,8
383,5.504230260848999,5.503409385681152,8,8
384,5.610710859298706,5.629606485366821,8,8
385,5.529584646224976,5.678545236587524,8,8
386,5.516352653503418,5.562513589859009,8,8
387,5.554968357086182,5.692156553268433,8,8
388,5.737687826156616,5.621777772903442,8,8
389,5.470625162124634,5.628580093383789,8,8
390,5.477764129638672,5.634958505630493,8,8
391,5.527641296386719,5.638368606567383,8,8
392,5.627959251403809,5.5320611000061035,8,8
393,5.544723033905029,5.561436891555786,8,8
394,5.6883933544158936,5.773484706878662,8,8
395,5.617653846740723,5.748321056365967,8,8
396,5.5655622482299805,5.68573784828186,8,8
397,5.795316696166992,5.715564250946045,8,8
398,5.647320508956909,5.490697383880615,8,8
399,5.5265586376190186,5.621059417724609,8,8
400,5.751298666000366,5.620100736618042,8,8
