layer,side,wire_number,tension,tension_pass,frequency,zone,confidence,t_sigma,x,y,Gcode,wires,ttf,time
X,B,32,5.80443524765045,True,76.75378337334973,5,0.81023675,0.06645942017189874,6310.0,347.0,X6310.0 Y347.0,"[5.8152369668627895, 5.924049120702066, 5.764782270536301]",7.040025949478149,2025-04-18_10-51-21
X,B,33,5.6718257477429095,True,75.87195008972735,5,0.7410617,0.08090055934762096,6310.0,351.7,X6310.0 Y351.7,"[5.661812723123117, 5.749637000803063, 5.55188330564651]",2.856757164001465,2025-04-18_10-51-23
X,B,34,5.7554987294208635,True,76.42954741925358,5,0.7677655,0.08839954995463056,6310.0,356.5,X6310.0 Y356.5,"[5.768428784511953, 5.708052502628089, 5.918327262684895]",6.384882211685181,2025-04-18_10-51-30
X,B,35,5.963000186779284,True,77.79509548477512,5,0.84222966,0.02673749656802076,6310.0,361.3,X6310.0 Y361.3,"[6.014287026563206, 5.965323624914723, 5.952136230627466]",7.255275011062622,2025-04-18_10-51-37
X,B,36,5.466760937139438,True,74.48774861411863,5,0.66525525,0.07123346217178368,6310.0,366.1,X6310.0 Y366.1,"[5.522700152593266, 5.349544816676788, 5.454746389465753]",2.862837314605713,2025-04-18_10-51-40
X,B,37,5.900974054913664,True,77.3894320222145,5,0.6666382,0.05002047326717749,6310.0,371.2,X6310.0 Y371.2,"[5.926204045358385, 5.807784417703924, 5.894230396754254]",5.067098617553711,2025-04-18_10-51-45
X,B,38,6.00353241815756,True,78.05904555423362,5,0.7009468,0.088930859965304,6310.0,375.7,X6310.0 Y375.7,"[5.991251613481726, 5.838389329862647, 6.049222785747609]",2.193345546722412,2025-04-18_10-51-47
X,B,39,5.853652130672327,True,77.07850127293311,5,0.70547634,0.07093616088786764,6310.0,380.5,X6310.0 Y380.5,"[5.841275654258213, 5.847638027416586, 5.9948342503863]",2.416816473007202,2025-04-18_10-51-50
X,B,40,5.549428739721859,True,75.04883348325593,5,0.811919,0.07595853306303764,6310.0,385.3,X6310.0 Y385.3,"[5.408895526656532, 5.538784569025165, 5.589210199341651]",3.7351975440979004,2025-04-18_10-51-53
X,B,41,5.831189661931688,True,76.93047081694581,5,0.7430568,0.04413563708409225,6310.0,390.1,X6310.0 Y390.1,"[5.8205332120599085, 5.830077754614335, 5.9185657179189315]",5.285437822341919,2025-04-18_10-51-59
X,B,42,6.02825517365148,True,78.21960535984059,5,0.825751,0.0928443967649829,6310.0,394.9,X6310.0 Y394.9,"[6.017004024901023, 6.072361621535589, 5.853653973514722]",2.203962802886963,2025-04-18_10-52-01
X,B,43,5.64941177383282,True,75.72188594660842,5,0.7170729,0.09394328783912932,6310.0,399.7,X6310.0 Y399.7,"[5.624111107268627, 5.8346992712014325, 5.649071479662571]",2.6301333904266357,2025-04-18_10-52-03
X,B,44,5.765800834955432,True,76.49791970710127,5,0.64242744,0.027898355332007265,6310.0,404.1,X6310.0 Y404.1,"[5.784580328341349, 5.717238028950515, 5.760968655302582]",9.692739009857178,2025-04-18_10-52-13
X,B,45,5.8310057696042294,True,76.92925776817813,5,0.7134326,0.038095773538651005,6310.0,409.6,X6310.0 Y409.6,"[5.832614499324647, 5.839442673976151, 5.75543188789677]",9.88672924041748,2025-04-18_10-52-23
X,B,46,5.840052380148117,True,76.98891122555116,5,0.8205762,0.07276240126867785,6310.0,414.0,X6310.0 Y414.0,"[5.849215355565482, 5.949272166578021, 5.771509162782059]",2.414036512374878,2025-04-18_10-52-25
X,B,47,5.678262744386993,True,75.91499169747084,5,0.7649396,0.09740932397830314,6310.0,418.8,X6310.0 Y418.8,"[5.6937906264254075, 5.835026606411896, 5.597861649293647]",2.6410250663757324,2025-04-18_10-52-28
X,B,48,5.729756133731865,True,76.25843280643558,5,0.7004402,0.09733991721458729,6310.0,423.5,X6310.0 Y423.5,"[5.765270251710703, 5.72371587383559, 5.541164036476847]",9.245792388916016,2025-04-18_10-52-37
X,B,49,5.743393012171738,True,76.3491268019522,5,0.75146884,0.04860171881274994,6310.0,428.4,X6310.0 Y428.4,"[5.834585239563311, 5.719965083763372, 5.749414136282183]",3.988699436187744,2025-04-18_10-52-41
X,B,50,5.5829426907413655,True,75.27510875099448,5,0.77744746,0.07995745640170962,6310.0,433.1,X6310.0 Y433.1,"[5.735611958134793, 5.590843316979245, 5.548987070517447]",6.786298751831055,2025-04-18_10-52-48
X,B,51,5.999130943954219,True,78.03042591438985,5,0.8116445,0.03760774744790982,6310.0,438.0,X6310.0 Y438.0,"[6.0129610187462905, 5.926330669841234, 5.996773855516797]",2.204669952392578,2025-04-18_10-52-50
X,B,52,5.465027514126367,True,74.47593823717646,5,0.55938834,0.09063866817461469,6310.0,442.6,X6310.0 Y442.6,"[5.570478799526906, 5.348479121368898, 5.461981745179249]",10.776409149169922,2025-04-18_10-53-01
X,B,53,5.620312713204311,True,75.52661955955169,5,0.85510105,0.0767819191020137,6310.0,447.6,X6310.0 Y447.6,"[5.626382274421106, 5.539058758462449, 5.726979092009785]",4.827112197875977,2025-04-18_10-53-06
X,B,54,5.837110396946637,True,76.96951682620569,5,0.76859766,0.08277950767231833,6310.0,452.4,X6310.0 Y452.4,"[5.839111214427747, 5.811932286503968, 5.99953896345011]",3.968439817428589,2025-04-18_10-53-10
X,B,55,5.593097371350027,True,75.34353569538807,5,0.63098407,0.07279548773675823,6310.0,460.0,X6310.0 Y460.0,"[5.535836789793074, 5.712786059823032, 5.605257802222175]",14.61233639717102,2025-04-18_10-53-25
X,B,56,6.0940086043610835,True,78.64504010757088,5,0.76262873,0.07538641127292614,6310.0,462.2,X6310.0 Y462.2,"[5.9802278177821275, 6.084033776347318, 6.164389035921589]",4.530592918395996,2025-04-18_10-53-29
X,B,57,5.8977172150742945,True,77.36807285595631,5,0.67985725,0.04624866187661574,6310.0,466.8,X6310.0 Y466.8,"[5.903624396018547, 5.9037347653615875, 5.805571399949851]",5.549219131469727,2025-04-18_10-53-35
X,B,58,5.751983003203909,True,76.40620049284318,5,0.8110191,0.049832907491463366,6310.0,471.5,X6310.0 Y471.5,"[5.704473620072815, 5.7581054409062, 5.826250863969557]",3.4710681438446045,2025-04-18_10-53-38
X,B,59,5.619945907189824,True,75.52415492175027,5,0.7035758,0.07657981705695709,6310.0,473.3,X6310.0 Y473.3,"[5.672483465999488, 5.487467176351215, 5.606749135541938]",13.697182893753052,2025-04-18_10-53-52
X,B,60,5.745057137063705,True,76.36018692617444,5,0.7721525,0.07522927047734984,6310.0,481.1,X6310.0 Y481.1,"[5.767891998598789, 5.5974805443395415, 5.74341061837739]",2.1433002948760986,2025-04-18_10-53-54
X,B,61,5.648332586115437,True,75.71465315534816,5,0.6508208,0.08301568567477327,6310.0,486.3,X6310.0 Y486.3,"[5.76067911629403, 5.653422498673335, 5.55743719918329]",6.436729669570923,2025-04-18_10-54-00
X,B,62,5.833088641556294,True,76.94299634888395,5,0.68369216,0.02799637257687544,6310.0,490.8,X6310.0 Y490.8,"[5.7808797028180345, 5.84710828231713, 5.829402347175829]",6.764856338500977,2025-04-18_10-54-07
X,B,63,5.897988840465833,True,77.36985446826095,5,0.76848763,0.05533512074887622,6310.0,495.6,X6310.0 Y495.6,"[5.930618654418423, 5.889169142265264, 5.798133692525927]",4.65486478805542,2025-04-18_10-54-12
X,B,64,5.956675494608529,True,77.75382762012535,5,0.8136411,0.02274463674672476,6310.0,500.2,X6310.0 Y500.2,"[5.960550467414541, 5.93928891837021, 5.9945167012282345]",3.701655149459839,2025-04-18_10-54-15
X,B,65,5.8452882006359195,True,77.02341518069352,5,0.79715014,0.04777383250400249,6310.0,505.1,X6310.0 Y505.1,"[5.808357869492087, 5.9244017963780236, 5.853307683180299]",2.205122947692871,2025-04-18_10-54-18
X,B,66,6.1552979371585215,True,79.03952948202789,5,0.7513244,0.05611473210355919,6310.0,510.0,X6310.0 Y510.0,"[6.117485846083069, 6.164920724494803, 6.2529276490073835]",4.617661476135254,2025-04-18_10-54-22
X,B,67,6.134164196085862,True,78.90372474661216,5,0.6508147,0.06279622606327419,6310.0,514.5,X6310.0 Y514.5,"[6.195721914572212, 6.042174759985577, 6.126860386559273]",5.938884973526001,2025-04-18_10-54-28
