layer,side,wire_number,tension,tension_pass,frequency,zone,confidence,t_sigma,x,y,Gcode,wires,ttf,time
X,A,600,3.734178107220191,False,61.562652113073604,2,0.77986765,0.07869707186266717,3000.0,1300.0,X3000.0 Y1300.0,"[3.866230664527141, 3.750796675525164, 3.8839632501699586, 3.682985085708946, 3.730034132649329]",6.645065546035767,2025-05-28_15-01-28
X,A,480,3.754945334288129,False,61.733601773828966,2,0.807382,0.0984004131829881,3000.0,1300.0,X3000.0 Y1300.0,"[3.8009866327200763, 3.678399982205944, 3.957140844535287, 3.7031085315469046, 3.8087684957665906]",2.252279281616211,2025-05-28_15-01-42
X,A,479,3.578038742722348,False,60.26183140485035,2,0.76871526,0.09685825610827486,3000.0,1300.0,X3000.0 Y1300.0,"[3.6220643232515664, 3.603649154163313, 3.520857187506688, 3.3515865030087246, 3.5634603941670426]",1.5988683700561523,2025-05-28_15-01-43
X,A,478,3.3635145341202435,False,58.42738658150939,2,0.753133,0.07800030560260743,3000.0,1300.0,X3000.0 Y1300.0,"[3.4118405261671656, 3.3299694076167317, 3.4253710644463937, 3.220228686927365, 3.278725691795558]",4.334690093994141,2025-05-28_15-01-48
X,A,477,3.865310318622866,False,62.63426562444452,2,0.82713145,0.0566369731559541,3000.0,1300.0,X3000.0 Y1300.0,"[3.8835572048019147, 3.745492843251209, 3.773976490299258, 3.8803741631991415, 3.850167131188015]",3.6402368545532227,2025-05-28_15-01-51
X,A,476,3.6382680323371077,False,60.766909853383886,2,0.75753057,0.04627282522223691,3000.0,1300.0,X3000.0 Y1300.0,"[3.623665885112377, 3.63288633001704, 3.7277565968727564, 3.6469606203394838, 3.7277157363465325]",1.68756103515625,2025-05-28_15-01-53
X,A,475,3.5016727228126463,False,59.615279340525476,2,0.8181883,0.08668653910964476,3000.0,1300.0,X3000.0 Y1300.0,"[3.4782095844558656, 3.6846914084047953, 3.5183714986628782, 3.4347341916930443, 3.575829703361508]",6.468454360961914,2025-05-28_15-02-00
X,A,474,4.836856553271448,True,70.065045852953,2,0.77401215,0.09336673727811194,3000.0,1300.0,X3000.0 Y1300.0,"[4.765420928204719, 4.896615281521693, 4.885916170003743, 4.639718611631942, 4.802256604021255]",3.7779552936553955,2025-05-28_15-02-03
X,A,473,3.6596944582157858,False,60.94558090609005,2,0.7801578,0.04964876840782751,3000.0,1300.0,X3000.0 Y1300.0,"[3.773812556468114, 3.632454696330394, 3.696342990426442, 3.6615050099083564, 3.6532625872152935]",2.821781635284424,2025-05-28_15-02-06
X,A,472,3.817677945411096,False,62.247147031363056,2,0.81132734,0.05625004800506267,3000.0,1300.0,X3000.0 Y1300.0,"[3.785074647799258, 3.7927369471198946, 3.8475979120543724, 3.7038484069794784, 3.8635951806848228]",2.4461398124694824,2025-05-28_15-02-09
X,A,471,3.8691553891270694,False,62.66541102859115,2,0.79916126,0.054863967435463436,3000.0,1300.0,X3000.0 Y1300.0,"[3.8892354723975866, 3.865311834094997, 3.7418735266919554, 3.8219588731086325, 3.8850952544440323]",8.861907243728638,2025-05-28_15-02-17
X,A,470,4.132137534454396,True,64.76005229806285,2,0.8168684,0.051981685986970116,3000.0,1300.0,X3000.0 Y1300.0,"[4.186856398006234, 4.128401877599511, 4.2077732479603105, 4.063347685600409, 4.113322908370789]",2.089745044708252,2025-05-28_15-02-20
X,A,469,3.477680677489703,False,59.41069841979988,2,0.7899588,0.08524731970822182,3000.0,1300.0,X3000.0 Y1300.0,"[3.5450896770760347, 3.3740617115868305, 3.3075480470576126, 3.459687220075651, 3.4954838593809474]",2.3365375995635986,2025-05-28_15-02-22
X,A,468,3.642631556930962,False,60.80333906190077,2,0.8230818,0.08947428897014087,3000.0,1300.0,X3000.0 Y1300.0,"[3.6169989762637185, 3.789434416644496, 3.6818696288180073, 3.817919075158667, 3.5955606677719483]",3.976613998413086,2025-05-28_15-02-26
X,A,467,3.803368089936651,False,62.130376580976275,2,0.791299,0.08460947362076704,3000.0,1300.0,X3000.0 Y1300.0,"[3.6131017897140207, 3.8103846596946416, 3.8645472708018174, 3.7934435180337793, 3.761883541574588]",3.024506092071533,2025-05-28_15-02-29
X,A,466,4.734903396879369,True,69.32268383316602,2,0.77186173,0.06309584928616259,3000.0,1300.0,X3000.0 Y1300.0,"[4.833495456477989, 4.788191023394333, 4.649878249403147, 4.715197234113257, 4.72786233995812]",5.670045614242554,2025-05-28_15-02-35
X,A,465,3.6577874733848574,False,60.92970014831337,2,0.83073676,0.0834859086998091,3000.0,1300.0,X3000.0 Y1300.0,"[3.797008856219931, 3.839930061435446, 3.64568683410315, 3.6592106520074195, 3.646900893122752]",4.287356615066528,2025-05-28_15-02-39
X,A,464,3.81091943905428,False,62.192023982460555,2,0.8116164,0.0654533437873833,3000.0,1300.0,X3000.0 Y1300.0,"[3.8291440709169127, 3.819067863834474, 3.8009866327200763, 3.6927755808428504, 3.6762264267355254]",2.45902681350708,2025-05-28_15-02-41
X,A,600,4.785824031267752,True,69.69444592358407,2,0.84347796,0.017009706491298182,3000.0,1300.0,X3000.0 Y1300.0,"[4.768846465353908, 4.802865878336505]",3.5899429321289062,2025-05-28_15-05-01
X,A,1,3.440009821329515,False,59.08804866034808,2,0.7503082,0.08908928931103266,3000.0,1300.0,X3000.0 Y1300.0,"[3.3515865030087246, 3.52976508163079]",0.6511991024017334,2025-05-28_15-05-25
X,A,3,3.649781572873603,False,60.86298436351484,2,0.7098614,0.07695119361502156,3000.0,1300.0,X3000.0 Y1300.0,"[3.727215391263183, 3.57331300403314]",0.5737996101379395,2025-05-28_15-05-25
X,A,321,4.110480773087583,True,64.5901238464728,2,0.75257325,0.05007617272728826,3000.0,1300.0,X3000.0 Y1300.0,"[4.060607238623339, 4.1607595840779155]",0.4328653812408447,2025-05-28_15-05-26
