layer,side,wire_number,tension,tension_pass,zone,frequency,confidence,x,y,Gcode,f_sigma,time
V,B,1146,4.053446761064802,True,5,1564.1915808286817,0.8812415,6983.5,202.3,X6983.5 Y202.3,2.193637799165241,2025-01-22_13-50-58
V,B,1145,4.443678989713414,True,5,1376.6639795123124,0.81382936,6975.5,202.3,X6975.5 Y202.3,8.443871766124401,2025-01-22_13-51-00
V,B,1144,4.884668156535833,True,5,1246.6279290382079,0.9272632,6967.5,202.3,X6967.5 Y202.3,2.69609458786531,2025-01-22_13-51-03
V,B,1143,4.60699037354255,True,5,1064.1517390090269,0.89566463,6959.5,202.3,X6959.5 Y202.3,1.2800272536411157,2025-01-22_13-51-06
V,B,1142,4.6080363409884635,True,5,950.4093155087113,0.7682472,6951.5,202.3,X6951.5 Y202.3,6.173632686411011,2025-01-22_13-51-08
V,B,1141,4.48736311131452,True,5,846.4041320067864,0.8055055,6943.5,202.3,X6943.5 Y202.3,2.1326800958528325,2025-01-22_13-51-11
V,B,1140,4.708125024673389,True,5,790.6368272083473,0.87251264,6935.5,202.3,X6935.5 Y202.3,0.6029624394132975,2025-01-22_13-51-13
V,B,1139,4.607988447670404,True,5,718.2924165536324,0.8648631,6927.5,202.3,X6927.5 Y202.3,0.8726165667869303,2025-01-22_13-51-15
V,B,1138,5.085257186158661,True,5,698.1252979424801,0.89356154,6919.5,202.3,X6919.5 Y202.3,1.1241788238184165,2025-01-22_13-51-18
V,B,1137,5.194501636985282,True,5,656.0080383227854,0.87314826,6911.5,202.3,X6911.5 Y202.3,0.9278665696317636,2025-01-22_13-51-22
V,B,1136,4.792075327095751,True,5,589.1105172006444,0.79475415,6903.5,202.3,X6903.5 Y202.3,144.27642547606072,2025-01-22_13-51-24
V,B,1135,5.109587908443829,True,5,570.815302369981,0.9148363,6895.5,202.3,X6895.5 Y202.3,138.7723979020256,2025-01-22_13-51-27
V,B,1134,5.4408889285295885,True,5,555.1540980407295,0.90521055,6887.5,202.3,X6887.5 Y202.3,1.216478083503567,2025-01-22_13-51-29
V,B,1133,5.44285175796974,True,5,524.7660575615214,0.91856825,6879.5,202.3,X6879.5 Y202.3,0.6075271592365832,2025-01-22_13-51-32
V,B,1132,5.569176607261554,True,5,503.45607841956263,0.88068044,6871.5,202.3,X6871.5 Y202.3,0.5809102723035537,2025-01-22_13-51-34
V,B,1131,5.330834125703369,True,5,468.18317157113654,0.89611834,6863.5,202.3,X6863.5 Y202.3,0.5032982999508319,2025-01-22_13-51-40
V,B,1130,5.657983476143949,True,5,459.8048669659466,0.88163656,6855.5,202.3,X6855.5 Y202.3,1.8367035753019079,2025-01-22_13-51-42
V,B,1129,5.625746916774477,True,5,437.8327551191812,0.8800785,6847.5,202.3,X6847.5 Y202.3,0.7699043475515397,2025-01-22_13-51-45
V,B,1128,5.543427327431503,True,5,416.05878808869187,0.8277135,6839.5,202.3,X6839.5 Y202.3,0.6634739169015594,2025-01-22_13-51-47
V,B,1127,5.037612927336956,True,5,380.22131688409326,0.827224,6831.5,202.3,X6831.5 Y202.3,1.5359457123754403,2025-01-22_13-51-49
V,B,1126,5.241584325275422,True,5,372.5902284297721,0.928575,6925.7,275.8,X6925.7 Y275.8,0.1677148752195459,2025-01-22_13-51-54
V,B,1125,5.144610007807932,True,5,355.023438948821,0.89320815,6917.7,275.8,X6917.7 Y275.8,0.13875162550329287,2025-01-22_13-51-56
V,B,1124,5.212224811161151,True,5,344.1973322733084,0.7949845,6909.7,275.8,X6909.7 Y275.8,1.5496509052637941,2025-01-22_13-51-58
V,B,1123,5.15345566698027,True,5,330.2210189173412,0.8937301,6901.7,275.8,X6901.7 Y275.8,3.2045884774326594,2025-01-22_13-52-00
V,B,1122,5.401305781900606,True,5,326.47566016793354,0.8951345,6893.7,275.8,X6893.7 Y275.8,0.10598634255565545,2025-01-22_13-52-02
V,B,1121,5.547877851980072,True,5,320.0127782284984,0.9201,6885.7,275.8,X6885.7 Y275.8,0.191700172048553,2025-01-22_13-52-04
V,B,1120,5.3109391092272515,True,5,303.053638157435,0.84621245,6877.7,275.8,X6877.7 Y275.8,0.03472760198190134,2025-01-22_13-52-07
V,B,1119,5.2882560884927985,True,5,293.0922089677802,0.9063778,6869.7,275.8,X6869.7 Y275.8,0.4315840758358766,2025-01-22_13-52-09
V,B,1118,5.484490401710905,True,5,289.47437195916797,0.8775141,6861.7,275.8,X6861.7 Y275.8,1.335769431199106,2025-01-22_13-52-11
V,B,1117,5.521625301858721,True,5,282.0288162799454,0.8830372,6853.7,275.8,X6853.7 Y275.8,0.8741798203120488,2025-01-22_13-52-13
V,B,1116,5.723017312010635,True,5,278.95308101280284,0.845888,6845.7,275.8,X6845.7 Y275.8,0.5132400812537645,2025-01-22_13-52-16
V,B,1115,5.435101776319313,True,5,264.39579315186785,0.8167852,6837.7,275.8,X6837.7 Y275.8,0.06818130149839369,2025-01-22_13-52-17
V,B,1114,5.4033111260095374,True,5,256.5197774992566,0.8486592,6829.7,275.8,X6829.7 Y275.8,0.11236547597022618,2025-01-22_13-52-20
V,B,1113,5.423194838249802,True,5,250.31622978918995,0.87895095,6821.7,275.8,X6821.7 Y275.8,0.45327361100597474,2025-01-22_13-52-22
V,B,1112,5.42479402706819,True,5,243.95205918806556,0.8252792,6813.7,275.8,X6813.7 Y275.8,0.3590780753363133,2025-01-22_13-52-24
V,B,1111,5.272477890379063,True,5,234.5660136288731,0.89960814,6805.7,275.8,X6805.7 Y275.8,2.3565660400312116,2025-01-22_13-52-26
V,B,1110,5.175091355801212,True,5,226.7355041371406,0.8674353,6797.7,275.8,X6797.7 Y275.8,0.06295019789177762,2025-01-22_13-52-28
V,B,1109,5.411760021404337,True,5,226.4091503480523,0.8583192,6789.7,275.8,X6789.7 Y275.8,0.1421486307372659,2025-01-22_13-52-30
V,B,1108,5.177102170560159,True,5,216.30707628059744,0.85224354,6781.7,275.8,X6781.7 Y275.8,0.7844459692615673,2025-01-22_13-52-32
V,B,1107,5.303706242386402,True,5,214.01942814266076,0.81686366,6773.7,275.8,X6773.7 Y275.8,0.6577382092265561,2025-01-22_13-52-34
V,B,1106,5.330901956107879,True,5,209.8078199333413,0.8772581,6765.7,275.8,X6765.7 Y275.8,0.07200155418162146,2025-01-22_13-52-36
V,B,1105,5.576889120751168,True,5,209.9830033697382,0.7792449,6757.7,275.8,X6757.7 Y275.8,0.18084424740326419,2025-01-22_13-52-38
V,B,1104,5.419341656635681,True,5,202.59818922911646,0.8654222,6749.7,275.8,X6749.7 Y275.8,0.5425885965506412,2025-01-22_13-52-40
V,B,1103,5.532309778738101,True,5,200.48275318734338,0.8726594,6741.7,275.8,X6741.7 Y275.8,0.055700639636213516,2025-01-22_13-52-43
V,B,1102,5.300714329664905,True,5,192.24157090142162,0.85196745,6733.7,275.8,X6733.7 Y275.8,0.4965773164421946,2025-01-22_13-52-45
V,B,1101,5.381642694212128,True,5,189.87246192518066,0.82559884,6725.7,275.8,X6725.7 Y275.8,0.6987338598441332,2025-01-22_13-52-47
V,B,1100,5.502365863252054,True,5,188.22950703421736,0.8345801,6717.7,275.8,X6717.7 Y275.8,0.06584736890218121,2025-01-22_13-52-49
V,B,1099,3.7148293374865773,True,5,151.7196350447921,0.8338092,6709.7,275.8,X6709.7 Y275.8,0.48727380219125566,2025-01-22_13-52-51
V,B,1098,6.063056173717516,True,5,190.17437080309884,0.8298091,6701.7,275.8,X6701.7 Y275.8,0.1418527449306859,2025-01-22_13-52-53
V,B,1097,5.445018171811782,True,5,176.88625819502087,0.8725052,6693.7,275.8,X6693.7 Y275.8,1.1195173219912748,2025-01-22_13-52-55
V,B,1096,5.4366836763923505,True,5,173.5713910381674,0.7630746,6685.7,275.8,X6685.7 Y275.8,0.25873994031102876,2025-01-22_13-52-57
V,B,1095,3.364296560203795,True,5,134.10259449175376,0.8203266,6677.7,275.8,X6677.7 Y275.8,0.06573787016359214,2025-01-22_13-52-59
V,B,1094,5.41394502292083,True,5,167.16339573528913,0.83908415,6669.7,275.8,X6669.7 Y275.8,0.18319324886923155,2025-01-22_13-53-01
V,B,1093,5.700045347562518,True,5,168.56714625470994,0.788558,6661.7,275.8,X6661.7 Y275.8,0.5451381892850667,2025-01-22_13-53-03
V,B,1092,5.525943255708706,True,5,163.18861938715034,0.830158,6653.7,275.8,X6653.7 Y275.8,0.6195730270930806,2025-01-22_13-53-05
V,B,1091,5.88553523181674,True,5,165.6081248992483,0.88045406,6645.7,275.8,X6645.7 Y275.8,0.09121132523203,2025-01-22_13-53-07
V,B,1090,5.4960541881743925,True,5,157.437680860084,0.886369,6637.7,275.8,X6637.7 Y275.8,0.24294031483567505,2025-01-22_13-53-09
V,B,1089,5.508699943113926,True,5,155.0764622253341,0.8726349,6629.7,275.8,X6629.7 Y275.8,0.16539320135532995,2025-01-22_13-53-11
V,B,1088,5.723173232223374,True,5,155.58242974955115,0.8678745,6621.7,275.8,X6621.7 Y275.8,0.6464058219619702,2025-01-22_13-53-13
V,B,1087,5.697647247245656,True,5,152.80915352622503,0.8076408,6613.7,275.8,X6613.7 Y275.8,0.5698882877376151,2025-01-22_13-53-15
V,B,1086,5.538812661457701,True,5,148.36894108380298,0.9107261,6605.7,275.8,X6605.7 Y275.8,0.16852111900421354,2025-01-22_13-53-17
V,B,1085,5.407405113997737,True,5,144.37649290281385,0.85317224,6597.7,275.8,X6597.7 Y275.8,0.3893085575628711,2025-01-22_13-53-19
V,B,1084,5.610887135760765,True,5,144.89401551353868,0.91022795,6589.7,275.8,X6589.7 Y275.8,0.20136687933628777,2025-01-22_13-53-22
V,B,1083,5.5535495356342,True,5,142.03095494812706,0.86312205,6581.7,275.8,X6581.7 Y275.8,0.17957318835909955,2025-01-22_13-53-24
V,B,1082,5.432871662192585,True,5,138.46277476620224,0.82087386,6573.7,275.8,X6573.7 Y275.8,0.3568540040776596,2025-01-22_13-53-26
V,B,1081,5.580930202615932,True,5,138.3308414452662,0.86823356,6565.7,275.8,X6565.7 Y275.8,0.29445600390045873,2025-01-22_13-53-28
V,B,1080,5.199487755246601,True,5,131.65700986220727,0.88199025,6557.7,275.8,X6557.7 Y275.8,0.44719147142232424,2025-01-22_13-53-30
V,B,1079,5.18102805970808,True,5,129.5964896929932,0.86998415,6549.7,275.8,X6549.7 Y275.8,0.3435236082529662,2025-01-22_13-53-33
V,B,1078,5.719170995504384,True,5,134.31280101311702,0.86659104,6541.7,275.8,X6541.7 Y275.8,0.11847606990118717,2025-01-22_13-53-35
V,B,1077,5.345630955885647,True,5,128.0963089636005,0.8539083,6533.7,275.8,X6533.7 Y275.8,0.17760051250002365,2025-01-22_13-53-37
V,B,1076,5.389558446618823,True,5,126.92231194099033,0.8258185,6525.7,275.8,X6525.7 Y275.8,0.29018520211393106,2025-01-22_13-53-39
V,B,1075,5.419983512333607,True,5,125.60376070677839,0.84441656,6517.7,275.8,X6517.7 Y275.8,0.3419003983608897,2025-01-22_13-53-42
V,B,1074,5.655509540220012,True,5,126.65261828004633,0.8222872,6509.7,275.8,X6509.7 Y275.8,0.686054746728821,2025-01-22_13-53-44
V,B,1073,5.666094708749981,True,5,125.14413205446738,0.81736064,6501.7,275.8,X6501.7 Y275.8,0.3231590221065689,2025-01-22_13-53-46
V,B,1072,5.553181499719785,True,5,122.32108372485526,0.90367675,6493.7,275.8,X6493.7 Y275.8,0.11137814443177113,2025-01-22_13-53-48
V,B,1071,5.333996983168386,True,5,118.39768442543568,0.854894,6485.7,275.8,X6485.7 Y275.8,0.0552217895477395,2025-01-22_13-53-50
V,B,1070,5.583059000308422,True,5,119.63322297028705,0.8932336,6477.7,275.8,X6477.7 Y275.8,0.19231263876911223,2025-01-22_13-53-53
V,B,1069,5.374584008211235,True,5,115.95965060709104,0.86948615,6469.7,275.8,X6469.7 Y275.8,0.38590925723826475,2025-01-22_13-53-55
V,B,1068,5.483135137586737,True,5,115.71196047283364,0.8645067,6461.7,275.8,X6461.7 Y275.8,0.15775214827690576,2025-01-22_13-53-58
V,B,1067,5.548026750470836,True,5,115.02118743624064,0.85386384,6453.7,275.8,X6453.7 Y275.8,0.3830024502250689,2025-01-22_13-54-00
V,B,1066,5.481262075485792,True,5,112.980228921193,0.847306,6445.7,275.8,X6445.7 Y275.8,0.2682732879860236,2025-01-22_13-54-02
V,B,1065,5.447868243846443,True,5,111.33722882870782,0.89387864,6437.7,275.8,X6437.7 Y275.8,0.6827814813914473,2025-01-22_13-54-04
V,B,1064,5.60412443645135,True,5,111.62286048273297,0.8983951,6429.7,275.8,X6429.7 Y275.8,0.10327976492751864,2025-01-22_13-54-06
V,B,1063,5.377670391417032,True,5,108.11251477459948,0.8841263,6421.7,275.8,X6421.7 Y275.8,0.4343147513601268,2025-01-22_13-54-08
V,B,1062,5.452773341685686,True,5,107.63982313118369,0.8684765,6413.7,275.8,X6413.7 Y275.8,0.1603680674891485,2025-01-22_13-54-11
V,B,1061,5.640773900439395,True,5,108.27365118639327,0.8005377,6405.7,275.8,X6405.7 Y275.8,0.31605721260372593,2025-01-22_13-54-14
V,B,1060,5.741920552313512,True,5,108.03777519279355,0.8581275,6397.7,275.8,X6397.7 Y275.8,0.4294234446928135,2025-01-22_13-54-16
V,B,1059,5.540407545864955,True,5,104.98128281826314,0.8498152,6389.7,275.8,X6389.7 Y275.8,0.4882129725880912,2025-01-22_13-54-18
V,B,1058,5.848238663708528,True,5,106.69663884610618,0.89394677,6381.7,275.8,X6381.7 Y275.8,0.2539894224718904,2025-01-22_13-54-21
V,B,1057,5.458451059567179,True,5,101.99225801197008,0.8578369,6373.7,275.8,X6373.7 Y275.8,0.33267847118774746,2025-01-22_13-54-24
V,B,1056,5.519508674597118,True,5,101.47967821116427,0.8000003,6365.7,275.8,X6365.7 Y275.8,0.23647826041797976,2025-01-22_13-54-29
V,B,1055,5.450156376639792,True,5,99.79844890821964,0.8406949,6357.7,275.8,X6357.7 Y275.8,0.4058894203612403,2025-01-22_13-54-32
V,B,1054,5.420469381057624,True,5,98.49841305604907,0.8683832,6349.7,275.8,X6349.7 Y275.8,0.3655632006299644,2025-01-22_13-54-34
V,B,1053,5.641674417097798,True,5,99.47121878448897,0.8739917,6341.7,275.8,X6341.7 Y275.8,0.30549674091514456,2025-01-22_13-54-37
V,B,1052,5.383560172846232,True,5,96.1857958285054,0.88391304,6333.7,275.8,X6333.7 Y275.8,0.2304057496756074,2025-01-22_13-54-40
V,B,1051,5.46655101584432,True,5,95.96304360763244,0.82319605,6325.7,275.8,X6325.7 Y275.8,0.2959590227934953,2025-01-22_13-54-44
V,B,1050,5.642568764044541,True,5,96.52862040590892,0.8678919,6317.7,275.8,X6317.7 Y275.8,0.10901127955862783,2025-01-22_13-54-49
V,B,1049,5.773189408620792,True,5,96.69004435225405,0.88004386,6309.7,275.8,X6309.7 Y275.8,0.2955754705747371,2025-01-22_13-54-53
V,B,1048,5.605958619106468,True,5,94.35249300129983,0.86325246,6301.7,275.8,X6301.7 Y275.8,0.37881629464561195,2025-01-22_13-54-55
V,B,1047,5.628968056578465,True,5,93.63506295723084,0.85528344,6293.7,275.8,X6293.7 Y275.8,0.14015106837519486,2025-01-22_13-55-00
V,B,1046,5.606691147710081,True,5,92.56680695722291,0.7808658,6285.7,275.8,X6285.7 Y275.8,0.07758595709623807,2025-01-22_13-55-03
V,B,1045,5.314323845694206,True,5,89.26909148083378,0.79590505,6277.7,275.8,X6277.7 Y275.8,0.33212599920591496,2025-01-22_13-55-09
V,B,1044,5.386884400940841,True,5,89.04324231944213,0.8170482,6269.7,275.8,X6269.7 Y275.8,0.24030038287588407,2025-01-22_13-55-16
V,B,1043,5.573978171533449,True,5,89.7359412948476,0.8239715,6261.7,275.8,X6261.7 Y275.8,0.6441085679867926,2025-01-22_13-55-19
V,B,1042,5.280369787737906,True,5,86.54566757811823,0.77066714,6253.7,275.8,X6253.7 Y275.8,0.17028463552559991,2025-01-22_13-55-22
V,B,1041,5.299222233257227,True,5,85.91017619610432,0.731284,6245.7,275.8,X6245.7 Y275.8,0.41435411431557223,2025-01-22_13-55-26
V,B,1040,5.228567167558039,True,5,84.5728410526366,0.82646847,6237.7,275.8,X6237.7 Y275.8,0.3500913120270403,2025-01-22_13-55-34
V,B,1039,5.469422920045895,True,5,85.72486234094474,0.75817424,6229.7,275.8,X6229.7 Y275.8,0.46548546722725703,2025-01-22_13-55-40
V,B,1038,5.765959486411388,True,5,87.24528897575688,0.7688636,6221.7,275.8,X6221.7 Y275.8,0.20588007937466396,2025-01-22_13-55-43
V,B,1037,5.433377040973108,True,5,83.94719196028271,0.7345043,6213.7,275.8,X6213.7 Y275.8,0.5911281571554653,2025-01-22_13-55-48
V,B,1036,5.487745652190292,True,5,83.63828094555458,0.8271136,6205.7,275.8,X6205.7 Y275.8,0.24301822547152738,2025-01-22_13-55-50
V,B,1035,5.499317213145077,True,5,83.0029978434787,0.80227387,6197.7,275.8,X6197.7 Y275.8,0.08720082404207095,2025-01-22_13-55-54
V,B,1034,5.593612273211072,True,5,83.00167505542655,0.81353974,6189.7,275.8,X6189.7 Y275.8,0.11954290931658658,2025-01-22_13-56-02
V,B,1033,5.672137324078403,True,5,82.87228256541475,0.8063396,6181.7,275.8,X6181.7 Y275.8,0.21649058945250751,2025-01-22_13-56-10
V,B,1032,5.676625734672681,True,5,82.21377783231479,0.86720955,6173.7,275.8,X6173.7 Y275.8,0.062279974829588025,2025-01-22_13-56-15
V,B,1031,5.647742447824031,True,5,81.31937073187827,0.8136976,6165.7,275.8,X6165.7 Y275.8,0.258416340400584,2025-01-22_13-56-18
V,B,1030,5.6099289478413885,True,5,80.38203289114901,0.71422577,6157.7,275.8,X6157.7 Y275.8,0.33186264987072717,2025-01-22_13-56-25
V,B,1029,5.540452457153829,True,5,79.22638174915564,0.7582428,6149.7,275.8,X6149.7 Y275.8,0.2099191951047343,2025-01-22_13-56-39
V,B,1028,5.536007778108201,True,5,78.55566776237627,0.7712874,6141.7,275.8,X6141.7 Y275.8,0.118053544708871,2025-01-22_13-56-55
V,B,1027,5.542536502548904,True,5,77.96653546653728,0.8044176,6133.7,275.8,X6133.7 Y275.8,0.10687684925807914,2025-01-22_13-57-00
V,B,1026,5.624717757169642,True,5,77.91887342225269,0.78835386,6125.7,275.8,X6125.7 Y275.8,0.16600688273207512,2025-01-22_13-57-05
V,B,1025,5.34610097134077,True,5,75.36013846171127,0.73143,6117.7,275.8,X6117.7 Y275.8,0.38253952514377376,2025-01-22_13-57-13
V,B,1024,5.427322041105228,True,5,75.33708958290028,0.7598072,6109.7,275.8,X6109.7 Y275.8,0.38829836394009204,2025-01-22_13-57-16
V,B,1023,5.8599402421291025,True,5,77.66900294238441,0.78976226,6101.7,275.8,X6101.7 Y275.8,0.16926173864400176,2025-01-22_13-57-26
V,B,1022,5.540627161014002,True,5,74.9363155647154,0.7993608,6093.7,275.8,X6093.7 Y275.8,0.10274423155677037,2025-01-22_13-57-36
V,B,1021,5.61874585215636,True,5,74.88664314150517,0.8486406,6085.7,275.8,X6085.7 Y275.8,0.07754045927285286,2025-01-22_13-57-47
V,B,1020,5.380630440977044,True,5,72.72182774360616,0.80015475,6077.7,275.8,X6077.7 Y275.8,0.13542185124043457,2025-01-22_13-57-52
V,B,1019,5.474014654755406,True,5,72.79867445263557,0.78546757,6069.7,275.8,X6069.7 Y275.8,0.5498836019061297,2025-01-22_13-57-55
V,B,1018,5.318307891172819,True,5,71.2149222047055,0.78736746,6061.7,275.8,X6061.7 Y275.8,0.3501579845080774,2025-01-22_13-58-00
V,B,1017,5.666248095000378,True,5,72.96310945384155,0.8711853,6053.7,275.8,X6053.7 Y275.8,0.05915906816212499,2025-01-22_13-58-10
V,B,1016,5.5124693320439375,True,5,71.43172765118219,0.77535105,6045.7,275.8,X6045.7 Y275.8,0.6699167093327555,2025-01-22_13-58-16
V,B,1015,5.332086192356527,True,5,69.74056449700724,0.8145767,6037.7,275.8,X6037.7 Y275.8,0.07105682223839269,2025-01-22_13-58-19
V,B,1014,5.409210140913235,True,5,69.72903374673372,0.79560506,6029.7,275.8,X6029.7 Y275.8,0.1704037923562982,2025-01-22_13-58-26
V,B,1013,5.455892453487492,True,5,69.52557669106898,0.8286885,6021.7,275.8,X6021.7 Y275.8,0.25736406082247476,2025-01-22_13-58-34
V,B,1012,5.361991950085854,True,5,68.42748526383168,0.7771659,6013.7,275.8,X6013.7 Y275.8,0.22316845249023878,2025-01-22_13-58-41
V,B,1011,5.486320510023013,True,5,68.7255002035862,0.76115716,6005.7,275.8,X6005.7 Y275.8,0.10752641909586376,2025-01-22_13-58-49
V,B,1010,5.212613514853614,True,5,66.51284731741269,0.7731483,5997.7,275.8,X5997.7 Y275.8,0.1823416750477321,2025-01-22_13-58-54
V,B,1009,5.122006783210611,True,5,65.47134294791209,0.8236672,5989.7,275.8,X5989.7 Y275.8,0.17342596326143692,2025-01-22_13-59-03
V,B,1008,5.361916181271727,True,5,66.5173659629976,0.72584325,5981.7,275.8,X5981.7 Y275.8,0.21728090226158359,2025-01-22_13-59-10
V,B,1007,5.209154323677332,True,5,65.11100629786777,0.7791902,5973.7,275.8,X5973.7 Y275.8,0.3000344663901417,2025-01-22_13-59-16
V,B,1006,5.37969914809825,True,5,65.71066351824739,0.7478771,5965.7,275.8,X5965.7 Y275.8,0.38713912005172135,2025-01-22_13-59-23
V,B,1005,5.40741825540985,True,5,65.43179057731345,0.82334113,5957.7,275.8,X5957.7 Y275.8,0.21414531748213783,2025-01-22_13-59-31
V,B,1004,5.382955092286329,True,5,64.8382551318416,0.8164202,5949.7,275.8,X5949.7 Y275.8,0.16903784814893152,2025-01-22_13-59-38
V,B,1003,5.697641018149141,True,5,66.25910050774459,0.75289667,5941.7,275.8,X5941.7 Y275.8,0.4456833426045409,2025-01-22_13-59-51
V,B,1002,5.5418845950722195,True,5,64.90733847675433,0.7696749,5933.7,275.8,X5933.7 Y275.8,0.2971626643504128,2025-01-22_13-59-59
V,B,1001,5.489205850178801,True,5,64.17056937596075,0.7970173,5925.7,275.8,X5925.7 Y275.8,0.17312787185517567,2025-01-22_14-00-03
V,B,1000,5.731888773471832,True,5,65.13823260185865,0.81746846,5917.7,275.8,X5917.7 Y275.8,0.13181563912243668,2025-01-22_14-00-05
V,B,999,5.746597837223731,True,5,64.7957554164774,0.7644085,5909.7,274.9,X5909.7 Y274.9,0.06583269231375369,2025-01-22_14-03-05
V,B,998,5.682259660217805,True,5,64.00966080018787,0.7110586,5901.7,274.9,X5901.7 Y274.9,0.4698436423178724,2025-01-22_14-03-11
V,B,997,5.704207002495055,True,5,63.71550371951313,0.7212213,5893.7,274.9,X5893.7 Y274.9,0.03334254076544281,2025-01-22_14-03-17
V,B,996,5.615687511991246,True,5,62.814259761005694,0.7380196,5885.7,274.9,X5885.7 Y274.9,0.09766116462082275,2025-01-22_14-03-31
V,B,995,5.389386617931437,True,5,61.13998969793356,0.8307445,5877.7,274.9,X5877.7 Y274.9,0.43504153396871187,2025-01-22_14-03-37
V,B,994,5.480782139414893,True,5,61.26632733650473,0.7133075,5870.9,275.8,X5870.9 Y275.8,0.05707186003616276,2025-01-22_14-04-00
V,B,993,5.49915606419305,True,5,60.97938026999959,0.72413653,5870.9,281.5,X5870.9 Y281.5,0.175076058656379,2025-01-22_14-04-03
V,B,992,5.491146909214732,True,5,60.67430269818147,0.7660772,5870.9,287.2,X5870.9 Y287.2,0.15429742369927452,2025-01-22_14-04-06
V,B,991,5.487296294079719,True,5,60.65302532527463,0.8266546,5870.9,293.0,X5870.9 Y293.0,0.0897306824797787,2025-01-22_14-04-09
V,B,990,5.368517634808555,True,5,59.99298269346544,0.71477354,5870.9,298.8,X5870.9 Y298.8,0.12399788043832626,2025-01-22_14-04-19
V,B,989,5.167923472210917,True,5,58.861496491686175,0.7257522,5870.9,304.5,X5870.9 Y304.5,0.19418168952834144,2025-01-22_14-04-28
V,B,988,5.486083774543348,True,5,60.646323751555606,0.77948236,5870.9,310.2,X5870.9 Y310.2,0.18962248144382246,2025-01-22_14-04-35
V,B,987,5.501395883169648,True,5,60.73089920393072,0.71454394,5870.9,316.0,X5870.9 Y316.0,0.29374797762272775,2025-01-22_14-04-43
V,B,986,5.488338715874779,True,5,60.65878617995328,0.75672853,5870.9,321.8,X5870.9 Y321.8,0.08414188216779087,2025-01-22_14-04-53
V,B,985,5.422305334740061,True,5,60.29277142390029,0.76324016,5870.9,327.5,X5870.9 Y327.5,0.08433940627495311,2025-01-22_14-04-59
V,B,984,5.10883275987234,True,5,58.52401399188787,0.8207456,5870.9,333.2,X5870.9 Y333.2,0.21524332420629863,2025-01-22_14-05-01
V,B,983,5.494799338345728,True,5,60.694478060079994,0.7954961,5870.9,339.0,X5870.9 Y339.0,0.16645495012122377,2025-01-22_14-05-03
V,B,982,5.264134621567704,True,5,59.4068816141059,0.7725714,5870.9,344.8,X5870.9 Y344.8,0.281020850273439,2025-01-22_14-05-06
V,B,981,5.391067047607295,True,5,60.11884508688383,0.78928214,5870.9,350.5,X5870.9 Y350.5,0.12240071268742643,2025-01-22_14-05-09
V,B,980,4.97097033138195,True,5,57.72897519774577,0.81019163,5870.9,356.2,X5870.9 Y356.2,0.0788469207122944,2025-01-22_14-05-11
V,B,979,5.183949577230214,True,5,58.95269272697038,0.73117954,5870.9,362.0,X5870.9 Y362.0,0.059404198657681,2025-01-22_14-05-18
V,B,978,5.110507849403474,True,5,58.533607663602545,0.7592806,5870.9,367.8,X5870.9 Y367.8,0.10161973757142337,2025-01-22_14-05-25
V,B,977,5.0847331842616486,True,5,58.38581499382673,0.75282764,5870.9,373.5,X5870.9 Y373.5,0.08838820598436824,2025-01-22_14-05-27
V,B,976,5.094520216645124,True,5,58.441978133393015,0.80275255,5870.9,379.2,X5870.9 Y379.2,0.16174332519847337,2025-01-22_14-05-29
V,B,975,5.0166583006165215,True,5,57.9936606441292,0.8571746,5870.9,385.0,X5870.9 Y385.0,0.05631214034913199,2025-01-22_14-05-31
V,B,974,5.185284225392333,True,5,58.96028115334434,0.8532419,5870.9,390.8,X5870.9 Y390.8,0.10700311419959775,2025-01-22_14-05-33
V,B,973,4.976294508017884,True,5,57.75988234312671,0.85112226,5870.9,396.5,X5870.9 Y396.5,0.07408498892765929,2025-01-22_14-05-36
V,B,972,5.208975768114455,True,5,59.0948222924542,0.8642199,5870.9,402.2,X5870.9 Y402.2,0.06050121058905506,2025-01-22_14-05-37
V,B,971,5.224112056170643,True,5,59.1806191401221,0.85683364,5870.9,408.0,X5870.9 Y408.0,0.24030701347148206,2025-01-22_14-05-39
V,B,970,5.237038244808477,True,5,59.253790161288116,0.7454644,5870.9,413.8,X5870.9 Y413.8,0.37774121412148987,2025-01-22_14-05-46
V,B,969,5.263970633294585,True,5,59.40595628558565,0.73636854,5870.9,419.5,X5870.9 Y419.5,0.45717485895135995,2025-01-22_14-05-48
V,B,968,4.9264634053401934,True,4,375.6894739628162,0.76620984,5662.9,275.8,X5662.9 Y275.8,6.549431088733367,2025-01-22_14-06-19
V,B,967,4.977933983122318,True,4,362.8075595825211,0.89043427,5654.9,275.8,X5654.9 Y275.8,2.6294147117275966,2025-01-22_14-06-21
V,B,966,5.258224328763303,True,4,358.6453866074621,0.9140869,5646.9,275.8,X5646.9 Y275.8,0.19656841724398344,2025-01-22_14-06-23
V,B,965,5.110160441521097,True,4,340.68403354418257,0.80367005,5638.9,275.8,X5638.9 Y275.8,0.9727418542282869,2025-01-22_14-06-27
V,B,964,4.916692520184868,True,4,322.3150106861834,0.8133106,5630.9,275.8,X5630.9 Y275.8,0.5803237463231562,2025-01-22_14-06-30
V,B,963,4.966418406792216,True,4,312.94835560979675,0.7845381,5622.9,275.8,X5622.9 Y275.8,8.566289431167684,2025-01-22_14-06-33
