,1,2,3,4,5
841,,,48.4,1458.1,1569.1
842,,,38.6,1458.1,1569.1
843,,,28.8,1458.1,1569.1
844,,,19,1458.1,1569.1
845,,,9.4,1467,1569.1
846,,,,1457.2,1569.1
847,,,,1447.3,1569.1
848,,,,1437.5,1569.1
849,,,,1427.6,1569.1
850,,,,1417.8,1569.1
851,,,,1407.9,1569.1
852,,,,1398.1,1569.1
853,,,,1388.2,1569.1
854,,,,1378.3,1569.1
855,,,,1368.5,1569.1
856,,,,1358.6,1569.1
857,,,,1348.8,1569.1
858,,,,1338.9,1569.1
859,,,,1329.1,1569.1
860,,,,1319.2,1569.1
861,,,,1309.4,1569.1
862,,,,1299.5,1569.1
863,,,,1289.7,1569.1
864,,,,1279.8,1569.1
865,,,,1270,1569.1
866,,,,1260.1,1569.1
867,,,,1250.3,1569.1
868,,,,1240.4,1569.1
869,,,,1230.6,1569.1
870,,,,1220.7,1569.1
871,,,,1210.9,1569.1
872,,,,1201,1569.1
873,,,,1191.2,1569.1
874,,,,1181.3,1569.1
875,,,,1171.5,1569.1
876,,,,1161.6,1569.1
877,,,,1151.8,1569.1
878,,,,1141.9,1569.1
879,,,,1132,1569.1
880,,,,1122.2,1569.1
881,,,,1112.3,1569.1
882,,,,1102.5,1569.1
883,,,,1092.6,1569.1
884,,,,1082.8,1569.1
885,,,,1072.9,1569.1
886,,,,1063.1,1569.1
887,,,,1053.2,1569.1
888,,,,1043.4,1569.1
889,,,,1033.5,1569.1
890,,,,1023.7,1569.1
891,,,,1013.8,1569.1
892,,,,1004,1569.1
893,,,,994.1,1569.1
894,,,,984.3,1569.1
895,,,,974.4,1569.1
896,,,,964.6,1569.1
897,,,,954.7,1569.1
898,,,,944.9,1569.1
899,,,,935,1569.1
900,,,,925.2,1569.1
901,,,,915.3,1569.1
902,,,,905.5,1569.1
903,,,,895.6,1569.1
904,,,,885.7,1569.1
905,,,,875.9,1569.1
906,,,,866,1569.1
907,,,,856.2,1569.1
908,,,,846.3,1569.1
909,,,,836.5,1569.1
910,,,,826.6,1569.1
911,,,,816.8,1569.1
912,,,,806.9,1569.1
913,,,,797.1,1569.1
914,,,,787.2,1569.1
915,,,,777.4,1569.1
916,,,,767.5,1569.1
917,,,,757.7,1569.1
918,,,,747.8,1569.1
919,,,,738,1569.1
920,,,,728.1,1569.1
921,,,,718.3,1569.1
922,,,,708.4,1569.1
923,,,,698.6,1569.1
924,,,,688.7,1569.1
925,,,,678.9,1569.1
926,,,,669,1569.1
927,,,,659.2,1569.1
928,,,,649.3,1569.1
929,,,,639.4,1569.1
930,,,,629.6,1569.1
931,,,,619.7,1569.1
932,,,,609.9,1569.1
933,,,,600,1569.1
934,,,,590.2,1569.1
935,,,,580.3,1569.1
936,,,,570.5,1569.1
937,,,,560.6,1569.1
938,,,,550.8,1569.1
939,,,,540.9,1569.1
940,,,,531.1,1569.1
941,,,,521.2,1569.1
942,,,,511.4,1569.1
943,,,,501.5,1569.1
944,,,,491.7,1569.1
945,,,,481.8,1569.1
946,,,,472,1569.1
947,,,,462.1,1569.1
948,,,,452.3,1569.1
949,,,,442.4,1569.1
950,,,,432.6,1569.1
951,,,,422.7,1569.1
952,,,,412.9,1569.1
953,,,,403,1569.1
954,,,,393.2,1569.1
955,,,,383.3,1569.1
956,,,,373.4,1569.1
957,,,,363.6,1569.1
958,,,,353.7,1569.1
959,,,,343.9,1569.1
960,,,,334,1569.1
961,,,,324.2,1569.1
962,,,,314.3,1569.1
963,,,,304.5,1569.1
964,,,,294.6,1569.1
965,,,,284.8,1569.1
966,,,,274.9,1569.1
967,,,,265.1,1569.1
968,,,,255.2,1569.1
969,,,,245.4,1569.1
970,,,,235.5,1569.1
971,,,,225.7,1569.1
972,,,,215.8,1569.1
973,,,,206,1569.1
974,,,,196.1,1569.1
975,,,,186.3,1569.1
976,,,,176.4,1569.1
977,,,,166.6,1569.1
978,,,,156.7,1569.1
979,,,,146.9,1569.1
980,,,,137,1569.1
981,,,,127.2,1569.1
982,,,,117.3,1569.1
983,,,,107.5,1569.1
984,,,,97.6,1569.1
985,,,,87.8,1569.1
986,,,,77.9,1569.1
987,,,,68.1,1569.1
988,,,,58.2,1569.1
989,,,,48.4,1569.1
990,,,,38.6,1569.1
991,,,,28.8,1569.1
992,,,,19,1569.1
993,,,,9.4,1578
994,,,,,1568.1
995,,,,,1558.3
996,,,,,1548.4
997,,,,,1538.6
998,,,,,1528.7
999,,,,,1518.9
1000,,,,,1509
1001,,,,,1499.2
1002,,,,,1489.3
1003,,,,,1479.5
1004,,,,,1469.6
1005,,,,,1459.8
1006,,,,,1449.9
1007,,,,,1440.1
1008,,,,,1430.2
1009,,,,,1420.4
1010,,,,,1410.5
1011,,,,,1400.6
1012,,,,,1390.8
1013,,,,,1380.9
1014,,,,,1371.1
1015,,,,,1361.2
1016,,,,,1351.4
1017,,,,,1341.5
1018,,,,,1331.7
1019,,,,,1321.8
1020,,,,,1312
1021,,,,,1302.1
1022,,,,,1292.3
1023,,,,,1282.4
1024,,,,,1272.6
1025,,,,,1262.7
1026,,,,,1252.9
1027,,,,,1243
1028,,,,,1233.2
1029,,,,,1223.3
1030,,,,,1213.5
1031,,,,,1203.6
1032,,,,,1193.8
1033,,,,,1183.9
1034,,,,,1174.1
1035,,,,,1164.2
1036,,,,,1154.3
1037,,,,,1144.5
1038,,,,,1134.6
1039,,,,,1124.8
1040,,,,,1114.9
1041,,,,,1105.1
1042,,,,,1095.2
1043,,,,,1085.4
1044,,,,,1075.5
1045,,,,,1065.7
1046,,,,,1055.8
1047,,,,,1046
1048,,,,,1036.1
1049,,,,,1026.3
1050,,,,,1016.4
1051,,,,,1006.6
1052,,,,,996.7
1053,,,,,986.9
1054,,,,,977
1055,,,,,967.2
1056,,,,,957.3
1057,,,,,947.5
1058,,,,,937.6
1059,,,,,927.8
1060,,,,,917.9
1061,,,,,908.1
1062,,,,,898.2
1063,,,,,888.4
1064,,,,,878.5
1065,,,,,868.6
1066,,,,,858.8
1067,,,,,848.9
1068,,,,,839.1
1069,,,,,829.2
1070,,,,,819.4
1071,,,,,809.5
1072,,,,,799.7
1073,,,,,789.8
1074,,,,,780
1075,,,,,770.1
1076,,,,,760.3
1077,,,,,750.4
1078,,,,,740.6
1079,,,,,730.7
1080,,,,,720.9
1081,,,,,711
1082,,,,,701.2
1083,,,,,691.3
1084,,,,,681.5
1085,,,,,671.6
1086,,,,,661.8
1087,,,,,651.9
1088,,,,,642.1
1089,,,,,632.2
1090,,,,,622.4
1091,,,,,612.5
1092,,,,,602.7
1093,,,,,592.8
1094,,,,,583
1095,,,,,573.1
1096,,,,,563.3
1097,,,,,553.4
1098,,,,,543.5
1099,,,,,533.7
1100,,,,,523.8
1101,,,,,514
1102,,,,,504.1
1103,,,,,494.3
1104,,,,,484.4
1105,,,,,474.6
1106,,,,,464.7
1107,,,,,454.9
1108,,,,,445
1109,,,,,435.2
1110,,,,,425.3
1111,,,,,415.5
1112,,,,,405.6
1113,,,,,395.8
1114,,,,,385.9
1115,,,,,376.1
1116,,,,,366.2
1117,,,,,356.4
1118,,,,,346.5
1119,,,,,336.7
1120,,,,,326.8
1121,,,,,317
1122,,,,,307.1
1123,,,,,297.3
1124,,,,,287.4
1125,,,,,277.6
1126,,,,,267.7
1127,,,,,257.9
1128,,,,,248
1129,,,,,238.2
1130,,,,,228.3
1131,,,,,218.5
1132,,,,,208.7
1133,,,,,198.8
1134,,,,,189
1135,,,,,179.1
1136,,,,,169.3
1137,,,,,159.4
1138,,,,,149.6
1139,,,,,139.7
1140,,,,,129.9
1141,,,,,120.1
1142,,,,,110.2
1143,,,,,100.4
1144,,,,,90.6
1145,,,,,80.8
1146,,,,,71
1147,,,,,61.2
1148,,,,,51.4
1149,,,,,41.7
1150,,,,,32
1151,,,,,22.5
