,1,2,3,4,5
728,,,1155.1,1458.1,1340.8
729,,,1145.3,1458.1,1350.6
730,,,1135.4,1458.1,1360.5
731,,,1125.5,1458.1,1370.3
732,,,1115.7,1458.1,1380.2
733,,,1105.8,1458.1,1390
734,,,1096,1458.1,1399.9
735,,,1086.1,1458.1,1409.7
736,,,1076.3,1458.1,1419.6
737,,,1066.4,1458.1,1429.4
738,,,1056.6,1458.1,1439.3
739,,,1046.7,1458.1,1449.2
740,,,1036.9,1458.1,1459
741,,,1027,1458.1,1468.9
742,,,1017.2,1458.1,1478.7
743,,,1007.3,1458.1,1488.6
744,,,997.5,1458.1,1498.4
745,,,987.6,1458.1,1508.3
746,,,977.8,1458.1,1518.1
747,,,967.9,1458.1,1528
748,,,958.1,1458.1,1537.8
749,,,948.2,1458.1,1547.7
750,,,938.4,1458.1,1557.5
751,,,928.5,1458.1,1567.4
752,,,918.7,1458.1,1569.1
753,,,915.3,1458.1,1569.1
754,,,905.5,1458.1,1569.1
755,,,895.6,1458.1,1569.1
756,,,885.7,1458.1,1569.1
757,,,875.9,1458.1,1569.1
758,,,866,1458.1,1569.1
759,,,856.2,1458.1,1569.1
760,,,846.3,1458.1,1569.1
761,,,836.5,1458.1,1569.1
762,,,826.6,1458.1,1569.1
763,,,816.8,1458.1,1569.1
764,,,806.9,1458.1,1569.1
765,,,797.1,1458.1,1569.1
766,,,787.2,1458.1,1569.1
767,,,777.4,1458.1,1569.1
768,,,767.5,1458.1,1569.1
769,,,757.7,1458.1,1569.1
770,,,747.8,1458.1,1569.1
771,,,738,1458.1,1569.1
772,,,728.1,1458.1,1569.1
773,,,718.3,1458.1,1569.1
774,,,708.4,1458.1,1569.1
775,,,698.6,1458.1,1569.1
776,,,688.7,1458.1,1569.1
777,,,678.9,1458.1,1569.1
778,,,669,1458.1,1569.1
779,,,659.2,1458.1,1569.1
780,,,649.3,1458.1,1569.1
781,,,639.4,1458.1,1569.1
782,,,629.6,1458.1,1569.1
783,,,619.7,1458.1,1569.1
784,,,609.9,1458.1,1569.1
785,,,600,1458.1,1569.1
786,,,590.2,1458.1,1569.1
787,,,580.3,1458.1,1569.1
788,,,570.5,1458.1,1569.1
789,,,560.6,1458.1,1569.1
790,,,550.8,1458.1,1569.1
791,,,540.9,1458.1,1569.1
792,,,531.1,1458.1,1569.1
793,,,521.2,1458.1,1569.1
794,,,511.4,1458.1,1569.1
795,,,501.5,1458.1,1569.1
796,,,491.7,1458.1,1569.1
797,,,481.8,1458.1,1569.1
798,,,472,1458.1,1569.1
799,,,462.1,1458.1,1569.1
800,,,452.3,1458.1,1569.1
801,,,442.4,1458.1,1569.1
802,,,432.6,1458.1,1569.1
803,,,422.7,1458.1,1569.1
804,,,412.9,1458.1,1569.1
805,,,403,1458.1,1569.1
806,,,393.2,1458.1,1569.1
807,,,383.3,1458.1,1569.1
808,,,373.4,1458.1,1569.1
809,,,363.6,1458.1,1569.1
810,,,353.7,1458.1,1569.1
811,,,343.9,1458.1,1569.1
812,,,334,1458.1,1569.1
813,,,324.2,1458.1,1569.1
814,,,314.3,1458.1,1569.1
815,,,304.5,1458.1,1569.1
816,,,294.6,1458.1,1569.1
817,,,284.8,1458.1,1569.1
818,,,274.9,1458.1,1569.1
819,,,265.1,1458.1,1569.1
820,,,255.2,1458.1,1569.1
821,,,245.4,1458.1,1569.1
822,,,235.5,1458.1,1569.1
823,,,225.7,1458.1,1569.1
824,,,215.8,1458.1,1569.1
825,,,206,1458.1,1569.1
826,,,196.1,1458.1,1569.1
827,,,186.3,1458.1,1569.1
828,,,176.4,1458.1,1569.1
829,,,166.6,1458.1,1569.1
830,,,156.7,1458.1,1569.1
831,,,146.9,1458.1,1569.1
832,,,137,1458.1,1569.1
833,,,127.2,1458.1,1569.1
834,,,117.3,1458.1,1569.1
835,,,107.5,1458.1,1569.1
836,,,97.6,1458.1,1569.1
837,,,87.8,1458.1,1569.1
838,,,77.9,1458.1,1569.1
839,,,68.1,1458.1,1569.1
840,,,58.2,1458.1,1569.1
