layer,side,wire_number,tension,tension_pass,zone,frequency,confidence,x,y,Gcode,t_sigma,wires,ttf,time
V,A,79,6.2743870459139535,True,1,132.8268837464454,0.8201754,1543.0,275.7,X1543.0 Y275.7,0.007961200890732054,"[6.274711368109639, 6.290465740811113, 6.287876106164654, 6.275201238941699, 6.270264509360398]",3.0635483264923096,2025-01-23_13-05-57
V,A,80,6.395901628842154,True,1,132.4102499800674,0.8848272,1551.0,275.7,X1551.0 Y275.7,0.03360519754126126,"[6.385193251456291, 6.414981054201033, 6.429956780929975, 6.333813888164012, 6.373313672804764]",2.8171544075012207,2025-01-23_13-06-00
V,A,81,6.210296674159166,True,1,128.82834753590038,0.86509806,1559.0,275.7,X1559.0 Y275.7,0.041842078084734675,"[6.1785186313489175, 6.2721444632381145, 6.21341892781496, 6.237173428505216, 6.153822955164408]",2.5106987953186035,2025-01-23_13-06-02
V,A,82,6.168567921274257,True,1,126.81067765203743,0.86186653,1567.0,275.7,X1567.0 Y275.7,0.03853622051415537,"[6.172542077385458, 6.165959055577047, 6.20764149951833, 6.11057103446523, 6.107287194164749]",2.485262632369995,2025-01-23_13-06-05
V,A,83,6.052582416041401,True,1,124.06649052641092,0.8788292,1575.0,275.7,X1575.0 Y275.7,0.05008251534529658,"[6.058848666328651, 6.15893063461596, 6.094447943068598, 6.042563462227333, 6.013230559462143]",2.8459179401397705,2025-01-23_13-06-07
V,A,84,5.543784630648173,True,1,117.30782443404202,0.8771435,1583.0,275.7,X1583.0 Y275.7,0.017763203868230874,"[5.565516888227036, 5.536173445525206, 5.5721078119032015, 5.52443466189665, 5.547281001790334]",2.9815940856933594,2025-01-23_13-06-10
V,A,85,4.870626771614555,True,1,108.63409063624735,0.8594548,1591.0,275.7,X1591.0 Y275.7,0.037157724130521264,"[4.8114254351073695, 4.91786281169409, 4.873066947249348, 4.834552956954504, 4.881021009209062]",3.3235647678375244,2025-01-23_13-06-14
V,A,86,5.073309493031734,True,1,109.56808905611686,0.86259943,1599.0,275.7,X1599.0 Y275.7,0.03983578499801914,"[5.071272762645759, 5.026899250487324, 4.981979739075311, 5.084900533143003, 5.08322743647771]",2.42879581451416,2025-01-23_13-06-16
V,A,87,6.096458067233864,True,1,118.69992233140914,0.8585791,1607.0,275.7,X1607.0 Y275.7,0.04948678585824332,"[6.08336978403112, 6.085631778776387, 6.094706969814773, 6.146174304990832, 6.212163661652326]",2.8550641536712646,2025-01-23_13-06-19
V,A,88,6.47148112987765,True,1,120.89195934309917,0.8719143,1615.0,275.7,X1615.0 Y275.7,0.014594264808074665,"[6.4755560444396965, 6.483526300064317, 6.462112925991786, 6.465772930037356, 6.503030971914461]",2.4110944271087646,2025-01-23_13-06-21
V,A,89,6.362434380663723,True,1,118.49448221749248,0.85057515,1623.0,275.7,X1623.0 Y275.7,0.04235540763971587,"[6.276221057679818, 6.369900283078349, 6.354042825550275, 6.2851151663215505, 6.373693144415408]",3.3473799228668213,2025-01-23_13-06-25
V,A,90,6.171994990957258,True,1,115.39766058333753,0.87848663,1631.0,275.7,X1631.0 Y275.7,0.016632567374595297,"[6.166556351393417, 6.203935306250892, 6.163198376142031, 6.199574775115029, 6.180133570079652]",3.3398146629333496,2025-01-23_13-06-28
V,A,91,6.3410736381593145,True,1,115.65619629225625,0.885282,1639.0,275.7,X1639.0 Y275.7,0.019227148970119068,"[6.300313275604248, 6.34463411041509, 6.336732460019625, 6.3522081780815505, 6.315352692905707]",2.774677038192749,2025-01-23_13-06-31
V,A,92,6.167445670174744,True,1,112.80976511886414,0.8506387,1647.0,275.7,X1647.0 Y275.7,0.03506872674136234,"[6.157772688563745, 6.0983405474640575, 6.116139624615099, 6.1918512905538385, 6.173507507527667]",2.8302202224731445,2025-01-23_13-06-34
V,A,93,6.029773183634493,True,1,110.320254716013,0.88005596,1655.0,275.7,X1655.0 Y275.7,0.033131468951184476,"[6.047116811767688, 5.971147932344666, 6.035544219516721, 5.966366122151885, 6.0184212084470206]",2.891319990158081,2025-01-23_13-06-37
V,A,94,6.2571382577976,True,1,111.1739951786095,0.8421489,1663.0,275.7,X1663.0 Y275.7,0.011119480479406573,"[6.23712473377375, 6.268378628746988, 6.251587430479284, 6.2521793874153495, 6.265010168544435]",2.5369937419891357,2025-01-23_13-06-39
V,A,95,6.006534601973491,True,1,107.75586256773842,0.8624371,1671.0,275.7,X1671.0 Y275.7,0.0730225182220817,"[6.029610927472718, 6.162955401296861, 6.073744566911318, 5.9733349451917634, 5.963485212722458]",2.5754804611206055,2025-01-23_13-06-42
V,A,96,6.416536107285593,True,1,110.20198899513765,0.90941,1679.0,275.7,X1679.0 Y275.7,0.05524909671270618,"[6.3541093172954675, 6.4366277391423665, 6.375967986419231, 6.510985456532068, 6.442563810791825]",2.41445255279541,2025-01-23_13-06-44
V,A,97,5.897179290602286,True,1,104.53780392708326,0.8923583,1687.0,275.7,X1687.0 Y275.7,0.04538417569592085,"[5.99278989352765, 5.942547205295475, 5.894572752890169, 5.897663015858579, 5.86196306756771]",2.6396212577819824,2025-01-23_13-06-47
V,A,98,6.097523277745943,True,1,105.20433051719732,0.8927499,1695.0,275.7,X1695.0 Y275.7,0.029559307862815843,"[6.104400449872431, 6.1223830033789834, 6.161190916512053, 6.088143410589664, 6.077017947365311]",2.617265224456787,2025-01-23_13-06-49
V,A,99,6.365349017672553,True,1,106.38356708955716,0.80754477,1703.0,275.7,X1703.0 Y275.7,0.046355961858060686,"[6.46433899644649, 6.373186419769825, 6.3587337417032455, 6.350344874292972, 6.441766207994066]",2.6951000690460205,2025-01-23_13-06-52
V,A,100,6.374810964775329,True,1,105.38877578818808,0.89994144,1711.0,275.7,X1711.0 Y275.7,0.014322553901923697,"[6.377827266238314, 6.353304165733496, 6.380408967818154, 6.371522397882088, 6.343901651677776]",2.635235071182251,2025-01-23_13-06-55
V,A,101,6.379012304465613,True,1,104.36013358882802,0.7415121,1719.0,275.7,X1719.0 Y275.7,0.039882217432836695,"[6.359198970734886, 6.4610296872390105, 6.440662819236116, 6.3688704293611025, 6.3931866456879085]",2.8919458389282227,2025-01-23_13-06-58
V,A,102,6.5586680060921685,True,1,104.7628054054771,0.8670877,1727.0,275.7,X1727.0 Y275.7,0.0396485637654614,"[6.55745321434802, 6.624213562025366, 6.578726108572909, 6.503210519164622, 6.546738933269247]",3.025658369064331,2025-01-23_13-07-01
V,A,103,6.726328315165396,True,1,105.05492093208676,0.909321,1735.0,275.7,X1735.0 Y275.7,0.016546563318174813,"[6.737322078630873, 6.753971677136649, 6.70460954613283, 6.7264844415075915, 6.720284281092994]",2.655318260192871,2025-01-23_13-07-03
V,A,104,6.614620278592835,True,1,103.15886589488872,0.8607663,1743.0,275.7,X1743.0 Y275.7,0.027782677671245978,"[6.636952790889022, 6.622738850877624, 6.560442684064581, 6.606728793625875, 6.580563086688748]",2.530045747756958,2025-01-23_13-07-06
V,A,105,6.773323752645554,True,1,103.38699770059574,0.85691047,1751.0,275.7,X1751.0 Y275.7,0.06374197481024817,"[6.762003026317322, 6.673769770993075, 6.81046163950314, 6.8645718697974285, 6.7492572779218625]",3.0224602222442627,2025-01-23_13-07-09
V,A,106,6.659223908288029,True,1,101.52794816312972,0.82931215,1759.0,275.7,X1759.0 Y275.7,0.019509204393125628,"[6.700667122995169, 6.64359470585423, 6.661969808326506, 6.655093708796895, 6.67440309683453]",3.190762758255005,2025-01-23_13-07-12
V,A,107,6.615286556373286,True,1,100.23946025329181,0.839457,1767.0,275.7,X1767.0 Y275.7,0.037337371286050414,"[6.6077831984514095, 6.6191767848761645, 6.664744211013803, 6.602976832109375, 6.699354791192713]",2.5316824913024902,2025-01-23_13-07-15
V,A,108,6.367570391626842,True,1,97.41796001126136,0.8803203,1775.0,275.7,X1775.0 Y275.7,0.027872250880366625,"[6.3091491138097044, 6.387761755990443, 6.3597224860954755, 6.342815122150246, 6.378223483331816]",3.3069522380828857,2025-01-23_13-07-18
V,A,109,6.650059372174575,True,1,98.63526377409752,0.85047203,1783.0,275.7,X1783.0 Y275.7,0.044578590209901715,"[6.678786305229578, 6.651228650624517, 6.651925045818221, 6.551146983263249, 6.609559783238421]",3.110121726989746,2025-01-23_13-07-21
V,A,110,6.916487983589027,True,1,99.66119196456603,0.81330997,1791.0,275.7,X1791.0 Y275.7,0.07404522157083157,"[6.948175280143235, 6.935552316580724, 6.889051777277184, 6.790244535309214, 6.76825938774942]",4.208277225494385,2025-01-23_13-07-25
V,A,111,6.510493833022605,True,1,95.81454041657524,0.84142387,1799.0,275.7,X1799.0 Y275.7,0.04666464448381319,"[6.5247212305989395, 6.492307420841116, 6.496773561200621, 6.609968126893157, 6.580237686122404]",2.787590503692627,2025-01-23_13-07-28
V,A,112,6.612880561264168,True,1,95.68787216110314,0.8515416,1807.0,275.7,X1807.0 Y275.7,0.03012847744177917,"[6.589237838851433, 6.676280508953541, 6.637294771743859, 6.603866424333016, 6.619307172462488]",2.7589094638824463,2025-01-23_13-07-31
V,A,113,6.503443562288835,True,1,94.04715734721896,0.85674036,1815.0,275.7,X1815.0 Y275.7,0.026831104823672954,"[6.515247141439716, 6.503621249243923, 6.50113323719919, 6.446440757470813, 6.460675101949607]",3.8155105113983154,2025-01-23_13-07-35
V,A,114,6.545720304224829,True,1,93.51052265195787,0.861507,1823.0,275.7,X1823.0 Y275.7,0.03905579820559125,"[6.612382517520058, 6.542462801942392, 6.543190019561478, 6.63039933751206, 6.5419243088530035]",2.485686779022217,2025-01-23_13-07-37
V,A,115,6.626498164254136,True,1,93.2620481330983,0.75473696,1831.0,275.7,X1831.0 Y275.7,0.0470349606858702,"[6.686990897424025, 6.669369146558575, 6.599042007594289, 6.557368158665072, 6.620875505755886]",2.5479676723480225,2025-01-23_13-07-40
V,A,116,6.680794677941725,True,1,92.82243233883729,0.83547056,1839.0,275.7,X1839.0 Y275.7,0.027727016895543414,"[6.680731756339645, 6.682266231199974, 6.653288787611044, 6.6227798201663575, 6.70289700660294]",2.6964311599731445,2025-01-23_13-07-42
V,A,117,6.742323400189261,True,1,92.4466436699591,0.8259218,1847.0,275.7,X1847.0 Y275.7,0.03139622940363393,"[6.7536949815915905, 6.700301922726989, 6.680355246997667, 6.7635161942440485, 6.729429937420566]",2.683084487915039,2025-01-23_13-07-45
V,A,118,6.761869589910852,True,1,91.7828580142131,0.86601067,1855.0,275.7,X1855.0 Y275.7,0.03935876456776966,"[6.8364589499960795, 6.7336452126848565, 6.82521478509944, 6.766689325700743, 6.762466258275413]",2.5442557334899902,2025-01-23_13-07-48
V,A,119,6.749642340029403,True,1,90.92432885069009,0.8500812,1863.0,275.7,X1863.0 Y275.7,0.05932428397144987,"[6.754423994586504, 6.710200597420007, 6.874449053209603, 6.746934120969432, 6.825650541157325]",2.9370996952056885,2025-01-23_13-07-51
V,A,120,6.692187161371326,True,1,89.76958253492269,0.8223841,1871.0,275.7,X1871.0 Y275.7,0.03920400169852977,"[6.632103698554819, 6.731718629595786, 6.738523759105304, 6.676722435501664, 6.68096512934756]",3.054292917251587,2025-01-23_13-07-54
V,A,121,6.6044672073870165,True,1,88.43771592979353,0.8357976,1879.0,275.7,X1879.0 Y275.7,0.05020555039476831,"[6.51422358249257, 6.518114340614627, 6.597028854688647, 6.6042075346238835, 6.640840362141599]",3.749706983566284,2025-01-23_13-07-57
V,A,122,6.526563938887147,True,1,87.18220837473021,0.8036516,1887.0,275.7,X1887.0 Y275.7,0.031656989829764615,"[6.5235894802344525, 6.488106263988601, 6.56563143379585, 6.543198143837863, 6.48308183444667]",2.7390964031219482,2025-01-23_13-08-00
V,A,123,6.660389915079714,True,1,87.35116919407913,0.82707584,1895.0,275.7,X1895.0 Y275.7,0.05242041560556352,"[6.684862807967509, 6.563163164498003, 6.559960282248931, 6.648542569947666, 6.664383675610201]",2.709426164627075,2025-01-23_13-08-03
V,A,124,6.518417522681133,True,1,85.70702361439373,0.79122376,1903.0,275.7,X1903.0 Y275.7,0.07118060449527813,"[6.415623751948362, 6.482584789632802, 6.548334682670504, 6.5255871864672566, 6.630482522358074]",6.678403615951538,2025-01-23_13-08-09
V,A,125,6.841356060859854,True,1,87.09789858784842,0.8622727,1911.0,275.7,X1911.0 Y275.7,0.04511391082661872,"[6.92941026542589, 6.92976165698179, 6.8355631338499485, 6.846992304229634, 6.831666093469561]",2.523184299468994,2025-01-23_13-08-12
V,A,126,6.749690418820839,True,1,85.81486197323333,0.7876767,1919.0,275.7,X1919.0 Y275.7,0.02863184739145088,"[6.754407156713432, 6.768656408753156, 6.745440899940499, 6.717014008368063, 6.688554489601188]",3.998863697052002,2025-01-23_13-08-16
V,A,127,6.893110927655059,True,1,86.02812414385993,0.7493204,1927.0,275.7,X1927.0 Y275.7,0.09129396738286578,"[6.796187466663647, 6.919957056939756, 6.696177250254402, 6.87218364270824, 6.948917009122188]",2.562748670578003,2025-01-23_13-08-19
V,A,128,6.530781627212767,True,1,83.07880426761515,0.8193244,1935.0,275.7,X1935.0 Y275.7,0.03299199043860775,"[6.522605161924585, 6.55715579794591, 6.5307079697439185, 6.520695554000972, 6.608573075058164]",2.933955669403076,2025-01-23_13-08-21
V,A,129,6.692327653654367,True,1,83.43789753031683,0.86781096,1943.0,275.7,X1943.0 Y275.7,0.08497420833838365,"[6.769778167782921, 6.635623758487974, 6.518572289811566, 6.674854313279272, 6.717336247817184]",2.7581634521484375,2025-01-23_13-08-24
V,A,130,6.642084657127187,True,1,82.48125292303882,0.7163009,1951.0,275.7,X1951.0 Y275.7,0.026389409982519887,"[6.6327022428759115, 6.659671681413931, 6.587518173778789, 6.616788661575745, 6.6548091300502135]",3.0863986015319824,2025-01-23_13-08-27
V,A,131,6.695273360925666,True,1,82.16889794294399,0.86499536,1959.0,275.7,X1959.0 Y275.7,0.04003991637063126,"[6.676675225509234, 6.6907158465264285, 6.705788059830886, 6.773726495402471, 6.767254222037516]",2.8156816959381104,2025-01-23_13-08-30
V,A,132,6.6142697220904045,True,1,81.0483839928731,0.74983364,1967.0,275.7,X1967.0 Y275.7,0.10366624423970136,"[6.591891078243123, 6.626984962392594, 6.700854805815068, 6.429897619895014, 6.452929797663652]",8.479753732681274,2025-01-23_13-08-39
V,A,133,6.660899816649192,True,1,80.71265982080959,0.76407325,1975.0,275.7,X1975.0 Y275.7,0.04445000585368592,"[6.752421922703629, 6.652634852839393, 6.6729566781399186, 6.724515730010467, 6.633954555317538]",4.040625810623169,2025-01-23_13-08-43
V,A,134,6.672200735668611,True,1,80.17521041458366,0.72122777,1983.0,275.7,X1983.0 Y275.7,0.04635230445602458,"[6.716613756518436, 6.6574592623681275, 6.738497929782758, 6.664096377851995, 6.607406442410845]",4.679851531982422,2025-01-23_13-08-47
V,A,135,6.408500295043279,True,1,77.98400785420452,0.7942399,1991.0,275.7,X1991.0 Y275.7,0.015296323544954294,"[6.381801760533078, 6.419491122068799, 6.381274511819052, 6.408527682587765, 6.406085428698481]",7.196822643280029,2025-01-23_13-08-55
V,A,136,6.438419098062839,True,1,77.58826888800805,0.7319383,1999.0,275.7,X1999.0 Y275.7,0.047345420089725476,"[6.436677933395123, 6.444730938153366, 6.4820856929703545, 6.396089371779251, 6.3432314832951535]",5.173008680343628,2025-01-23_13-09-00
V,A,137,6.593613379322187,True,1,77.93606638549564,0.8242871,2007.0,275.7,X2007.0 Y275.7,0.007762693018050446,"[6.608490831409976, 6.605726266032468, 6.5898453456378165, 6.589884104672068, 6.598090718255089]",3.2407422065734863,2025-01-23_13-09-03
V,A,138,6.56248142581491,True,1,77.18576165943907,0.77778554,2015.0,275.7,X2015.0 Y275.7,0.0110167024988683,"[6.587341836604787, 6.562799945889596, 6.578056154720752, 6.560871264885969, 6.559688262071174]",3.8075201511383057,2025-01-23_13-09-07
V,A,139,6.740469150769568,True,1,77.65431844147126,0.7952852,2023.0,275.7,X2023.0 Y275.7,0.02424439160096547,"[6.758998933255421, 6.725732918603444, 6.6897988500349035, 6.751753273081263, 6.730917881947083]",4.646154880523682,2025-01-23_13-09-11
V,A,140,6.5655213266110515,True,1,76.08998686735337,0.7227489,2031.0,275.7,X2031.0 Y275.7,0.018263263115887274,"[6.5594773688615815, 6.531476816772743, 6.552929693244369, 6.575908334111203, 6.583516241535043]",2.8167343139648438,2025-01-23_13-09-14
V,A,141,6.433471999379421,True,1,74.77884462301623,0.8350981,2039.0,275.7,X2039.0 Y275.7,0.026013311784317983,"[6.460792798168011, 6.429600441806384, 6.48502000838633, 6.410238005618769, 6.435521881103138]",3.148984432220459,2025-01-23_13-09-17
V,A,142,6.601648696513296,True,1,75.21409459829592,0.7945681,2047.0,275.7,X2047.0 Y275.7,0.0433596675104546,"[6.619455500400693, 6.539143886874223, 6.669022712993292, 6.607383276963259, 6.577009864081357]",3.7126739025115967,2025-01-23_13-09-21
V,A,143,6.512851875679516,True,1,74.17647937010086,0.76866966,2055.0,275.7,X2055.0 Y275.7,0.02841049947691761,"[6.571192097838655, 6.51621690423115, 6.506873122229738, 6.487415052776445, 6.534892626276803]",3.7099390029907227,2025-01-23_13-09-25
V,A,144,6.686672592933545,True,1,74.6355961387653,0.8082506,2063.0,275.7,X2063.0 Y275.7,0.015396800622598225,"[6.653778740847539, 6.663657262042075, 6.682123902390946, 6.692310853948138, 6.691420782090451]",13.6621572971344,2025-01-23_13-09-38
V,A,145,6.4200034849855045,True,1,72.62052803536284,0.83195615,2071.0,275.7,X2071.0 Y275.7,0.039883478035844695,"[6.496453152491254, 6.402054620447391, 6.478022300221423, 6.441676386743109, 6.396187014697022]",2.8878731727600098,2025-01-23_13-09-41
V,A,146,6.846305357028757,True,1,74.4770449492364,0.8238895,2079.0,275.7,X2079.0 Y275.7,0.025874597036762974,"[6.892397137660158, 6.816745794061389, 6.840771899933298, 6.8697552315005055, 6.845874893910572]",2.80292010307312,2025-01-23_13-09-44
V,A,147,6.7579443389389064,True,1,73.48427559479767,0.8319945,2087.0,275.7,X2087.0 Y275.7,0.02452942212032011,"[6.73328850375309, 6.75759061854139, 6.760756181677904, 6.770218695080655, 6.7022366339583295]",3.5009827613830566,2025-01-23_13-09-48
V,A,148,6.73169511653123,True,1,72.84384864105184,0.79979694,2095.0,275.7,X2095.0 Y275.7,0.028638628949241123,"[6.6725625573950405, 6.748915663252922, 6.707119930403818, 6.7206248308652885, 6.749132169455688]",3.695388078689575,2025-01-23_13-09-51
V,A,149,6.90658876824258,True,1,73.62095300495209,0.82189626,2103.0,275.7,X2103.0 Y275.7,0.018983394672172353,"[6.9230568411118725, 6.875611993645899, 6.897345012639575, 6.928103359443588, 6.900550280702324]",2.9420297145843506,2025-01-23_13-09-54
V,A,150,6.4957735702627915,True,1,71.39784026865367,0.78616166,2111.0,275.7,X2111.0 Y275.7,0.03484389260874227,"[6.48954220161886, 6.459251995703513, 6.4987181421116, 6.553251219245218, 6.542962508534363]",2.472849130630493,2025-01-23_13-09-57
V,A,151,6.563598586914371,True,1,71.76961927501189,0.8255688,2119.0,275.7,X2119.0 Y275.7,0.03716033724798122,"[6.64464075996848, 6.599561194988569, 6.53821573118616, 6.561833775358173, 6.563301010457833]",2.5526835918426514,2025-01-23_13-09-59
V,A,152,6.139433099542129,True,1,69.41187429559027,0.8178173,2127.0,275.7,X2127.0 Y275.7,0.018692674438462013,"[6.1387675990707, 6.103573816945408, 6.139705343048425, 6.102133147400376, 6.144009107933653]",2.5010838508605957,2025-01-23_13-10-02
V,A,153,6.846612469814743,True,1,73.30059658588642,0.8773332,2127.0,281.5,X2127.0 Y281.5,0.1074317774020456,"[6.82213539669175, 6.875828715702162, 6.643945322638984, 6.634500086442999, 6.867708892510866]",2.414503574371338,2025-01-23_13-10-04
V,A,154,6.640304832607844,True,1,72.1877730558717,0.7526347,2127.0,287.3,X2127.0 Y287.3,0.18806262843768104,"[6.233234160522371, 6.677324279252867, 6.344897466090616, 6.60735594564893, 6.6984928356169835]",3.1450014114379883,2025-01-23_13-10-07
V,A,155,6.832793986526775,True,1,73.22658811278508,0.80678165,2127.0,293.1,X2127.0 Y293.1,0.1555718591396453,"[6.8610398654457025, 6.5935596774383365, 6.498923590358703, 6.894542280714834, 6.798970261939442]",3.5846426486968994,2025-01-23_13-10-11
V,A,156,6.504562357952598,True,1,71.44612461416983,0.7574708,2127.0,298.9,X2127.0 Y298.9,0.1823115204992822,"[6.506076029580148, 6.155365462153612, 6.136084528483984, 6.518934293941219, 6.527203497420956]",3.384314775466919,2025-01-23_13-10-14
V,A,157,6.196741300314967,True,1,69.73508246776532,0.77524084,2127.0,304.7,X2127.0 Y304.7,0.26671724520041,"[6.814826173054326, 6.517611706736952, 6.184232701605791, 6.132758880007405, 6.156391909511727]",4.037635087966919,2025-01-23_13-10-18
V,A,158,6.5981825366643125,True,1,71.95844983117907,0.7993849,2127.0,310.4,X2127.0 Y310.4,0.09051456692262075,"[6.666846053468924, 6.562872726956652, 6.503120625793472, 6.614793450584677, 6.767873421329012]",5.143680810928345,2025-01-23_13-10-24
V,A,159,6.079000683643004,True,1,69.06940775032339,0.79772544,2127.0,316.1,X2127.0 Y316.1,0.16497542615583205,"[6.0673712686601275, 6.467282199810654, 6.052821566676614, 6.027907501865891, 6.227141986689794]",4.7884838581085205,2025-01-23_13-10-28
V,A,160,6.681525218117283,True,1,72.41148298619682,0.8070362,2127.0,321.9,X2127.0 Y321.9,0.30297065778980076,"[6.126867102982654, 6.6277071270204395, 6.734439639831575, 6.7560334966218125, 6.063873933243532]",2.7632012367248535,2025-01-23_13-10-31
V,A,161,6.752800473773664,True,1,72.79668363819967,0.74055195,2127.0,327.7,X2127.0 Y327.7,0.0748769587849027,"[6.733003570564765, 6.605305084209578, 6.7814763944939225, 6.705919444672662, 6.826155869188991]",6.036750316619873,2025-01-23_13-10-37
V,A,162,6.739697100704835,True,1,72.72602071148197,0.8348015,2127.0,333.5,X2127.0 Y333.5,0.0496917437931125,"[6.755765469836257, 6.631191496253697, 6.771041359443636, 6.7284329033749835, 6.696254459842905]",8.206348180770874,2025-01-23_13-10-45
V,A,163,6.773844680084476,True,1,72.91002600354943,0.77743363,2127.0,339.3,X2127.0 Y339.3,0.3212037256998827,"[6.9224167052923224, 6.754606425215866, 6.4572367274725755, 6.042388690176942, 6.838192814398378]",4.4823384284973145,2025-01-23_13-10-50
V,A,164,6.8102713203444685,True,1,73.1058015543571,0.81823945,2127.0,345.0,X2127.0 Y345.0,0.043162293839371466,"[6.811766318209072, 6.827120244669847, 6.781756571870057, 6.741635733701921, 6.870079738675437]",4.900484323501587,2025-01-23_13-10-55
V,B,1146,3.4813748491712118,True,5,1449.6164247676102,0.8599628,6983.5,203.1,X6983.5 Y203.1,0.019100004661411856,"[3.496382444292209, 3.48894242396481, 3.4414210677682404, 3.4679915967109185, 3.4755254984520385]",3.743060827255249,2025-01-23_13-14-31
V,B,1145,3.5492450189329605,True,5,1230.3384622999993,0.81812686,6975.5,203.1,X6975.5 Y203.1,0.0069141876408252215,"[3.5409405143478505, 3.5499372771655784, 3.5493346970358575, 3.533447883450117, 3.551780240167914]",15.508837461471558,2025-01-23_13-14-46
V,B,1144,3.572603112113041,True,5,1066.1337851023775,0.76041174,6967.5,203.1,X6967.5 Y203.1,0.06097352282521156,"[3.6223418824672797, 3.5508911713474434, 3.5783615180859556, 3.5530350326459903, 3.7143509325016457]",8.032111406326294,2025-01-23_13-14-54
V,B,1143,3.5502014582158377,True,5,934.1602979412368,0.90538216,6958.9,203.2,X6958.9 Y203.2,0.01398480906893436,"[3.550888186939989, 3.547234642814351, 3.5454525191547104, 3.5823121863940846, 3.5659733637421955]",13.767675638198853,2025-01-23_13-15-08
V,B,1142,3.7871194996086146,True,5,861.6030770191109,0.8520323,6950.9,203.2,X6950.9 Y203.2,0.03485248630038597,"[3.8176133266044485, 3.773086597070733, 3.7242697295911893, 3.8154596945191104, 3.764071514302855]",2.6261284351348877,2025-01-23_13-15-11
V,B,1141,3.942247275608212,True,5,793.3304044440398,0.8774515,6942.9,203.2,X6942.9 Y203.2,0.002593556667556799,"[3.9414337665643937, 3.94001637245292, 3.9428195760970763, 3.9441368183252083, 3.9475994627287894]",2.755577802658081,2025-01-23_13-15-13
V,B,1140,3.713512936560639,True,5,702.175248486255,0.9069837,6934.9,203.2,X6934.9 Y203.2,0.028528723564312932,"[3.709318575948761, 3.7719727089287742, 3.6999380173761307, 3.7605433110867983, 3.7212170432319587]",2.686633825302124,2025-01-23_13-15-16
V,B,1139,4.006954233907242,True,5,669.8117805543783,0.8624099,6926.9,203.2,X6926.9 Y203.2,0.017513198101904784,"[4.001984668890622, 3.9920097434923023, 4.011546054192119, 4.040269559888298, 4.0286087095486325]",2.4407098293304443,2025-01-23_13-15-19
V,B,1138,4.048097370944113,True,5,622.8771365084515,0.9173408,6918.9,203.2,X6918.9 Y203.2,0.013522038944272478,"[4.075775886634902, 4.044134203506439, 4.07080984807479, 4.052852496611894, 4.04325520417136]",2.708266258239746,2025-01-23_13-15-21
V,B,1137,4.128743414134112,True,5,584.8522489156984,0.897907,6910.9,203.2,X6910.9 Y203.2,0.0263429901558662,"[4.127887398792892, 4.109841385942582, 4.17467806789017, 4.133769026170056, 4.1755934846798555]",2.4735608100891113,2025-01-23_13-15-24
V,B,1136,4.291835619280899,True,5,557.5149246796983,0.9224703,6902.9,203.2,X6902.9 Y203.2,0.03533584779677793,"[4.285999900291457, 4.347465786335908, 4.293216864799789, 4.285876070398188, 4.370110175726888]",2.5048418045043945,2025-01-23_13-15-26
V,B,1135,4.364469181937283,True,5,527.5557793033928,0.9109216,6894.9,203.2,X6894.9 Y203.2,0.03922644856678111,"[4.2776352926846775, 4.350963165199981, 4.383819247630923, 4.339376598039834, 4.385123011453506]",3.266538143157959,2025-01-23_13-15-29
V,B,1134,4.5269330472112355,True,5,506.3847935925785,0.8848307,6886.9,203.2,X6886.9 Y203.2,0.005870419540588961,"[4.523743081976962, 4.530068978449854, 4.533927626328596, 4.52551909662225, 4.51664145703354]",3.037839889526367,2025-01-23_13-15-33
V,B,1133,4.594838622052556,True,5,482.15604390510066,0.8917031,6878.9,203.2,X6878.9 Y203.2,0.03254896295546645,"[4.585961913880618, 4.668398947742322, 4.595286343868792, 4.591111369172742, 4.64051661337323]",2.5634403228759766,2025-01-23_13-15-35
V,B,1132,4.596142297825301,True,5,457.3648941902815,0.8810539,6870.9,203.2,X6870.9 Y203.2,0.03264236386410148,"[4.580481021152599, 4.6658329272637475, 4.606204878513927, 4.586494022460196, 4.640822558243842]",2.3934216499328613,2025-01-23_13-15-37
V,B,1131,4.620852660137246,True,5,435.8923781183791,0.8878624,6862.9,203.2,X6862.9 Y203.2,0.0236365555096158,"[4.620813203472455, 4.672723661485792, 4.621355123052308, 4.611285500928269, 4.655738877552429]",2.449045419692993,2025-01-23_13-15-40
V,B,1130,4.8507838258358404,True,5,425.74414776972856,0.8927526,6854.9,203.2,X6854.9 Y203.2,0.027903975705002696,"[4.8387424860233015, 4.860590413785746, 4.804083687981721, 4.806935800766768, 4.873694108271519]",2.555760622024536,2025-01-23_13-15-42
V,B,1129,4.844935264458267,True,5,406.31433312288294,0.89761883,6846.9,203.2,X6846.9 Y203.2,0.0037913065045485253,"[4.846732152867763, 4.845411782617929, 4.836420069485345, 4.840486621346826, 4.844683015044643]",2.90671443939209,2025-01-23_13-15-45
V,B,1128,4.5279233050829735,True,5,376.02355544871926,0.8902452,6838.9,203.2,X6838.9 Y203.2,0.006797069765604218,"[4.51292508872298, 4.5300116873871685, 4.517472668845543, 4.528331143457702, 4.527664272313219]",2.874802350997925,2025-01-23_13-15-48
