layer,side,wire_number,tension
U,A,487,5.518990425393473
U,A,488,5.859581988465959
U,A,489,3.3424632076761096
U,A,490,5.703498797513879
U,A,491,6.399554630253597
U,A,492,5.8924011022435225
U,A,493,5.6146929426627965
U,A,494,5.43966130022432
U,A,495,5.566015384925991
U,A,496,5.417020456624071
U,A,497,5.529196526101743
U,A,498,5.628833936262208
U,A,499,5.891204416599308
U,A,500,5.667606826393944
U,A,501,5.437197086828125
U,A,502,5.265083163098489
U,A,503,5.515650569468634
U,A,504,5.526798743882487
U,A,505,5.891257555395566
U,A,506,5.586500649780759
U,A,507,5.4682604664550585
U,A,508,5.50045319769866
U,A,509,5.499718010784916
U,A,510,4.6669254158273885
U,A,511,6.171713674777347
U,A,512,5.934272586332811
U,A,513,5.631661762280169
U,A,514,6.063383651812205
U,A,515,5.9876607973095535
U,A,516,6.159657742129195
U,A,517,5.696224431522457
U,A,518,5.379451443513211
U,A,519,5.785870707248539
U,A,520,6.273142173226925
U,A,521,5.854778094880263
U,A,522,6.234002717039983
U,A,523,5.9242614676637295
U,A,524,5.615450994420776
U,A,525,2.250626458332674
U,A,526,5.627720329435141
U,A,527,5.579520880462927
U,A,528,6.237266940968839
U,A,529,5.668756722987722
U,A,530,5.579390687316148
U,A,531,6.237620018299646
U,A,532,6.235687965880812
U,A,533,5.919091676193355
U,A,534,6.141387351231737
U,A,535,5.471570898783395
U,A,536,5.524555158707844
U,A,537,5.912229963225425
U,A,538,6.066302033765478
U,A,539,5.564842018185203
U,A,540,6.08039299785292
U,A,541,6.201867665003123
U,A,542,5.576839389776091
U,A,543,5.502463085700176
U,A,544,5.486378872795463
U,A,545,5.611563507976448
U,A,546,5.961118355822512
U,A,547,6.423871965923687
U,A,548,5.6967476185135
U,A,549,5.62448387803711
U,A,550,5.983256391275367
U,A,551,5.941948970613907
U,A,552,5.407279638661306
U,A,553,5.597406007501506
U,A,554,5.53371605050583
U,A,555,5.761570322026983
U,A,556,5.691150634050665
U,A,557,5.5287751216140295
U,A,558,5.556735089828031
U,A,559,5.749813492872803
U,A,560,5.468263463077884
U,A,561,6.180746534057587
U,A,562,5.838704527289012
U,A,563,5.910663628157666
U,A,564,5.159978451471589
U,A,565,5.539166047678485
U,A,566,5.592562284665961
U,A,567,5.57376900014162
U,A,568,5.241173577545816
U,A,569,5.250289788039054
U,A,570,5.276139076254005
U,A,571,5.266681790627811
U,A,572,5.475975392742944
U,A,573,5.191911191764486
U,A,574,6.034660159368051
U,A,575,6.00604286761662
U,A,576,6.03053401078377
U,A,577,5.423411096313186
U,A,578,5.929465073704398
U,A,579,5.456592498531532
U,A,580,5.437506261575782
U,A,581,5.304419816039825
U,A,582,5.847855128617431
U,A,583,5.249399935313826
U,A,584,5.451174943198246
U,A,585,5.156135546429313
U,A,586,5.99991989722435
U,A,587,5.258825412734394
U,A,588,5.689448840268945
U,A,589,5.270120625882036
U,A,590,5.19974105796381
U,A,591,5.916623141850736
U,A,592,5.183728708422356
U,A,593,5.346999194929927
U,A,594,5.926150757724103
U,A,595,5.89934470217041
U,A,596,5.188455537209562
U,A,597,5.092624491969783
U,A,598,5.496681714717461
U,A,599,5.259798504065103
U,A,600,5.106821177515241
U,A,601,5.353827756921371
U,A,602,6.027198997451337
U,A,603,5.171768228887176
U,A,604,5.798465343053206
U,A,605,5.931335354621454
U,A,606,5.490550263764997
U,A,607,5.6439688399396095
U,A,608,5.26415252546019
U,A,609,5.09470314547998
U,A,610,6.201997596070779
U,A,611,5.453462238943178
U,A,612,5.294005898469478
U,A,613,5.116852329281741
U,A,614,5.174850072359479
U,A,615,5.770034988023353
U,A,616,5.252821364889932
U,A,617,5.004036143805045
U,A,618,5.013263789999114
U,A,619,5.418899200978461
U,A,620,5.540239872079156
U,A,621,5.5133964292683535
U,A,622,5.038069454809922
U,A,623,5.312913114327243
U,A,624,5.609519781809067
U,A,625,5.526985440037703
U,A,626,5.248304381136162
U,A,627,5.128060703389893
U,A,628,5.3542765978172255
U,A,629,5.218972577905356
U,A,630,5.491731136147093
U,A,631,4.648674706964713
U,A,632,5.347178670505274
U,A,633,5.160943060760083
U,A,634,5.076668816394715
U,A,635,5.294696946887148
U,A,636,5.160963873163103
U,A,637,5.364835472417762
U,A,638,6.0027792015656765
U,A,639,6.172928657218105
U,A,640,5.444800533479098
U,A,641,5.493805795677729
U,A,642,6.175331667584262
U,A,643,5.805849993365918
U,A,644,6.197327386249632
U,A,645,5.9831979231750925
U,A,646,6.038499871444666
U,A,647,5.75966054231155
U,A,648,6.093403864944647
U,A,649,5.8334182031873
U,A,650,5.1776568654819295
U,A,651,6.137663453093744
U,A,652,5.865578019474672
U,A,653,5.461339799235437
U,A,654,5.360345553119572
U,A,655,5.198894561308447
U,A,656,5.59276793755659
U,A,657,6.046078409119342
U,A,658,5.774731960936145
U,A,659,5.90727665227597
U,A,660,5.581737906946967
U,A,661,5.726875993348176
U,A,662,5.898565495819313
U,A,663,5.618350585486579
U,A,664,5.1935537485094105
U,A,665,5.784096348997639
U,A,666,6.106100148639404
U,A,667,5.74964631594426
U,A,668,5.582482489717651
U,A,669,5.231654657015266
U,A,670,5.684109901433574
U,A,671,5.592832957805757
U,A,672,6.283049600090839
U,A,673,5.680030491834334
U,A,674,5.60578227258207
U,A,675,5.571938904082589
U,A,676,5.048472281579598
U,A,677,5.822155202494229
U,A,678,5.366951721745652
U,A,679,6.115277261991151
U,A,680,5.38549208018726
U,A,681,5.418570862788885
U,A,682,5.17973515435084
U,A,683,5.353286167169021
U,A,684,5.378668750030795
U,A,685,5.586359211794441
U,A,686,5.196595106735708
U,A,687,5.6530259311628885
U,A,688,5.318259366662884
U,A,689,5.582939455653496
U,A,690,5.749322999250546
U,A,691,5.1720104938937705
U,A,692,6.048409394089543
U,A,693,6.03810307025474
U,A,694,5.745884554882926
U,A,695,5.634077249998624
U,A,696,6.125495176630206
U,A,697,5.424194059013495
U,A,698,5.337227119028061
U,A,699,6.094196344007333
U,A,700,5.8960479423083205
U,A,701,5.900285220706493
U,A,702,5.720460193750369
U,A,703,5.941834308545489
U,A,704,5.701862963381035
U,A,705,5.81069506884435
U,A,706,5.7931550731102055
U,A,707,5.818270318941804
U,A,708,6.031635324053695
U,A,709,5.522586094646006
U,A,710,5.793045549286568
U,A,711,5.849660937998763
U,A,712,5.7493877933404045
U,A,713,6.1785844809364585
U,A,714,5.567077957481224
U,A,715,5.71443213384711
U,A,716,5.3645525473368725
U,A,717,5.208938198400116
U,A,718,5.369546416199028
U,A,719,5.589533849719257
U,A,720,6.395043280903664
U,A,721,6.374793759470079
U,A,722,6.135437883054438
U,A,723,6.001870961785045
U,A,724,5.942692785168847
U,A,725,5.804682756026162
U,A,726,6.0933370781023095
U,A,727,5.245176198138677
U,A,728,5.536188062989281
U,A,729,5.538035149096005
U,A,730,4.840273321896268
U,A,731,5.167307874417969
U,A,732,5.06143863428638
U,A,733,5.103799524726102
U,A,734,4.877034129730556
U,A,735,4.632225994216779
U,A,736,6.072326509875318
U,A,737,6.381221897009057
U,A,738,6.275101056324995
U,A,739,5.751618649023928
U,A,740,5.609020497077247
U,A,741,6.246508919675159
U,A,742,6.333523470994139
U,A,743,6.15826541387422
U,A,744,6.147610999064178
U,A,745,5.591582240208773
U,A,746,5.743318355387215
U,A,747,6.168931841686826
U,A,748,5.2946496789897
U,A,749,5.928648924324542
U,A,750,6.398587415592263
U,A,751,6.2851579053940565
U,A,752,5.979964171478773
U,A,753,5.538315489518743
U,A,754,6.099585865642228
U,A,755,5.973153345299162
U,A,756,6.34022091683939
U,A,757,5.405514517674907
U,A,758,5.545512848693489
U,A,759,6.695802220954783
U,A,760,6.003615850782326
U,A,761,6.518518183585512
U,A,762,6.059688386204141
U,A,763,6.850916041140115
U,A,764,6.831125880629058
U,A,765,6.5420157228176095
U,A,766,6.37647336839905
U,A,767,6.688268645975957
U,A,768,5.114397290363431
U,A,769,4.975838854642669
U,A,770,5.548707277040248
U,A,771,4.650009043448912
U,A,772,4.82925900102799
U,A,773,5.39889229178643
U,A,774,4.681713047808679
U,A,775,5.23485578019599
U,A,776,6.083026071784522
U,A,777,6.236208486918652
U,A,778,6.087673317474097
U,A,779,6.719735180565677
U,A,780,6.827034031681731
U,A,781,6.3069900847478
U,A,782,6.7025166844578346
U,A,783,6.058252946557706
U,A,784,6.192691570847151
U,A,785,6.907202137097092
U,A,786,5.827451274993917
U,A,787,6.486758795692751
U,A,788,6.686152680081542
U,A,789,6.612702266356418
U,A,790,6.0548447742291245
U,A,791,6.241497601211932
U,A,792,2.7575169331328038
U,A,793,6.150332916248708
U,A,794,5.723709204302632
U,A,795,6.385881647012752
U,A,796,6.1880141006106
U,A,797,6.103768105535796
U,A,798,6.215657254098146
U,A,799,5.39725515138691
U,A,800,5.978200890772484
U,A,801,5.707109485109238
U,A,802,5.409533140540163
U,A,803,6.114029695641632
U,A,804,5.77715665028434
U,A,805,5.248702037562988
U,A,806,5.624390365259442
U,A,807,5.419255271831152
U,A,808,5.374075696590772
U,A,809,6.183983512887304
U,A,810,5.637256378050011
U,A,811,5.5871217358615946
U,A,812,6.011890372486162
U,A,813,6.221176254004052
U,A,814,5.5955241862272125
U,A,815,5.233143705176978
U,A,816,5.730279144315991
U,A,817,6.105020809300563
U,A,818,6.183863374517524
U,A,819,5.475652331288336
U,A,820,2.5098551506460063
U,A,821,5.538724470527262
U,A,822,5.7865264368876135
U,A,823,5.912555337317466
U,A,824,5.891850758205101
U,A,825,6.046997918884719
U,A,826,6.199570320427974
U,A,827,6.174809435716344
U,A,828,5.569056161795151
U,A,829,5.677228112037774
U,A,830,5.413872950160801
U,A,831,6.13281441411252
U,A,832,6.125877757808734
U,A,833,5.105603638569829
U,A,834,6.222535921569137
U,A,835,5.548349259139824
U,A,836,5.726183985879911
U,A,837,5.83851061692118
U,A,838,5.827239209956522
U,A,839,6.245980845296959
U,A,840,6.04281189780985
U,A,841,5.6107224908705495
U,A,842,6.207450852183989
U,A,843,6.156500343691371
U,A,844,6.251338983285873
U,A,845,6.301439895434042
U,A,846,5.550631632444308
U,A,847,6.2325055906262
U,A,848,6.042606000913215
U,A,849,5.804869602305742
U,A,850,6.017001167820289
U,A,851,6.0463476624328525
U,A,852,6.3091400876942885
U,A,853,5.618893626217608
U,A,854,5.490713094925991
U,A,855,6.217633673810506
U,A,856,5.575535849996888
U,A,857,5.940496770500023
U,A,858,6.150593289748072
U,A,859,5.699486637699501
U,A,860,5.245486676995212
U,A,861,5.71338926097128
U,A,862,6.012685800349392
U,A,863,5.480110974650173
U,A,864,5.521292963784457
U,A,865,5.462138398779557
U,A,866,6.397733357144244
U,A,867,6.346187544975002
U,A,868,6.417145317691683
U,A,869,6.377810371134389
U,A,870,6.255979335426873
U,A,871,6.10417399730346
U,A,872,5.874378243059271
U,A,873,5.682140838258686
U,A,874,5.765727336184432
U,A,875,6.024951351973008
U,A,876,5.436847360407915
U,A,877,5.652233110154482
U,A,878,6.380591222784504
U,A,879,5.737313065290537
U,A,880,6.234934547539294
U,A,881,6.336067435117881
U,A,882,5.964629710156672
U,A,883,6.019673079811385
U,A,884,4.960808403947715
U,A,885,5.995910423485536
U,A,886,5.931930549508039
U,A,887,5.890464048023752
U,A,888,5.637666639032384
U,A,889,6.18568620771924
U,A,890,5.0195618843180325
U,A,891,5.556385012205114
U,A,892,5.383924317277759
U,A,893,5.692045534340948
U,A,894,5.67828529466901
U,A,895,5.085483176267739
U,A,896,5.680535919977131
U,A,897,5.258883735471759
U,A,898,5.0777661011645225
U,A,899,5.664268365017909
U,A,900,5.172012388574483
U,A,901,6.2147634812397206
U,A,902,5.694120302930024
U,A,903,6.121622981872799
U,A,904,6.017101079937388
U,A,905,5.571353810606497
U,A,906,5.413615175954432
U,A,907,5.193601800995234
U,A,908,5.247491469527515
U,A,909,5.761146338486689
U,A,910,5.023735171674323
U,A,911,5.829719359558102
U,A,912,5.464279647276182
U,A,913,6.218635388441921
U,A,914,4.646978467023806
U,A,915,5.990050940799685
U,A,916,4.988175418042452
U,A,917,5.124724779514501
U,A,918,5.136867048210567
U,A,919,5.965215627105118
U,A,920,6.255625310659754
U,A,921,6.05440484981612
U,A,922,5.8983187225298455
U,A,923,5.0940782400699325
U,A,924,5.114653983033818
U,A,925,5.675350913229419
U,A,926,5.36238075047795
U,A,927,5.262696893072996
U,A,928,5.258291031881251
U,A,929,6.1927769915464905
U,A,930,5.023995751341751
U,A,931,5.191064318456591
U,A,932,6.225916507389513
U,A,933,5.189224948600738
U,A,934,5.437525891605079
U,A,935,6.122154707469248
U,A,936,5.738850369516025
U,A,937,5.502853566023072
U,A,938,5.390909885181308
U,A,939,6.464476361511738
U,A,940,5.887211289832878
U,A,941,6.134371420322082
U,A,942,5.870600157778021
U,A,943,5.720817470200113
U,A,944,5.746874546115266
U,A,945,5.763939869049651
U,A,946,6.172135884605575
U,A,947,4.993738376231814
U,A,948,5.664732521412718
U,A,949,4.595394049731477
U,A,950,5.536929299761306
U,A,951,5.2876678124789365
U,A,952,5.246893863912686
U,A,953,5.694134671381775
U,A,954,5.372036341008973
U,A,955,5.540467075581967
U,A,956,5.36865611908082
U,A,957,5.623181080972609
U,A,958,6.039174247254187
U,A,959,5.62509601055346
U,A,960,6.038042505909355
U,A,961,6.327825211687929
U,A,962,6.02742592458048
U,A,963,5.812798755849173
U,A,964,1.2608397225088808
U,A,965,5.120443320668255
U,A,966,5.798964856303682
U,A,967,5.591285157667628
U,A,968,5.587028684323602
U,A,969,5.256680106895047
U,A,970,5.440717728907423
U,A,971,6.025742558520064
U,A,972,5.411819123646866
U,A,973,5.192239832482485
U,A,974,5.287278505666007
U,A,975,5.228698917144882
U,A,976,5.692508337397273
U,A,977,5.144639552326983
U,A,978,5.623839907507264
U,A,979,5.457228937244566
U,A,980,5.141770597077726
U,A,981,5.621611164341851
U,A,982,5.988999963725922
U,A,983,5.845690711299201
U,A,984,4.992149563087141
U,A,985,5.987993768751882
U,A,986,5.115047682901977
U,A,987,5.208891158960213
U,A,988,5.177553708586971
U,A,989,5.597719803530325
U,A,990,5.840499871417185
U,A,991,5.146995336318131
U,A,992,5.336795228046065
U,A,993,5.245068383374739
U,A,994,5.273744258569286
U,A,995,5.235126108271968
U,A,996,5.362400732181921
U,A,997,5.188187895034686
U,A,998,5.221653988128015
U,A,999,5.107862902333964
U,A,1000,5.060316712649193
U,A,1001,5.4997974976128345
