layer,side,wire_number,tension
U,A,1002,5.602881103087766
U,A,1003,4.864864906296953
U,A,1004,5.47094364560917
U,A,1005,5.603799959620404
U,A,1006,5.435713545718186
U,A,1007,5.305762309250842
U,A,1008,5.346483934587155
U,A,1009,5.352469742606448
U,A,1010,5.552408393774192
U,A,1011,5.606009309082985
U,A,1012,5.412480026403295
U,A,1013,5.563651937248804
U,A,1014,5.284248356069706
U,A,1015,5.396102899953576
U,A,1016,5.346008706108462
U,A,1017,5.352403324717233
U,A,1018,5.124613081769073
U,A,1019,5.480725210617907
U,A,1020,5.465603796020697
U,A,1021,5.4232030538015845
U,A,1022,5.328009305970667
U,A,1023,5.412723993201505
U,A,1024,5.416707315756022
U,A,1025,5.253252099559229
U,A,1026,5.312162730564582
U,A,1027,5.530813682858949
U,A,1028,5.114639026925008
U,A,1029,5.910774944964017
U,A,1030,5.611923104725262
U,A,1031,5.856462644074752
U,A,1032,5.796769732705381
U,A,1033,5.236349622347171
U,A,1034,5.581720548526896
U,A,1035,5.493880460902678
U,A,1036,5.496732003170698
U,A,1037,5.26440862206703
U,A,1038,5.271482559033043
U,A,1039,5.565264439818248
U,A,1040,5.044087557760506
U,A,1041,5.037945782358173
U,A,1042,5.069317890015832
U,A,1043,5.005282648257652
U,A,1044,5.387547945548981
U,A,1045,4.827736448258229
U,A,1046,7.048981562199451
U,A,1047,5.528926301223822
U,A,1048,5.269924299329929
U,A,1049,6.6534791451042
U,A,1050,6.81048915985363
U,A,1051,6.825113696865185
U,A,1052,4.999794001537687
U,A,1053,6.418274174199524
U,A,1054,6.581356722530362
U,A,1055,6.488075635511534
U,A,1056,5.4175383795019725
U,A,1057,6.63611843290142
U,A,1058,5.167508578721989
U,A,1059,7.028522744842494
U,A,1060,5.311419461881949
U,A,1061,5.530024398304921
U,A,1062,6.861687358668339
U,A,1063,5.882525874268852
U,A,1064,5.619823509808151
U,A,1065,5.455157550793812
U,A,1066,5.515964234759979
U,A,1067,5.031195416329085
U,A,1068,5.547733157099831
U,A,1069,5.693694911623215
U,A,1070,5.548414663720682
U,A,1071,5.89612372958797
U,A,1072,6.583672009070933
U,A,1073,6.6153772282547685
U,A,1074,5.55657059399014
U,A,1075,6.900603175111089
U,A,1076,5.743587602698091
U,A,1077,5.71468078472059
U,A,1078,5.728475845487164
U,A,1079,5.588418307507064
U,A,1080,6.893353264022686
U,A,1081,5.278212320354293
U,A,1082,5.786027373978268
U,A,1083,5.625141467091418
U,A,1084,5.826214841561383
U,A,1085,5.73099887492505
U,A,1086,5.827587193802992
U,A,1087,6.50635389700531
U,A,1088,5.840732206172474
U,A,1089,5.061543925621504
U,A,1090,6.628509561998384
U,A,1091,5.827393252563452
U,A,1092,5.603735340863469
U,A,1093,5.363899587158578
U,A,1094,5.922632127888913
U,A,1095,5.490462897882837
U,A,1096,6.232816844605607
U,A,1097,6.103463564205216
U,A,1098,5.901989388713564
U,A,1099,5.692300850702108
U,A,1100,6.56563511501581
U,A,1101,5.803555003712458
U,A,1102,6.0176859414223935
U,A,1103,5.78835534206086
U,A,1104,6.053158473170372
U,A,1105,5.875401888099318
U,A,1106,5.494414660677525
U,A,1107,6.165487256890785
U,A,1108,6.590145591638471
U,A,1109,6.291806364940334
U,A,1110,5.998073416612136
U,A,1111,5.902703101726042
U,A,1112,5.775092556611686
U,A,1113,6.294963222991735
U,A,1114,6.4195939615241215
U,A,1115,6.628687370088232
U,A,1116,6.163951111667594
U,A,1117,6.11503501043606
U,A,1118,5.993026964652322
U,A,1119,5.696175857906669
U,A,1120,6.418954712900574
U,A,1121,5.956934178916312
U,A,1122,5.435691902270137
U,A,1123,5.891390199780861
U,A,1124,6.602958912443841
U,A,1125,4.801814277904301
U,A,1126,6.005582266373877
U,A,1127,5.717453358826436
U,A,1128,5.930568768449214
U,A,1129,4.252308262575223
U,A,1130,3.6803373576876655
U,A,1131,5.72058318917965
U,A,1132,5.666142611133018
U,A,1133,4.193759986131002
U,A,1134,3.9310440673254954
U,A,1135,4.011096389584677
U,A,1136,6.726031864176149
U,A,1137,5.9353431274029385
U,A,1138,5.794833169266738
U,A,1139,5.703190521704467
U,A,1140,6.799814572609626
U,A,1141,6.948753534949304
U,A,1142,5.817952563914812
U,A,1143,5.918107645806021
U,A,1144,5.889819809199658
U,A,1145,4.676459545395868
U,A,1146,6.264239440450301
U,A,1147,0.0
U,A,1148,0.0
U,A,1149,0.0
U,A,1150,0.0
U,A,1151,0.0
U,B,8,6.019782804828777
U,B,9,5.359390771124802
U,B,10,5.096052938680505
U,B,11,5.011418522989095
U,B,12,4.9744431315440805
U,B,13,4.964257286246228
U,B,14,5.003725809373818
U,B,15,4.778105040896172
U,B,16,4.88223904385148
U,B,17,5.079695861085535
U,B,18,4.951846141284829
U,B,19,5.156840547339304
U,B,20,5.056677836283774
U,B,21,4.851874243169331
U,B,22,5.530260203563024
U,B,23,5.705381110682157
U,B,24,5.477124808765991
U,B,25,4.754077660558793
U,B,26,5.587393248104697
U,B,27,5.475654916616814
U,B,28,5.809593671341277
U,B,29,5.823177471733874
U,B,30,5.595061844975109
U,B,31,5.595724254234801
U,B,32,5.913854008433884
U,B,33,3.647693481779328
U,B,34,6.036966698424514
U,B,35,5.82694831736549
U,B,36,6.061395775659802
U,B,37,5.8457854988049816
U,B,38,6.191717506785296
U,B,39,6.038202839278407
U,B,40,6.211122466253518
U,B,41,5.554228838078808
U,B,42,6.183235572408575
U,B,43,6.181126244233343
U,B,44,6.318821864603621
U,B,45,6.226508300315324
U,B,46,5.994542582384992
U,B,47,6.130180568316183
U,B,48,5.638214309422955
U,B,49,6.115936866190516
U,B,50,6.088173539717359
U,B,51,5.815823553140879
U,B,52,6.104426585140736
U,B,53,5.68962390194337
U,B,54,6.143345127128078
U,B,55,6.190233523976622
U,B,56,5.979158617068729
U,B,57,5.894718847094704
U,B,58,6.0817665735941056
U,B,59,5.74852773739197
U,B,60,5.858779021644031
U,B,61,6.083423841465009
U,B,62,5.93993693518748
U,B,63,5.370895936197639
U,B,64,5.700771259626233
U,B,65,6.003945291659987
U,B,66,5.927981545218843
U,B,67,5.834874504854683
U,B,68,5.200695650636093
U,B,69,5.733412465016798
U,B,70,5.966216741200652
U,B,71,6.057006171266842
U,B,72,5.869320971421216
U,B,73,5.958256730985757
U,B,74,5.703758630518979
U,B,75,5.738090638513164
U,B,76,5.980544190937411
U,B,77,5.854317551172088
U,B,78,5.5830196749713705
U,B,79,5.966838975551397
U,B,80,5.601641334777711
U,B,81,5.987262807158527
U,B,82,5.992005267520621
U,B,83,5.805990770515927
U,B,84,6.065440204498186
U,B,85,5.721085267530222
U,B,86,5.989686335022634
U,B,87,5.939901971389777
U,B,88,6.054013721821183
U,B,89,6.130984903687161
U,B,90,6.236184541017416
U,B,91,6.288643481850034
U,B,92,5.787626283546575
U,B,93,6.405829197643515
U,B,94,6.162572001608742
U,B,95,6.017338201045581
U,B,96,6.08891145215479
U,B,97,5.936631578821967
U,B,98,6.110910128228733
U,B,99,6.173877857465843
U,B,100,5.98308438786933
U,B,101,6.540090061624274
U,B,102,6.276222003897972
U,B,103,5.942271852146953
U,B,104,6.020459611761592
U,B,105,5.543833708997632
U,B,106,6.32823054625895
U,B,107,6.318185981047497
U,B,108,7.070928479717362
U,B,109,6.635853539088876
U,B,110,6.041088571290235
U,B,111,5.476006129122863
U,B,112,6.212258115001963
U,B,113,5.04728392384393
U,B,114,6.51030211085537
U,B,115,5.220444387320334
U,B,116,6.2187983133233145
U,B,117,5.393866735237779
U,B,118,6.301264298127967
U,B,119,6.342603302374027
U,B,120,6.395003768355847
U,B,121,6.701404642328253
U,B,122,5.695634923297752
U,B,123,5.331436029665341
U,B,124,5.420517336866333
U,B,125,5.462816506188928
U,B,126,5.387493968791908
U,B,127,5.150797746936689
U,B,128,5.201407130233923
U,B,129,5.3459210773435215
U,B,130,5.061127340587559
U,B,131,5.367728332477003
U,B,132,5.602633798457696
U,B,133,5.628773858191893
U,B,134,5.581602141317503
U,B,135,5.650222928425239
U,B,136,5.495042190603034
U,B,137,5.637624786423543
U,B,138,5.832737517460659
U,B,139,5.896602516051717
U,B,140,5.771628631961298
U,B,141,5.756161061303522
U,B,142,5.567741879342991
U,B,143,5.600896922622569
U,B,144,5.4899541181942855
U,B,145,5.743101822146596
U,B,146,5.849800124437586
U,B,147,5.721942176264225
U,B,148,5.7589940262798205
U,B,149,5.546303888303386
U,B,150,5.631768749976165
U,B,151,5.456570191161147
U,B,152,5.364837227417544
U,B,153,5.551589142669693
U,B,154,5.4343406932027865
U,B,155,5.552704146962711
U,B,156,5.725331902307348
U,B,157,5.802319609437396
U,B,158,5.6472352650496624
U,B,159,5.649720788919411
U,B,160,5.819839370397093
U,B,161,5.781177997505015
U,B,162,5.781160810217448
U,B,163,5.683341646689357
U,B,164,5.660898181845852
U,B,165,5.851260703256574
U,B,166,5.7309876313263
U,B,167,5.555511242327796
U,B,168,5.514639921913403
U,B,169,5.557446608259617
U,B,170,5.60581648138238
U,B,171,5.7874116599138326
U,B,172,5.450976774527795
U,B,173,5.364278769666437
U,B,174,5.772058511000288
U,B,175,5.406589245867203
U,B,176,5.374199447884537
U,B,177,5.302144785119164
U,B,178,5.376202697518275
U,B,179,5.518014006558473
U,B,180,5.383806033138293
U,B,181,5.1604049192708
U,B,182,5.605595024546649
U,B,183,5.829782817806605
U,B,184,6.008021541633488
U,B,185,5.702817101824063
U,B,186,5.540537398534034
U,B,187,5.331069758686732
U,B,188,5.4512235117996495
U,B,189,5.68470649757501
U,B,190,5.217530967021942
U,B,191,5.785023023641055
U,B,192,5.849741256724072
U,B,193,5.462047099620358
U,B,194,5.718658987676007
U,B,195,5.673190990698497
U,B,196,5.456000343431963
U,B,197,5.643299430668759
U,B,198,5.256861617231331
U,B,199,5.258644476170503
U,B,200,5.272644479893637
U,B,201,5.296585092438401
U,B,202,5.3197755189073215
U,B,203,5.44072744479016
U,B,204,5.070021883178084
U,B,205,5.0892909224535146
U,B,206,5.106297447418786
U,B,207,5.294514156345713
U,B,208,5.185242770063128
U,B,209,5.481029167511256
U,B,210,5.495610875565075
U,B,211,5.096093484313131
U,B,212,5.5266279675628045
U,B,213,5.219564800460512
U,B,214,5.558344538770613
U,B,215,5.609567670819251
U,B,216,5.574586288778531
U,B,217,5.215069892830641
U,B,218,5.847300322084421
U,B,219,5.771309798252079
U,B,220,5.659782482253126
U,B,221,5.729719739982086
U,B,222,5.505250453783166
U,B,223,5.286763122713709
U,B,224,5.585656456962779
U,B,225,6.530078576201131
U,B,226,5.611795797697233
U,B,227,5.365805743594973
U,B,228,5.553690723626226
U,B,229,5.691785873159412
U,B,230,5.651894867719393
U,B,231,5.736514906127369
U,B,232,6.401597686056332
U,B,233,5.350137827472249
U,B,234,5.472753736308246
U,B,235,5.656439284515554
U,B,236,5.588632794641419
U,B,237,5.799619850049684
U,B,238,6.71828145783576
U,B,239,5.650179805308388
U,B,240,5.458115995213493
U,B,241,5.622131892506263
U,B,242,5.759960293092001
U,B,243,5.541805383798235
U,B,244,5.876130557551965
U,B,245,5.71431504074549
U,B,246,5.298158714968631
U,B,247,5.555271909745796
U,B,248,5.624505079392742
U,B,249,5.794757115382303
U,B,250,5.64626573148436
U,B,251,5.707302060826166
U,B,252,5.633199647439426
U,B,253,5.635654155266061
U,B,254,5.77806842258026
U,B,255,5.526438825628087
U,B,256,5.85224966796422
U,B,257,5.638921000368811
U,B,258,5.602430546055782
U,B,259,5.834892820160123
U,B,260,5.392610071412263
U,B,261,5.369932911388784
U,B,262,5.788409026911234
U,B,263,5.431416047276545
U,B,264,5.481156277339304
U,B,265,5.5868292322727005
U,B,266,5.769723220081892
U,B,267,5.698603380176748
U,B,268,5.635248588173685
U,B,269,5.575623716751865
U,B,270,5.690855761088981
U,B,271,5.587720815886199
U,B,272,5.7228956230441455
U,B,273,5.829021363228547
U,B,274,5.5537246050171385
U,B,275,5.996023577626804
U,B,276,5.741559174999371
U,B,277,5.520605385188446
U,B,278,5.6134210968143305
U,B,279,5.773875861270005
U,B,280,5.733847709600861
U,B,281,5.557343830746461
U,B,282,5.671810784532133
U,B,283,5.661657307361599
U,B,284,6.066442861638446
U,B,285,5.591595915969821
U,B,286,5.660283680680218
U,B,287,5.609521567506829
U,B,288,6.075121184914012
U,B,289,5.866944175953257
U,B,290,5.846766317825021
U,B,291,5.770246321961999
U,B,292,5.838583627663586
U,B,293,5.637925281821135
U,B,294,5.707142355759582
U,B,295,5.689680917539976
U,B,296,5.696272313522712
U,B,297,5.800174891517612
U,B,298,5.720019771082996
U,B,299,5.6661327165275575
U,B,300,6.8828289434857535
U,B,301,5.803644839750337
U,B,302,5.474740757868821
U,B,303,5.586407055847846
U,B,304,5.964663996134897
U,B,305,5.932351501573203
U,B,306,5.929670579248522
U,B,307,5.726968545611558
U,B,308,5.789012725700689
U,B,309,5.7793601295694765
U,B,310,5.8335602955631165
U,B,311,5.651479276775616
U,B,312,5.771424024954543
U,B,313,6.017322549578127
U,B,314,6.073578616517542
U,B,315,5.610920109583455
U,B,316,5.484979298374235
U,B,317,5.674821200121373
U,B,318,5.555128404609342
U,B,319,5.663243895549957
U,B,320,6.914144698514154
U,B,321,5.752797536268302
U,B,322,5.414659238299468
U,B,323,5.132506898703801
U,B,324,5.535118161110899
U,B,325,5.186349941484705
U,B,326,5.5428278190304425
U,B,327,5.060031409063115
U,B,328,4.289170235191805
U,B,329,5.340589709013302
U,B,330,5.1517514961695055
U,B,331,4.885215811184665
U,B,332,4.776124900079236
U,B,333,4.9804566370703895
U,B,334,5.145254119393117
U,B,335,4.868342883957426
U,B,336,5.680963169865704
U,B,337,5.9152114849430255
U,B,338,5.617629068270944
U,B,339,5.710143347278212
U,B,340,5.559829668726585
U,B,341,5.762868007019204
U,B,342,5.626643726616348
U,B,343,5.691747552245799
U,B,344,5.744350021028697
U,B,345,5.883274590563545
U,B,346,5.917819182938911
U,B,347,5.92374216900753
U,B,348,6.090633130794343
U,B,349,6.185118549853355
U,B,350,5.616103526418019
U,B,351,5.7487721540625385
U,B,352,6.07915664823216
U,B,353,5.794287893451775
U,B,354,5.353608934901466
U,B,355,5.814391737210752
U,B,356,5.666922573056462
U,B,357,5.437642250651604
U,B,358,5.534976348539692
U,B,359,5.47169195278794
U,B,360,5.526404458779303
U,B,361,5.608734883061206
U,B,362,5.360576039117451
U,B,363,5.5211721038000725
U,B,364,5.701892670749609
U,B,365,5.911651225620321
U,B,366,5.575127456420239
U,B,367,5.929889154389679
U,B,368,5.683362598906905
U,B,369,5.161854887390772
U,B,370,4.591726043753041
U,B,371,4.63570462247205
U,B,372,4.724056404748777
U,B,373,4.4509635381779935
U,B,374,4.328634888368053
U,B,375,3.423323021968061
U,B,376,6.6316516578298526
U,B,377,5.8119924189889485
U,B,378,6.001720590512068
U,B,379,5.887589231999146
U,B,380,5.8850667965209125
U,B,381,6.101857636361649
U,B,382,5.71951245071421
U,B,383,5.6865747964114215
U,B,384,5.470821809378294
U,B,385,5.751755258603922
U,B,386,5.727798588266534
U,B,387,5.48106042055643
U,B,388,5.634496059542857
U,B,389,5.85787381130359
U,B,390,5.913868952873441
U,B,391,5.761244730507227
U,B,392,5.644087497813268
U,B,393,6.04276697477174
U,B,394,5.810885364945114
U,B,395,5.937251158537478
U,B,396,5.708604366353776
U,B,397,5.805116998300568
U,B,398,5.7425481294467495
U,B,399,5.6211018730043465
U,B,400,5.205442264636273
U,B,401,6.168727550812515
U,B,402,5.877155727170412
U,B,403,5.943877300556846
U,B,404,5.957761752025233
U,B,405,5.476978751296641
U,B,406,5.572308615312895
U,B,407,5.574781709491799
U,B,408,5.86995588416086
U,B,409,5.494891759596999
U,B,410,5.8466390398090375
U,B,411,5.416175083833678
U,B,412,5.59201475877308
U,B,413,5.705778405338463
U,B,414,5.783601752519297
U,B,415,5.478674897378668
U,B,416,5.646878996300573
U,B,417,5.913228617087545
U,B,418,5.447089292000829
U,B,419,5.686223453669475
U,B,420,6.030897511226841
U,B,421,5.388765104481552
U,B,422,5.300066764863564
U,B,423,5.738190327216093
U,B,424,5.36655115362854
U,B,425,5.87324470347677
U,B,426,5.587616640547839
U,B,427,5.728211195235085
U,B,428,5.737967104895088
U,B,429,5.848556145916686
U,B,430,5.5099783145044094
U,B,431,5.6359892363486574
U,B,432,5.16715977456527
U,B,433,5.921597817997465
U,B,434,5.775746133447746
U,B,435,5.595778539468152
U,B,436,5.644596625619963
U,B,437,5.562142330958505
U,B,438,5.629425311168581
U,B,439,5.839745192772473
U,B,440,5.959509515472791
U,B,441,5.963439658357821
U,B,442,5.869821593465013
U,B,443,5.920053862648806
U,B,444,5.540266431120702
U,B,445,6.024024556699788
U,B,446,5.9115986965515805
U,B,447,5.076849425264171
U,B,448,5.769853067309195
U,B,449,5.534526324883291
U,B,450,5.570017293682717
U,B,451,5.646351201482928
U,B,452,5.829635626375281
U,B,453,5.349794844342993
U,B,454,5.966089370281719
U,B,455,5.29157467011352
U,B,456,5.313236731696093
U,B,457,5.477542955511318
U,B,458,5.396024794185276
U,B,459,5.765513881776687
U,B,460,5.224078842953168
U,B,461,5.345620695379288
U,B,462,5.3260585669162746
U,B,463,5.545965712830745
U,B,464,5.925003043957654
U,B,465,5.645480359689964
U,B,466,5.667715245098647
U,B,467,6.033409828097061
U,B,468,5.73418336190849
U,B,469,5.561140945339421
U,B,470,5.414047240291997
U,B,471,5.748704212063683
U,B,472,5.760792410603358
U,B,473,5.802476323737396
U,B,474,6.08679573663384
U,B,475,5.388929049334241
U,B,476,5.1710824628983625
U,B,477,5.634428265420243
U,B,478,5.611344039811488
U,B,479,5.47738624827542
U,B,480,6.035865983404799
U,B,481,5.951882435714243
U,B,482,5.130760979740921
U,B,483,5.301410207755252
U,B,484,5.854634692787085
U,B,485,5.573263458229535
U,B,486,5.33465434377724
U,B,487,5.424782287391329
U,B,488,5.543925555899569
U,B,489,5.33129583855701
U,B,490,5.783441112185018
U,B,491,5.231468964672938
U,B,492,5.358163095207135
U,B,493,5.18303898832506
U,B,494,5.674613770279044
U,B,495,5.466355802552875
U,B,496,5.871672222752886
U,B,497,4.682453802489115
U,B,498,5.637042613920969
U,B,499,5.769885624688059
U,B,500,5.855170882198222
U,B,501,5.547060481557304
U,B,502,4.485260705378679
U,B,503,5.311141926711782
U,B,504,5.394945101577134
U,B,505,5.714361161599574
U,B,506,5.769814238923348
U,B,507,5.853331078914103
U,B,508,5.3285250031504985
U,B,509,5.686172263944576
U,B,510,5.08698147659094
U,B,511,5.256014279716304
U,B,512,5.439717986534141
U,B,513,5.757804626384393
U,B,514,5.850170038107319
U,B,515,5.601251441591525
U,B,516,5.604570975477661
U,B,517,5.978156182626868
U,B,518,5.405113171991007
U,B,519,5.307601445750013
U,B,520,5.641901584860452
U,B,521,5.996842013305984
U,B,522,5.414435500785017
U,B,523,5.557565184462942
U,B,524,5.416660573156217
U,B,525,5.253808609484793
U,B,526,5.347989621785993
U,B,527,5.422675539156648
U,B,528,5.856374919669872
U,B,529,5.386915516855968
U,B,530,5.411437466432866
U,B,531,5.645600208363216
U,B,532,5.777203434232918
U,B,533,5.441904536625943
U,B,534,5.588447796457936
U,B,535,6.009758199328743
U,B,536,6.100353878515766
U,B,537,5.827520904358401
U,B,538,5.8488694283653695
U,B,539,5.960255112975409
U,B,540,5.919839043228464
U,B,541,5.9894036314570265
U,B,542,5.832672305045247
U,B,543,5.739133697523197
U,B,544,6.401870986598422
U,B,545,6.499068670942115
U,B,546,6.063566062765608
U,B,547,6.24069255355675
U,B,548,6.257749090956841
U,B,549,6.073632307909671
U,B,550,6.343622641506616
U,B,551,5.696804006148917
U,B,552,5.645971394266157
U,B,553,5.860232517706389
U,B,554,6.016051313405994
U,B,555,5.925928063603505
U,B,556,5.84999346923657
U,B,557,5.872096289817128
U,B,558,5.808417503375677
U,B,559,5.931624312222332
U,B,560,5.485228420398597
U,B,561,5.555288087734291
U,B,562,5.650958448350551
U,B,563,5.915563160589846
U,B,564,5.949229140721983
U,B,565,5.905734469833202
U,B,566,6.354022093571543
U,B,567,6.0615748220073655
U,B,568,6.167075621466213
U,B,569,6.275628402886136
U,B,570,6.222647702810993
U,B,571,6.347202219974556
U,B,572,6.406660178503901
U,B,573,6.210562703785321
U,B,574,5.709933616772728
U,B,575,6.246497952572836
U,B,576,6.139765289839505
U,B,577,5.7646804378056204
U,B,578,6.043521085237783
U,B,579,6.063845283336644
U,B,580,5.627751998352423
U,B,581,5.904652308250745
U,B,582,6.006439805790522
U,B,583,5.694782507168815
U,B,584,5.816114825004984
U,B,585,6.155866904747431
U,B,586,6.037616034330629
U,B,587,6.017447535465299
U,B,588,6.0977810422694585
U,B,589,5.497748421289044
U,B,590,5.80762410993031
U,B,591,5.80062187641554
U,B,592,5.850845944228551
U,B,593,5.575503040108648
U,B,594,5.498416631345291
U,B,595,5.661720375782967
U,B,596,5.843647763708942
U,B,597,6.197018982857645
U,B,598,6.0995138737923895
U,B,599,5.850003110947002
U,B,600,6.017757549337696
U,B,601,6.211994998822867
U,B,602,6.148509096542243
U,B,603,6.091519302011425
U,B,604,5.885483132648482
U,B,605,6.009804908772309
U,B,606,5.611023672226112
U,B,607,6.025928375350575
U,B,608,5.759850070901583
U,B,609,5.815412534751305
U,B,610,5.652896687030591
U,B,611,5.699781496189042
U,B,612,5.859726683520553
U,B,613,5.804306788999389
U,B,614,5.8495856591618125
U,B,615,5.7948719237416295
U,B,616,5.824829847726618
U,B,617,5.805159778686249
U,B,618,5.802181697256196
U,B,619,5.950341086561849
U,B,620,5.674572980264994
U,B,621,5.609739895294686
U,B,622,5.6642702884269465
U,B,623,6.223257060719341
U,B,624,5.568309831621807
U,B,625,5.790043351800558
U,B,626,5.456839451326006
U,B,627,5.463780122922931
U,B,628,5.902162075416429
U,B,629,6.040600699285334
U,B,630,6.249674329617021
U,B,631,6.637877696861846
U,B,632,6.332702091573598
U,B,633,5.167578303107094
U,B,634,5.503903975120042
U,B,635,5.472078506299537
U,B,636,6.062362182578469
U,B,637,5.167832086155495
U,B,638,6.021877156456998
U,B,639,6.40118366697502
U,B,640,6.013315699588524
U,B,641,5.782693736359462
U,B,642,5.987963152540523
U,B,643,5.980455821918233
U,B,644,5.6348320428501975
U,B,645,6.093384191795008
U,B,646,5.845427246484136
U,B,647,5.855556076405674
U,B,648,5.763204477069491
U,B,649,5.829853402166569
U,B,650,5.76298400616811
U,B,651,5.844933218523786
U,B,652,6.430386360063012
U,B,653,5.53362664120367
U,B,654,5.579346584788137
U,B,655,5.643314812076081
U,B,656,5.690641451045492
U,B,657,5.518165140663084
U,B,658,5.5665010347440775
U,B,659,5.580033774562314
U,B,660,5.77645838051094
U,B,661,5.916284413886032
U,B,662,5.670333387099683
U,B,663,5.571598828216104
U,B,664,5.195406856222371
U,B,665,6.052235749745464
U,B,666,6.246079748893245
U,B,667,6.1830981712727455
U,B,668,5.766528614899597
U,B,669,5.59215256716889
U,B,670,5.557300978224008
U,B,671,5.587528707791849
U,B,672,5.73556509704101
U,B,673,5.735713832910121
U,B,674,5.71954472543789
U,B,675,5.68759569508421
U,B,676,5.785328942556099
U,B,677,6.791706358172543
U,B,678,5.385702442385734
U,B,679,5.529531862192815
U,B,680,5.633255986385567
U,B,681,5.4750570803604655
U,B,682,5.467710095166821
U,B,683,5.829916213784336
U,B,684,5.580871416022558
U,B,685,5.694435252471123
U,B,686,5.5317014230728985
U,B,687,5.671323956079356
U,B,688,5.764327557459931
U,B,689,5.741290019451886
U,B,690,5.719429945740819
U,B,691,5.702389803055378
U,B,692,5.762846559775731
U,B,693,5.738567966338231
U,B,694,5.598338396797886
U,B,695,5.16225164422407
U,B,696,5.564388949722826
U,B,697,5.789409548929134
U,B,698,6.2960501211798725
U,B,699,6.228545698802699
U,B,700,5.725290882814244
U,B,701,5.781986641237599
U,B,702,5.724259128150898
U,B,703,5.636481106763257
U,B,704,5.777019715661773
U,B,705,5.856591203524252
U,B,706,6.019132539734076
U,B,707,5.80849603783102
U,B,708,6.132327230673376
U,B,709,5.794906578735939
U,B,710,5.753601324645455
U,B,711,5.776611331992917
U,B,712,5.596842823613182
U,B,713,5.731759002613737
U,B,714,5.77964592089955
U,B,715,5.43647907219396
U,B,716,5.756606397980819
U,B,717,5.820713794970395
U,B,718,5.5870187343712585
U,B,719,5.94534367145688
U,B,720,5.606510427003749
U,B,721,5.540013361844047
U,B,722,5.748442597862373
U,B,723,5.635203079304026
U,B,724,5.606297612343369
U,B,725,6.107806671422221
U,B,726,5.731782022675535
U,B,727,5.772479545197779
U,B,728,5.6952355447780025
U,B,729,5.689519325889707
U,B,730,5.988409977533729
U,B,731,5.762089080397921
U,B,732,5.551261677523315
U,B,733,5.515503711393254
U,B,734,5.388276092874071
U,B,735,5.646892534550475
U,B,736,5.437915525518765
U,B,737,5.762796648589455
U,B,738,5.948035330966638
U,B,739,6.014759345608982
U,B,740,6.026786702259242
U,B,741,5.881681045607982
U,B,742,5.775628447981012
U,B,743,5.69528254835531
U,B,744,5.804674212858568
U,B,745,5.578475779976511
U,B,746,5.852108570035338
U,B,747,5.81652740166343
U,B,748,5.579952122462851
U,B,749,5.615861331943441
U,B,750,5.677272779451503
U,B,751,6.010417464302168
U,B,752,5.742460833787476
U,B,753,5.621101540255208
U,B,754,5.6933952691395096
U,B,755,5.815463707001965
U,B,756,5.84037198084956
U,B,757,5.997509898014844
U,B,758,5.842513057468093
U,B,759,5.77605139759349
U,B,760,5.824673514213972
U,B,761,6.136928221967035
U,B,762,5.867067633283998
U,B,763,5.744421282461491
U,B,764,5.818916701584363
U,B,765,6.088723342157654
U,B,766,5.950192559732641
U,B,767,5.848095374197384
U,B,768,5.840686588649482
U,B,769,5.77926983499278
U,B,770,5.811620606450284
U,B,771,5.915975133275329
U,B,772,5.885005681544748
U,B,773,6.09814235351191
U,B,774,5.9303441493840365
U,B,775,5.64291246125221
U,B,776,5.78351483833525
U,B,777,5.839325673715091
U,B,778,5.83867228053408
U,B,779,6.040723481469917
U,B,780,5.9276905512637175
U,B,781,5.949711430127247
U,B,782,5.970991454584479
U,B,783,6.198888944250052
U,B,784,5.8800526181904536
U,B,785,5.77354902451747
U,B,786,5.988791835301607
U,B,787,5.812201934443544
U,B,788,5.934571798257132
U,B,789,5.924357674543245
U,B,790,6.031769866166162
U,B,791,6.162031416265116
U,B,792,6.073881551211033
U,B,793,6.07205038333795
U,B,794,6.228920893266072
U,B,795,6.0058389808221655
U,B,796,6.29429387492338
U,B,797,6.226833464222278
U,B,798,5.983547425677101
U,B,799,6.37674148985888
U,B,800,6.3394947273052304
U,B,801,6.246697798963095
U,B,802,6.112557879648079
U,B,803,6.130756894103493
U,B,804,6.12563031666751
U,B,805,5.908387924309511
U,B,806,6.38602394230373
U,B,807,6.270522368669807
U,B,808,6.125088813540964
U,B,809,6.164318200445494
U,B,810,6.1584651084354185
U,B,811,6.246324910974927
U,B,812,6.299732562493082
U,B,813,6.340804840255651
U,B,814,6.246018223776954
U,B,815,6.009990220710226
U,B,816,6.040812825056685
U,B,817,6.185767007588148
U,B,818,6.285831212581599
U,B,819,6.476314898408774
U,B,820,6.260118337406661
U,B,821,6.298115020581738
U,B,822,6.397858327556734
U,B,823,6.519174989911467
U,B,824,6.509007106603513
U,B,825,6.417461261716218
U,B,826,6.14919594108448
U,B,827,6.094540653744861
U,B,828,6.505642084098168
U,B,829,6.4678342432792135
U,B,830,6.430126999759789
U,B,831,6.353512925492919
U,B,832,6.435637394468467
U,B,833,6.306179022765393
U,B,834,6.186444723918143
U,B,835,6.382070839350649
U,B,836,6.426478926162668
U,B,837,6.23886849526925
U,B,838,6.344533873536295
U,B,839,6.399635636423861
U,B,840,6.416794112257499
U,B,841,6.458215226241705
