wire_number,mu_A,mu_B,n_A,n_B
468,6.058554586097737,5.7189271134235815,6,5
469,6.002431154315864,5.691197715428203,6,5
470,5.880742263864029,5.824509661923028,6,5
471,5.943917290681236,5.665635136100117,6,5
472,5.962858623247813,5.775388279453215,6,5
473,5.8674706018236185,5.752014913794194,6,5
474,5.930688998729454,5.750064501099679,6,5
475,5.991919338788222,5.704286086463044,6,5
476,5.9043032016118735,5.576226211065041,6,5
477,5.873044021127342,5.634111002728431,6,5
478,5.664722340945872,5.6707034593864245,6,5
479,5.906436319545655,5.6762931774153005,6,5
480,5.828020974057162,5.611072805831913,6,5
481,5.869349145931357,5.797685249599023,6,5
482,5.911594985020095,5.573838684476863,6,5
483,5.838446682476236,5.621525544474228,6,5
484,5.909398763388392,5.780859507931591,6,5
485,5.9367500834143705,5.564138777484737,6,5
486,5.8354226254493575,5.699155873684048,6,5
487,5.830481880670679,5.620791922391684,6,5
488,5.810038183832345,5.732447405752116,6,5
489,5.799244555633075,5.807141232942959,6,5
490,5.814434831588504,5.651349036837191,6,5
491,5.866762172613658,5.738314778626672,6,5
492,5.856575562845876,5.723428764530454,6,5
493,5.752262892165433,5.690909737629072,6,5
494,5.913050929365722,5.758931322575367,6,5
495,5.894689001860786,5.731210915496231,6,5
496,5.897579366103054,5.789069358772534,6,5
497,5.516889295536509,5.647020349155906,6,5
498,5.971175588849121,5.896197432266858,6,5
499,5.6789705434626425,5.708877860182683,6,5
500,5.758471039227825,5.519346257746429,6,5
501,5.792910179727723,5.559298646928321,6,5
502,5.725442763461668,5.564008301419439,6,5
503,5.862567782840572,5.8408953681196145,6,5
504,5.776601571033273,5.542245523276735,6,5
505,5.926530130336578,5.542732170878776,6,5
506,5.781599532440357,5.607252924924232,6,5
507,5.803923969151389,5.515205855187295,6,5
508,5.809433672207272,5.412090119644887,6,5
509,5.575884640124645,5.481855299384692,6,5
510,5.628542196841366,5.5191057935109145,6,5
511,5.632709628428634,5.46880120967247,6,5
512,5.861100057766553,5.568833312424407,6,5
513,5.514714915963351,5.465479181784299,6,5
514,5.841055036514401,5.413568346373408,6,5
515,5.675225268525441,5.577811920411153,6,5
516,5.668718401224784,5.439936744254125,6,5
517,5.664424327697928,5.530176297080781,6,5
518,5.762391131185627,5.310944468539153,6,5
519,5.825602315866755,5.45840379780939,6,5
520,5.698788966784701,5.413792975465456,6,5
521,5.672872514222062,5.4965303223752295,6,5
522,5.711249115977836,5.5457209379189765,6,5
523,5.628424158366819,5.501681971043359,6,5
524,5.776280556298357,5.403505526677373,6,5
525,5.722011034796104,5.298536485016339,6,5
526,5.748109055072329,5.640721041290317,6,5
527,5.817096494172465,5.6841268674190815,6,5
528,5.887805226940965,5.6258772269999735,6,5
529,5.738254947398085,5.328543589583429,6,5
530,5.951804888862135,5.431636344423698,6,5
531,5.798474009341548,5.790478562715262,6,5
532,5.62333487770053,5.508959356107948,6,5
533,5.678532243833567,5.411708664340845,6,5
534,5.90632106104934,5.6052477946884816,6,5
535,5.69629597441256,5.3408962703215535,6,5
536,5.750473251184671,5.765623153763033,6,5
537,5.569575916935926,5.569299587429169,6,5
538,5.703938513076537,5.385959024702315,6,5
539,5.860317227109876,5.620816483751624,6,5
540,5.817246520079657,5.581262335739074,6,5
541,5.815339835261254,5.5503465026592895,6,5
542,5.908404449102018,5.552414124480332,6,5
543,5.9564280226602975,5.347918035862036,6,5
544,5.910190425824847,5.402070885714082,6,5
545,5.821960807378527,5.495575765445689,6,5
546,5.888342229980902,5.56178066807332,6,5
547,5.753021959994875,5.680242640708813,6,5
548,5.734585933068085,5.552256727818258,6,5
549,5.619498833992335,5.2926124569194295,6,5
550,5.713969353639104,5.640706451353201,6,5
551,5.652736504041378,5.543542765543164,6,5
552,5.6650602044412315,5.675791322451548,6,5
553,5.69451604183282,5.737116857728364,6,5
554,5.476676454524,5.688550113850491,6,5
555,5.465880302889294,5.878676302025816,6,5
556,5.501392710976631,5.845750233404269,6,5
557,5.634734493562858,5.620773647623585,6,5
558,5.603338611759105,5.660457528321796,6,5
559,5.695361130149543,5.694870265145749,6,5
560,5.59377865917927,5.714470642419343,6,5
561,5.6739654866939295,5.620837542417243,6,5
562,5.6622126399458175,5.477699393692743,6,5
563,5.721023383184056,5.480499139977097,6,5
564,5.657352821344199,5.571205838050982,6,5
565,5.578448831742164,5.509885100436115,6,5
566,5.72100347439889,5.657055916163538,6,5
567,5.814147692055562,5.920492338901825,5,5
568,5.823412930543693,5.793109418463652,6,5
569,5.805419714761824,5.489728058976474,5,5
570,5.76175303244374,5.692509495488344,6,5
571,5.659726802687093,5.667989881750211,6,5
572,5.595372089861288,5.667730203109589,6,5
573,6.076878290138843,5.78881178270511,6,5
574,5.590096236434382,5.791789608082077,6,5
575,5.594679361404987,5.647075778173115,6,5
576,5.616009549867761,5.647351573038073,6,5
577,5.597510137115297,5.5264755724629016,6,5
578,5.552889113463381,5.550668601082393,6,5
579,5.704210815165034,5.644741797078598,6,5
580,5.787821603064406,5.461528291356139,6,5
581,5.584913033825259,5.584305331605099,6,5
582,6.0375196443339965,5.377722296995203,6,5
583,5.706055817723979,5.520476741159097,6,5
584,5.92081041899555,5.600618469714231,6,5
585,5.749194557769515,5.328034654471299,6,5
586,5.6108736458566675,5.348887500361406,6,5
587,5.924929503346318,5.438642071696539,6,5
588,5.714130823075031,5.714667281820955,6,5
589,5.775962693560214,5.797100339821969,6,5
590,5.803585187434109,5.268587550355017,6,5
591,5.8643893978531745,5.517588095358424,6,5
592,5.956918904013348,5.70201948517631,6,5
593,5.897465327125978,5.556573695521154,6,5
594,5.881872662894779,5.740387114559647,6,5
595,5.961266471360054,5.589809750985742,6,5
596,6.0062778200134055,5.735536761767501,6,5
597,6.063996786537217,5.431295959634854,6,5
598,5.927805714903397,5.572511318997818,6,5
599,5.830602767247259,5.777459532185917,6,5
600,5.9849815327793605,5.658330260841597,6,5
601,5.906962605347697,5.42512167938092,6,5
602,5.943777037899164,5.583029478437837,6,5
603,6.011457555205822,5.704938071061473,6,5
604,6.041791991059,5.779339660636304,6,5
605,6.0588033735366835,5.609643537288539,6,5
606,5.965675514108518,5.426178637425042,6,5
607,6.026663662921724,5.595998429732832,6,5
608,5.991239629550327,5.689263519102598,6,5
609,6.120051892628348,5.74439482106603,6,5
610,6.161984320757798,5.523586734501263,6,5
611,6.1272241739909905,5.417656425704446,6,5
612,6.198354429054015,5.366762987476721,6,5
613,6.1613609750103935,5.602228877118143,6,5
614,5.901701323131432,5.697945707215938,6,5
615,6.159565861904074,5.413982525368016,6,5
616,6.2263904056198776,5.51407788183709,6,5
617,6.174159878558033,5.309165219692936,6,5
618,6.347212956961247,5.365715665677623,6,5
619,6.193354022613273,5.615361703977399,6,5
620,6.196796605576287,5.399927543267558,6,5
621,6.14153867782111,5.5355203247983065,6,5
622,6.201381098435027,5.445809739478013,6,5
623,6.354226158152301,5.3576006393671065,6,5
624,6.258848928043761,5.490670281645877,6,5
625,6.283365544956554,5.432833565032282,6,5
626,6.262899486507456,5.274441462624099,6,5
627,6.106612631630131,5.347676789587931,5,5
628,6.369618863219597,5.459647466974257,6,5
629,6.1517971959911915,5.483264408143326,6,5
630,6.136563842753368,5.390589858611923,6,5
631,6.199133765284671,5.338618335041526,6,5
632,6.279510713337296,5.165397811909585,6,5
633,6.329846300769385,5.256759348785259,6,5
634,6.4832468264774885,5.499157222318021,6,5
