wire_number,A,B
1,,3.0620350058607473
2,,3.026704523037791
3,,2.754215391158275
4,,5.164312371218103
5,,4.977290397911622
6,,3.0418620080516714
7,,4.882062856732555
8,,4.983349537712413
9,,5.302760984028419
10,,2.763722188934358
11,,5.2367822254390735
12,,3.0312058885213955
13,,2.8140016568226383
14,,5.004291737633128
15,,5.201858598961907
16,,3.057977762821955
17,,5.760996853068744
18,,2.730603423541834
19,,2.715489582735398
20,,5.144954564986023
21,,3.0008335037955494
22,,3.0561044758582505
23,,3.03064269926128
24,,4.8770627836613825
25,,7.385491767521701
26,,5.231295814470708
27,,3.0581189248741003
28,,3.02434315263466
29,,3.1381392850374814
30,,2.804863359546854
31,,5.295911089037998
32,,2.7558239078139395
33,,2.7264189634319504
34,,2.7886971947897092
35,,5.253098483204704
36,,5.243724937144659
37,,2.762885514824978
