apa_name,k,raw_mode,global_raw_mode,coverage_A,coverage_B,n_A,n_B,source_A,source_B
UKAPA7,1.0351770373001574,5.721870440646568,5.923148890563861,1.0,1.0,481,481,db,db
USAPA10,0.9953078030936189,5.951072494512261,5.923148890563861,0.997920997920998,1.0,480,481,db,db
USAPA101,0.9999921694566559,5.923195272401177,5.923148890563861,1.0,1.0,481,481,db,db
USAPA11,1.0422776021438662,5.682889931032294,5.923148890563861,1.0,1.0,481,481,db,db
USAPA4,0.9773498898538716,6.060418026393251,5.923148890563861,1.0,1.0,481,481,csv,csv
USAPA5,0.9685602178201878,6.115416245253517,5.923148890563861,0.9958419958419958,1.0,479,481,csv,csv
USAPA6,1.0322998895772357,5.737818002663554,5.923148890563861,1.0,0.997920997920998,481,480,csv,csv
USAPA9*,1.071900434663136,5.525838687084139,5.923148890563861,1.0,1.0,481,481,db,db
