wire_number,json_A,json_B,summary_A,summary_B,diff_A,diff_B
563,6.0,6.7,6.190922544069376,5.760916073090607,0.1909225440693758,-0.9390839269093929
564,6.08,6.48,6.004405162748149,5.600626068596705,-0.07559483725185068,-0.8793739314032951
565,6.07,6.6,5.3073671774978255,5.980749626158443,-0.7626328225021748,-0.6192503738415569
566,6.02,6.49,4.178043791823115,5.305110927630192,-1.8419562081768843,-1.184889072369808
567,6.07,6.5,5.44875678505625,5.95058199603301,-0.6212432149437506,-0.5494180039669896
568,5.9,6.57,5.13731812823654,5.880416064534977,-0.7626818717634603,-0.6895839354650235
569,6.0,6.55,5.756578242364253,5.370389436522106,-0.2434217576357467,-1.179610563477894
570,5.93,6.9,4.066316685363743,5.885471537977212,-1.8636833146362566,-1.0145284620227883
571,6.01,6.67,5.418350339501907,5.47892770517856,-0.591649660498093,-1.1910722948214403
572,6.0,6.77,5.209804588359215,5.939796907961516,-0.7901954116407852,-0.8302030920384835
573,6.07,6.68,4.912000181283907,5.842243529553409,-1.1579998187160934,-0.8377564704465907
574,5.98,6.57,5.465269405957011,5.765340407426164,-0.5147305940429892,-0.8046595925738362
575,6.04,6.58,5.421654761170435,5.989580683017918,-0.6183452388295647,-0.5904193169820822
576,6.01,6.64,5.452534717520857,5.461343799152767,-0.5574652824791428,-1.1786562008472323
577,5.94,6.58,5.668545937883363,6.170903363679262,-0.2714540621166375,-0.4090966363207382
578,5.74,6.6,5.721409949091179,5.789785001360426,-0.01859005090882082,-0.8102149986395739
579,5.99,6.71,5.552364364047889,5.392056389406133,-0.43763563595211163,-1.3179436105938667
580,5.89,6.59,5.657612418273837,5.73098484600916,-0.23238758172616247,-0.8590151539908399
581,6.01,6.61,5.7198921812222085,5.596318972435296,-0.29010781877779124,-1.0136810275647044
582,5.78,6.55,5.5928050035039165,5.535750477565998,-0.18719499649608373,-1.0142495224340022
583,5.81,6.57,4.751022030739147,5.39092020021803,-1.0589779692608525,-1.1790797997819702
584,6.1,6.37,5.202793664932337,5.56734935266614,-0.8972063350676622,-0.8026506473338602
585,5.99,6.59,5.3561117622060905,5.261093071629876,-0.6338882377939097,-1.3289069283701238
586,5.98,6.6,5.405167121980905,5.506693307692666,-0.5748328780190954,-1.0933066923073333
587,6.03,6.67,5.4784429392997245,5.506358942427336,-0.5515570607002758,-1.1636410575726641
588,6.07,6.75,5.633492007528887,5.365736841307595,-0.43650799247111305,-1.3842631586924048
589,6.02,6.69,4.960898224354677,5.416924734811416,-1.0591017756453223,-1.2730752651885844
590,6.12,6.69,5.369908216594623,5.929583737514898,-0.7500917834053773,-0.7604162624851023
591,6.0,6.6,5.583912673199872,5.737277311278706,-0.4160873268001284,-0.862722688721294
592,5.89,6.71,5.403073110524724,5.842240859731015,-0.48692688947527607,-0.8677591402689853
593,6.07,6.82,5.517282899964677,5.661032362143211,-0.5527171000353235,-1.1589676378567892
594,6.03,6.73,5.532343912338062,5.4319396236398285,-0.49765608766193825,-1.298060376360172
595,6.07,6.78,5.257496036505016,5.834196786791281,-0.8125039634949847,-0.9458032132087189
596,6.12,6.65,5.564443758049276,5.757886178753559,-0.5555562419507245,-0.8921138212464417
597,6.02,6.69,5.567229465602285,5.969578281114397,-0.45277053439771464,-0.7204217188856035
598,6.14,6.54,5.607227136020922,5.348670307289076,-0.5327728639790781,-1.1913296927109238
599,6.12,6.67,5.425349962743598,5.639749097731375,-0.6946500372564017,-1.0302509022686248
600,6.02,6.65,4.108370210130026,5.853295142548833,-1.9116297898699735,-0.796704857451167
601,5.98,6.75,5.557226053559698,5.347802431936215,-0.4227739464403024,-1.4021975680637846
602,6.11,6.73,5.564080286361816,5.601161957953248,-0.5459197136381846,-1.1288380420467528
603,5.93,6.65,5.648713324183434,5.801475955566993,-0.28128667581656597,-0.8485240444330078
604,5.98,6.58,5.366592736757651,5.931536624320463,-0.6134072632423493,-0.6484633756795368
605,5.84,6.52,5.651703856873424,5.619297950842251,-0.18829614312657572,-0.9007020491577489
606,6.0,6.63,5.249032029268729,5.966882523323243,-0.7509679707312706,-0.6631174766767565
607,5.88,6.75,5.498181819591332,5.239118461743071,-0.38181818040866755,-1.5108815382569292
608,5.98,6.91,5.488608118329659,5.936573650598637,-0.4913918816703413,-0.9734263494013629
609,5.88,6.36,5.654076628958705,5.595689250751327,-0.22592337104129445,-0.7643107492486729
610,6.05,6.69,5.490083239643609,5.4876623334295305,-0.5599167603563906,-1.20233766657047
611,6.02,6.9,5.646971618348963,5.824369409708068,-0.3730283816510367,-1.075630590291932
612,6.07,6.73,5.243297876339293,5.572673900058576,-0.8267021236607075,-1.1573260999414243
613,6.02,6.67,5.59442860738515,5.561273225812002,-0.42557139261484966,-1.108726774187998
614,6.05,6.9,5.324407884222374,5.605346697486703,-0.7255921157776255,-1.2946533025132974
615,6.0,6.71,5.582226657425601,5.752793087651773,-0.4177733425743986,-0.9572069123482265
616,6.12,6.82,5.409885590498323,5.278912703135994,-0.7101144095016769,-1.5410872968640064
617,6.12,6.54,5.10447941554592,5.989490123527829,-1.0155205844540802,-0.5505098764721712
618,6.03,6.47,4.835417308339987,5.9220939300756505,-1.1945826916600133,-0.5479060699243492
619,5.98,6.69,4.923112075594461,5.47890185045695,-1.0568879244055394,-1.2110981495430506
620,5.95,6.56,5.387157268400715,5.618043814067068,-0.562842731599285,-0.9419561859329315
621,5.86,6.54,4.1902384090758895,5.158885241656985,-1.6697615909241108,-1.3811147583430152
622,6.02,6.47,5.038018874504163,5.992094995906235,-0.9819811254958362,-0.47790500409376513
623,6.0,6.54,5.422426366518121,5.561451658231549,-0.5775736334818786,-0.9785483417684508
624,5.82,6.54,4.027740837464823,5.706167451252164,-1.792259162535177,-0.8338325487478357
625,5.84,6.49,5.443509824238459,5.341505261641321,-0.39649017576154044,-1.1484947383586794
626,6.09,6.76,5.381685093489335,5.091688326396828,-0.7083149065106644,-1.6683116736031716
627,5.91,6.58,4.7726820459603685,5.683389223940088,-1.1373179540396317,-0.8966107760599122
628,6.0,6.8,5.511445501784453,5.379365064692935,-0.48855449821554675,-1.4206349353070644
629,6.0,6.73,5.412976699249313,5.13891303007605,-0.5870233007506869,-1.5910869699239507
630,5.93,6.69,5.406892964213988,5.438477901745785,-0.5231070357860119,-1.251522098254215
631,5.93,6.76,4.190342418450884,5.62321180956384,-1.7396575815491158,-1.1367881904361594
632,5.98,6.71,4.553400689867857,5.447521826999227,-1.4265993101321435,-1.2624781730007726
633,6.05,6.54,5.54313496576559,5.727903353541554,-0.5068650342344094,-0.8120966464584463
634,6.11,6.52,5.422663003158241,5.567298530818411,-0.6873369968417595,-0.9527014691815889
635,6.02,6.76,5.200007493292905,5.4248328417366976,-0.819992506707095,-1.3351671582633022
636,5.98,6.56,4.954678295908027,5.344745951366978,-1.025321704091973,-1.2152540486330219
637,6.05,6.73,5.599252479067413,5.599671987591575,-0.45074752093258663,-1.1303280124084258
638,6.02,6.65,4.995304712317766,4.596188458159147,-1.024695287682234,-2.0538115418408536
639,6.0,6.71,5.041194070097848,5.522726224999675,-0.9588059299021516,-1.1872737750003246
640,5.89,6.78,5.467339275727408,5.44410644037232,-0.4226607242725917,-1.3358935596276806
641,6.03,6.6,,5.787140783112696,,-0.8128592168873032
642,5.93,6.61,5.277335551231318,5.378886004550184,-0.6526644487686815,-1.2311139954498165
643,5.96,6.76,,5.367711004949308,,-1.3922889950506914
644,6.05,6.56,,5.529666947734987,,-1.0303330522650125
645,5.61,6.75,,5.486248336484528,,-1.263751663515472
646,5.58,6.49,,5.298716269145199,,-1.191283730854801
647,5.6,6.73,,5.553374274913788,,-1.176625725086212
648,5.61,6.65,5.148964473247934,5.8951598918073485,-0.4610355267520667,-0.7548401081926519
649,5.65,6.61,5.576592358210333,5.436740586849153,-0.07340764178966719,-1.1732594131508476
650,5.72,6.69,4.161567081847516,5.8171541668946745,-1.5584329181524836,-0.8728458331053259
651,5.72,6.75,4.618631190161186,5.283488791745529,-1.1013688098388137,-1.4665112082544711
652,5.66,6.38,4.506781806180837,5.796152204150249,-1.1532181938191632,-0.583847795849751
653,5.6,6.78,4.957760718596525,5.181846420379481,-0.6422392814034747,-1.5981535796205195
654,5.65,7.05,5.137543452569894,5.341791822320521,-0.5124565474301059,-1.708208177679479
655,5.68,6.75,4.048722240250508,5.55999042006238,-1.6312777597494916,-1.1900095799376196
656,5.7,6.69,5.077898942812367,5.702989763808562,-0.6221010571876331,-0.9870102361914386
657,5.7,6.69,4.81978845097478,5.549510821200536,-0.88021154902522,-1.1404891787994647
658,5.65,6.58,4.875147335638097,5.270830229927817,-0.7748526643619034,-1.3091697700721827
659,5.7,6.54,5.067514316684572,5.5723636118128175,-0.6324856833154282,-0.9676363881871826
660,5.66,6.32,5.281613948529119,6.018143705274611,-0.3783860514708808,-0.3018562947253889
661,5.68,6.6,5.326884925842118,6.41134606904903,-0.35311507415788146,-0.18865393095097005
662,5.72,6.8,5.178584496168771,5.418756587619445,-0.5414155038312289,-1.381243412380555
663,5.43,6.76,4.867861533477093,5.476032355556248,-0.5621384665229066,-1.2839676444437522
664,5.48,6.86,5.09500941168314,6.15171791670714,-0.3849905883168603,-0.7082820832928602
665,5.46,6.65,4.960008897127675,6.209829038054367,-0.4999911028723254,-0.44017096194563354
666,5.72,6.86,5.295317359100623,5.345181352299248,-0.4246826408993769,-1.5148186477007526
667,5.66,7.46,4.501800839342498,5.737826313377106,-1.1581991606575022,-1.7221736866228943
668,5.73,7.13,5.157376293225949,5.945728909827406,-0.5726237067740518,-1.1842710901725937
669,5.6,6.93,5.284869432304015,5.873796600655987,-0.31513056769598435,-1.056203399344013
670,5.72,6.27,4.986643844688869,5.477142579974678,-0.7333561553111307,-0.7928574200253218
671,5.65,6.43,5.10131054407784,5.432478966417673,-0.54868945592216,-0.997521033582327
672,5.73,6.21,5.252378715433853,5.998027349489913,-0.4776212845661476,-0.21197265051008696
673,5.79,6.32,5.250529648628249,5.7746082379646575,-0.5394703513717509,-0.5453917620353428
674,5.63,6.25,5.32881432018313,,-0.3011856798168697,
675,5.8,6.18,4.74514988013564,5.821362848206617,-1.0548501198643594,-0.35863715179338307
676,5.72,6.12,5.34150143237471,6.24576978350857,-0.37849856762528944,0.12576978350857004
677,5.66,6.27,5.322704814268596,5.514013005712542,-0.3372951857314037,-0.7559869942874577
678,5.77,6.36,5.2670796674281695,5.781287118867334,-0.5029203325718301,-0.5787128811326667
679,5.79,6.32,5.343311552061,5.54000560879517,-0.44668844793899964,-0.7799943912048306
680,5.77,6.25,5.333526135990163,5.925864458507875,-0.43647386400983645,-0.324135541492125
681,5.73,6.25,5.243529306919992,5.657886974153533,-0.48647069308000823,-0.5921130258464666
682,5.77,6.07,5.358546946017791,5.670951176679009,-0.41145305398220877,-0.39904882332099145
683,5.65,6.32,5.285329051058402,5.354546761727134,-0.36467094894159846,-0.9654532382728664
684,5.73,6.18,5.335151844734488,5.62386796270647,-0.3948481552655121,-0.5561320372935299
685,5.75,6.18,5.322643654085295,5.734149162116273,-0.4273563459147054,-0.4458508378837269
686,5.58,6.16,5.317667921867767,5.136339276553303,-0.2623320781322329,-1.0236607234466968
687,5.73,6.19,5.316285550262536,5.632088179687261,-0.41371444973746474,-0.5579118203127393
688,5.77,5.74,5.213749085584145,5.736019335650126,-0.5562509144158545,-0.003980664349874097
689,5.75,5.84,5.344698709517069,5.53858098454942,-0.40530129048293073,-0.3014190154505796
690,5.73,5.57,5.239884552471433,5.696497318769738,-0.4901154475285674,0.12649731876973735
691,5.75,6.36,5.281052956537949,5.510023258265298,-0.46894704346205085,-0.849976741734702
692,5.75,6.05,5.323239343741959,5.748054457101312,-0.4267606562580406,-0.3019455428986877
693,5.66,6.14,5.133366993123586,5.372182682529402,-0.5266330068764145,-0.7678173174705973
694,5.79,6.18,5.321939063150263,5.280346682070339,-0.4680609368497368,-0.8996533179296611
695,5.79,6.21,5.238385924068472,5.030113131442488,-0.5516140759315284,-1.179886868557512
696,5.68,5.98,5.2230927194991255,5.292280363154592,-0.45690728050087426,-0.6877196368454088
697,5.72,6.16,5.3403731349388845,5.180846993437583,-0.3796268650611152,-0.9791530065624174
698,5.65,6.21,5.317806105232562,5.694836564282976,-0.3321938947674381,-0.5151634357170236
699,5.72,6.27,5.422638567613953,5.77785094925701,-0.2973614323860465,-0.49214905074298976
700,5.63,6.0,5.27477936551819,5.479537894316698,-0.3552206344818103,-0.5204621056833023
701,5.73,6.16,5.49265094094262,5.280202006336903,-0.23734905905738035,-0.8797979936630975
702,5.65,6.14,5.317155321843488,5.419067711981236,-0.332844678156512,-0.7209322880187639
703,5.68,6.19,5.130222315596236,5.61112763184548,-0.5497776844037636,-0.5788723681545207
704,5.77,6.21,5.354555068598407,5.540139501695314,-0.4154449314015922,-0.6698604983046863
705,5.73,6.0,5.301025200799962,5.753597179835737,-0.4289747992000388,-0.2464028201642634
706,5.7,6.45,5.279223593539215,5.376771477950538,-0.42077640646078507,-1.0732285220494626
707,5.72,6.19,5.206061943441473,5.463644000097065,-0.5139380565585263,-0.7263559999029354
708,5.7,6.21,5.320203267319921,5.660253159952997,-0.3797967326800791,-0.5497468400470034
709,5.8,7.48,5.095187680314072,5.774685213603427,-0.704812319685928,-1.7053147863965732
710,5.77,6.23,5.320051677311129,5.846303700146679,-0.4499483226888703,-0.3836962998533213
711,5.75,6.12,5.19613240402636,5.565909490136165,-0.5538675959736397,-0.5540905098638351
712,5.79,6.23,5.317594691780172,5.636641097880228,-0.4724053082198276,-0.593358902119772
713,5.79,6.21,5.248568297770532,5.9044361605191416,-0.5414317022294677,-0.3055638394808584
714,5.7,5.96,5.314278852472166,5.875507342671993,-0.3857211475278346,-0.08449265732800715
715,5.79,6.05,5.160193677324373,5.407899832735888,-0.629806322675627,-0.642100167264112
716,5.77,6.12,5.3178538648775175,,-0.45214613512248203,
717,5.77,6.02,5.3505269923044105,,-0.41947300769558904,
718,5.79,6.0,5.284722790194262,5.518576338612806,-0.5052772098057376,-0.4814236613871943
719,5.66,6.14,5.199787100174821,5.467428380603432,-0.4602128998251791,-0.6725716193965674
720,5.66,6.11,5.160544336162015,5.752385101905129,-0.4994556638379848,-0.35761489809487124
721,5.75,6.12,5.189838385994197,5.601046935637927,-0.5601616140058034,-0.5189530643620728
722,5.8,6.12,5.151771411044036,5.552554366037124,-0.6482285889559636,-0.5674456339628762
723,5.48,6.11,5.137316250554523,5.669787287749291,-0.3426837494454773,-0.4402127122507089
724,5.7,7.07,5.124061492564659,5.122441397744706,-0.5759385074353416,-1.9475586022552944
725,5.72,6.11,5.147330421988029,5.556148097882797,-0.572669578011971,-0.553851902117203
726,5.77,4.86,5.14080933236056,5.674944815260767,-0.6291906676394392,0.814944815260767
727,5.73,6.07,5.175243189035026,5.56707309311108,-0.5547568109649745,-0.50292690688892
728,5.8,5.84,5.363377405361447,4.997906475191463,-0.43662259463855246,-0.8420935248085373
729,5.8,5.86,4.253353229853443,5.589997234478947,-1.5466467701465572,-0.2700027655210535
730,5.82,6.02,5.118631559635482,5.653261137564438,-0.7013684403645186,-0.36673886243556186
731,5.8,6.03,5.071841144421328,6.354676475464449,-0.7281588555786715,0.32467647546444844
732,5.79,6.12,5.395886459436653,5.512572277110124,-0.3941135405633469,-0.6074277228898763
733,5.77,6.03,5.118921449923936,,-0.6510785500760639,
734,5.77,5.95,5.37008739170775,5.660861537511755,-0.39991260829224995,-0.2891384624882454
735,5.79,5.81,5.247003908676399,5.586682362988859,-0.5429960913236007,-0.2233176370111405
736,5.96,6.18,5.290353148644064,5.641210284757598,-0.6696468513559362,-0.5387897152424017
737,5.87,6.09,4.570670311006802,5.67020943026754,-1.2993296889931978,-0.4197905697324602
738,5.84,6.27,4.765523882034086,6.007815990562125,-1.0744761179659141,-0.2621840094378749
739,5.82,5.82,4.880574694054403,4.996706432066579,-0.9394253059455977,-0.8232935679334217
740,5.79,5.89,5.112913528089284,5.141968947352773,-0.6770864719107159,-0.7480310526472262
741,5.85,5.65,4.748471510474438,5.597531482425841,-1.1015284895255615,-0.05246851757415971
742,5.87,4.23,4.634077525397787,4.9140463591701,-1.235922474602213,0.6840463591700994
743,7.82,5.5,4.575167066109239,5.44551370769319,-3.244832933890761,-0.05448629230680968
744,8.17,4.04,4.131776615990333,5.350919830736236,-4.038223384009667,1.3109198307362355
745,8.02,4.17,5.321189929011975,5.445112901500616,-2.6988100709880243,1.2751129015006164
746,7.09,4.95,5.1850508934844965,5.209247423173314,-1.9049491065155033,0.2592474231733135
747,8.26,6.04,5.16247285902012,5.159190068508265,-3.0975271409798797,-0.8808099314917355
748,5.87,4.28,5.380231013621818,4.959841619033435,-0.48976898637818245,0.6798416190334349
749,5.81,6.02,5.350678377114209,,-0.45932162288579104,
750,5.83,6.25,6.048420772780512,,0.21842077278051164,
751,5.79,6.33,,,,
752,5.87,6.35,6.423393506264856,,0.5533935062648556,
753,5.94,6.37,6.148577339899762,,0.20857733989976168,
754,5.92,6.39,,4.944052707736096,,-1.445947292263904
755,5.74,6.39,5.326926990179528,,-0.41307300982047224,
756,5.88,6.37,4.397630563376544,5.54691165187894,-1.4823694366234559,-0.8230883481210602
757,5.81,6.41,4.684523437031412,5.275635587045474,-1.1254765629685872,-1.1343644129545263
758,5.77,6.33,5.459655744369227,5.519793373157292,-0.3103442556307723,-0.8102066268427084
759,5.74,6.41,5.015012851394373,,-0.724987148605627,
760,5.83,6.13,5.642523415867822,5.256495671465598,-0.18747658413217838,-0.873504328534402
761,5.72,6.21,4.707597542732414,4.986200485193207,-1.0124024572675854,-1.2237995148067933
762,5.75,6.08,5.494033399671824,4.904946187175796,-0.2559666003281764,-1.1750538128242045
763,5.79,6.37,4.622637299664293,,-1.1673627003357074,
764,5.75,6.33,5.18787393861409,,-0.5621260613859098,
765,5.87,6.35,5.0952020167380585,,-0.7747979832619416,
766,5.75,6.29,5.6939786026633366,,-0.05602139733666345,
767,5.75,6.33,5.476701837137742,5.163886543248914,-0.2732981628622584,-1.166113456751086
768,5.72,6.25,5.641745488578991,5.516369670509092,-0.07825451142100892,-0.7336303294909081
769,5.83,6.42,4.242785214443312,5.005648485341225,-1.5872147855566885,-1.414351514658775
770,5.85,6.33,5.453055736515946,4.950771009837505,-0.39694426348405365,-1.3792289901624954
771,5.72,6.35,4.193415234080327,5.199683202181941,-1.5265847659196732,-1.1503167978180588
772,5.74,6.33,5.4147513379424925,5.077366921086679,-0.3252486620575077,-1.2526330789133207
773,5.7,6.54,4.919215421124424,4.71054520047575,-0.7807845788755765,-1.8294547995242496
774,5.72,6.46,6.095687920113171,5.521168861539029,0.37568792011317154,-0.9388311384609711
775,5.77,6.31,5.556979989250209,5.363908856770481,-0.2130200107497906,-0.9460911432295189
776,5.7,6.39,4.867243155578279,4.828297789889758,-0.8327568444217208,-1.5617022101102416
777,5.74,6.33,4.915753771685399,4.5391090253582185,-0.8242462283146015,-1.7908909746417816
778,5.7,6.35,5.766195771286456,5.002383215378131,0.0661957712864556,-1.3476167846218683
779,5.68,6.5,5.145753633000727,5.17598951762821,-0.5342463669992723,-1.32401048237179
780,5.74,6.33,,4.815848072248871,,-1.5141519277511293
781,5.83,6.35,4.395170377326312,5.294900514777914,-1.4348296226736883,-1.0550994852220859
782,5.77,6.41,,4.653906906342005,,-1.756093093657995
783,5.74,6.48,5.352031993012276,5.0293204214429625,-0.38796800698772405,-1.4506795785570379
784,5.75,6.44,,,,
785,5.53,6.35,,4.691180317088229,,-1.658819682911771
786,5.9,6.37,,4.739119049344483,,-1.6308809506555173
787,5.81,6.42,4.451040896582486,4.946370860235984,-1.3589591034175132,-1.4736291397640162
788,5.83,6.52,4.70230438311564,5.2922663873629405,-1.1276956168843597,-1.227733612637059
789,5.7,6.52,,,,
790,5.74,6.5,,,,
791,5.7,6.44,,5.0969281449032025,,-1.343071855096798
792,5.74,6.52,4.467829478057566,4.698045424095459,-1.2721705219424342,-1.8219545759045408
793,5.72,6.39,,5.7216747139599615,,-0.6683252860400382
794,5.87,6.44,,5.572424872634541,,-0.867575127365459
795,5.75,6.44,5.183391340372381,5.408400599124614,-0.5666086596276187,-1.0315994008753862
796,5.75,6.35,,5.16136857096047,,-1.1886314290395292
797,5.77,6.35,,5.823836024178135,,-0.5261639758218646
798,5.87,6.33,,5.383573657701341,,-0.9464263422986594
799,5.83,6.35,4.6794493467673535,5.3578641907257,-1.1505506532326466,-0.9921358092742993
800,5.72,6.31,5.929752801528326,5.804478037343099,0.20975280152832632,-0.5055219626569007
801,5.83,6.39,5.745135043723032,5.89098875722724,-0.08486495627696833,-0.49901124277275954
802,5.75,6.39,,,,
803,5.74,6.41,,5.089096328136588,,-1.3209036718634124
804,5.74,6.44,5.837885259047529,5.812771599601543,0.09788525904752898,-0.6272284003984572
805,5.87,6.37,5.075032256145804,4.172739845374279,-0.7949677438541958,-2.197260154625721
806,5.77,6.48,5.151945557004167,4.611985433331013,-0.6180544429958328,-1.8680145666689878
807,5.75,6.5,4.6380034105694286,5.801512270892034,-1.1119965894305714,-0.6984877291079661
808,5.72,6.54,5.810075184288675,5.375194038411373,0.09007518428867556,-1.1648059615886268
809,5.57,6.48,5.774875186017175,4.8980317914523805,0.20487518601717447,-1.5819682085476199
810,5.68,6.62,4.682729618591153,4.179742993432003,-0.997270381408847,-2.4402570065679967
811,5.74,6.52,4.527699727753716,4.308026737436865,-1.2123002722462841,-2.2119732625631343
812,5.87,6.66,,5.97711933664813,,-0.6828806633518703
813,5.7,6.62,5.976947881406636,5.047090671853004,0.2769478814066355,-1.572909328146996
814,5.66,6.62,6.047872381212799,4.854493362301255,0.3878723812127989,-1.7655066376987447
815,5.7,6.6,4.040722797427914,5.964118969901201,-1.6592772025720866,-0.6358810300987985
816,5.62,6.23,4.354925869438841,,-1.2650741305611595,
817,5.62,6.64,5.2384330142509095,5.313020692842555,-0.38156698574909065,-1.326979307157445
818,5.74,6.68,5.921488978391721,,0.1814889783917204,
819,5.72,6.62,4.026719438330772,,-1.6932805616692281,
820,5.55,6.62,4.560310538524198,,-0.9896894614758018,
821,5.7,5.42,6.008219462397743,,0.30821946239774256,
822,5.59,7.34,5.855349260180438,5.802268852305145,0.2653492601804386,-1.5377311476948545
823,5.74,7.88,5.744912816924657,5.235437437689384,0.004912816924656838,-2.6445625623106155
824,5.72,7.17,4.769865326722867,,-0.950134673277133,
825,5.62,6.04,5.403139971425178,5.5927717289641565,-0.21686002857482212,-0.4472282710358435
826,5.55,6.78,5.027022569698978,5.51060639917883,-0.5229774303010215,-1.2693936008211706
827,5.68,7.17,4.41015733896329,5.644065476773622,-1.2698426610367095,-1.5259345232263781
828,5.57,7.13,6.1426798573172015,5.26448806661126,0.5726798573172012,-1.8655119333887402
829,5.64,7.11,5.478685342387522,5.596963798276382,-0.16131465761247732,-1.5130362017236187
830,5.66,7.17,,,,
831,5.66,7.15,5.958438661539238,5.6062694166260245,0.2984386615392376,-1.5437305833739758
832,5.66,7.28,6.1793149774790175,5.510421541352428,0.5193149774790173,-1.7695784586475725
833,5.72,7.19,,,,
834,5.74,7.13,5.694145996586665,5.123793419790386,-0.04585400341333479,-2.0062065802096143
835,5.75,7.11,6.056978623672679,5.537545000389629,0.3069786236726788,-1.572454999610371
836,5.66,7.03,5.988624802335394,5.408615528137544,0.32862480233539415,-1.6213844718624566
837,5.59,7.05,5.720909190203928,5.976952966908071,0.1309091902039281,-1.073047033091929
838,5.68,6.82,5.835752997477265,5.726586798922059,0.1557529974772649,-1.093413201077941
839,5.68,7.13,5.948586351941801,5.722059982984643,0.268586351941801,-1.407940017015357
840,5.55,7.17,5.368853358555531,5.463296483393683,-0.18114664144446913,-1.706703516606317
841,5.61,7.13,5.770912536360031,6.304374846156059,0.16091253636003078,-0.8256251538439408
842,5.62,7.22,5.549391632367168,,-0.07060836763283174,
843,5.55,6.82,6.2591361049837575,6.001984536194654,0.7091361049837577,-0.8180154638053461
844,5.62,7.15,5.885551734909177,5.64853238497114,0.2655517349091765,-1.5014676150288606
845,5.59,7.22,6.227195127522608,5.900975182094903,0.6371951275226078,-1.3190248179050972
846,5.75,6.76,5.790958205649616,5.6126445404429415,0.040958205649616275,-1.1473554595570583
847,6.0,7.19,6.4372453240028005,,0.4372453240028005,
848,5.87,7.24,6.15899908024657,5.834932503628171,0.28899908024656984,-1.4050674963718288
849,5.83,7.26,5.720606406641705,5.606638115086219,-0.1093935933582948,-1.6533618849137808
850,5.48,7.15,5.8024921856711815,5.878040662525345,0.3224921856711811,-1.2719593374746552
851,5.83,7.15,6.205265243840251,5.769004523851258,0.37526524384025084,-1.3809954761487422
852,5.92,7.07,6.222539045825777,,0.3025390458257773,
853,5.98,7.15,6.321592439590392,5.649090343013248,0.341592439590392,-1.5009096569867522
854,5.87,7.05,6.081636191429052,,0.21163619142905166,
855,5.92,7.17,6.02462178424348,5.746103774839399,0.10462178424347979,-1.4238962251606013
856,5.83,7.19,6.248329490098546,,0.4183294900985457,
857,5.61,7.22,5.269722386766272,5.397682376527039,-0.3402776132337282,-1.8223176234729603
858,5.77,7.09,6.236977082845262,5.991139028965107,0.4669770828452622,-1.0988609710348927
859,5.94,7.22,5.992294862938345,5.680353059385307,0.05229486293834462,-1.539646940614693
860,5.74,7.28,6.032341949306717,5.775425780613624,0.2923419493067172,-1.5045742193863765
861,5.77,7.22,6.020073427084575,5.658618724615411,0.25007342708457525,-1.5613812753845888
862,5.77,7.3,5.889371088955541,5.7803115823547015,0.11937108895554172,-1.5196884176452983
863,5.85,7.13,5.924159044524416,5.478486414264733,0.07415904452441602,-1.651513585735267
864,5.79,7.26,5.868878494232348,5.704986976833672,0.07887849423234794,-1.5550130231663282
865,5.83,7.17,5.749455074554109,5.651951193569215,-0.0805449254458912,-1.5180488064307847
866,5.81,7.17,5.989622575149117,5.410913669531949,0.17962257514911695,-1.759086330468051
867,5.92,7.24,5.935143593196612,5.671169418818724,0.01514359319661196,-1.5688305811812766
868,5.83,7.13,6.268934177130995,5.682424156811442,0.4389341771309949,-1.4475758431885577
869,5.92,7.24,5.921399311643951,6.034517854778683,0.0013993116439507958,-1.2054821452213176
870,5.92,7.19,5.574955414138385,5.721388969297312,-0.3450445858616149,-1.4686110307026885
871,5.85,7.17,5.318409286941602,,-0.5315907130583977,
872,5.89,7.22,5.4576627956481625,5.619863681043272,-0.4323372043518372,-1.6001363189567277
873,5.89,7.11,5.740691324384231,5.810415425376458,-0.1493086756157691,-1.299584574623542
874,5.94,7.24,6.214849946559603,,0.2748499465596028,
875,5.89,7.24,6.269904434978304,,0.37990443497830473,
876,5.79,7.17,6.179042401451627,5.708418565163443,0.3890424014516274,-1.4615814348365568
877,5.83,7.3,6.227729057072295,,0.39772905707229533,
878,5.85,7.3,5.737517681610601,5.836461554325705,-0.11248231838939837,-1.4635384456742946
879,5.94,7.19,6.051925333731182,5.370779410949138,0.11192533373118163,-1.8192205890508628
880,5.79,7.26,6.2248268327010186,5.733241984588523,0.4348268327010185,-1.5267580154114766
881,5.92,7.32,6.310328909688471,5.660350027812135,0.39032890968847145,-1.6596499721878653
882,5.9,7.32,5.227427377515278,5.577508987811213,-0.6725726224847222,-1.742491012188787
883,5.74,7.32,5.403332691563818,5.6677356048602485,-0.33666730843618264,-1.6522643951397518
884,5.87,7.24,5.703748479425181,5.15199816808916,-0.16625152057481873,-2.08800183191084
885,5.77,7.34,5.903678165459761,5.2734736002866205,0.1336781654597612,-2.0665263997133794
886,5.79,7.26,5.376264733048593,5.649194168626446,-0.4137352669514067,-1.610805831373554
887,5.9,7.3,5.675767389969479,,-0.22423261003052097,
888,5.75,6.44,5.921514287677256,5.456998444049149,0.1715142876772564,-0.9830015559508514
889,5.64,7.32,5.879003962184825,5.997151456295286,0.23900396218482545,-1.3228485437047146
