apa_name,k,raw_mode,global_raw_mode,coverage_A,coverage_B,n_A,n_B,source_A,source_B
APAUK007,0.9747067304021215,5.731017888807195,5.586061708275331,0.9920983318700615,0.9912203687445127,1130,1129,db,db
USAPA10,1.0200089935572654,5.476482799229081,5.586061708275331,0.9982440737489026,1.0,1137,1139,db,db
USAPA10v2,0.9626247621761977,5.802948280331962,5.586061708275331,0.9991220368744512,0.0,1138,0,db,
USAPA11,1.044428877623762,5.348436669986078,5.586061708275331,0.9973661106233538,0.9973661106233538,1136,1136,db,db
USAPA4,0.979355027680883,5.703816849241229,5.586061708275331,0.9157155399473222,0.971027216856892,1043,1106,csv,csv
USAPA5,0.9952636933881445,5.6126449154986044,5.586061708275331,0.742756804214223,0.9920983318700615,846,1130,csv,csv
