apa_name,k,raw_mode,global_raw_mode,coverage_A,coverage_B,n_A,n_B,source_A,source_B
APA 00004-US,1.0,,,1.0,1.0,481,481,dunedb,dunedb
APA 00005-US,1.0,,,1.0,1.0,481,481,dunedb,dunedb
APA 00006-US,1.0,,,1.0,1.0,481,481,dunedb,dunedb
APA 00007-US,1.0,,,1.0,1.0,481,481,dunedb,dunedb
APA 00008-US,1.0,,,0.997920997920998,0.997920997920998,480,480,dunedb,dunedb
APA 00009-US,1.0,,,1.0,1.0,481,481,dunedb,dunedb
APA 00010-US,1.0,,,1.0,1.0,481,481,dunedb,dunedb
APA 00011-US,1.0,,,1.0,1.0,481,481,dunedb,dunedb
