480,0.9219197,76.72959078227667
470,0.638425,77.5158909227379
470,0.8560184,76.32822854561974
460,0.69918513,76.63286774941807
450,0.64873105,70.0405791049488
440,0.7670506,77.05848801061768
430,0.3530902,78.0107106125854
420,0.6353122,80.3475152615711
410,0.91499114,77.84716388541074
400,0.47605765,76.79360289502446
390,0.5347013,79.12653252304935
380,0.47430283,78.78772224684363
370,0.42464566,75.50827820394407
360,0.90822124,84.43337942063019
350,0.59574854,80.48062015866151
340,0.86813414,75.43276732326696
330,0.7616747,82.11516155228239
320,0.6924489,75.60108809460364
310,0.58100414,84.53588875181607
300,0.64299536,80.93987623885363
290,0.48415437,78.7207780307766
280,0.21568057,77.05780057958845
270,0.59611,57.87456658681315
260,0.5790948,80.72979354655516
250,0.53704053,76.91753755695834
240,0.54781723,81.46516136983463
230,0.47323248,81.64198681720822
220,0.34843957,81.084166569393
210,0.20039475,81.54169810192231
200,0.5033212,80.6928041717825
479,0.9383526,79.22715786938562
